panel_id,team,sponsor,scenario,baseline_roi,counterfactual_roi,roi_delta,roi_low,roi_high,method
2022_922_Mexico,Mexico,Hyundai,player_injury_shock,4.255,3.9918,-0.2632,3.8348,4.1488,SCM-style deterministic intervention baseline
2022_922_Mexico,Mexico,Hyundai,media_surge,4.255,4.483,0.228,4.34,4.626,SCM-style deterministic intervention baseline
2022_922_Mexico,Mexico,Hyundai,budget_cut,4.255,4.1146,-0.1404,3.9926,4.2366,SCM-style deterministic intervention baseline
2022_922_Mexico,Mexico,Hyundai,budget_reallocation,4.255,4.3678,0.1128,4.2563,4.4793,SCM-style deterministic intervention baseline
2022_922_Mexico,Mexico,Hyundai,late_stage_activation,4.255,4.4434,0.1884,4.3109,4.5759,SCM-style deterministic intervention baseline
1994_501_Belgium,Belgium,Visa,player_injury_shock,4.253,3.9898,-0.2632,3.8328,4.1468,SCM-style deterministic intervention baseline
1994_501_Belgium,Belgium,Visa,media_surge,4.253,4.481,0.228,4.338,4.624,SCM-style deterministic intervention baseline
1994_501_Belgium,Belgium,Visa,budget_cut,4.253,4.1126,-0.1404,3.9906,4.2346,SCM-style deterministic intervention baseline
1994_501_Belgium,Belgium,Visa,budget_reallocation,4.253,4.3658,0.1128,4.2543,4.4773,SCM-style deterministic intervention baseline
1994_501_Belgium,Belgium,Visa,late_stage_activation,4.253,4.4414,0.1884,4.3089,4.5739,SCM-style deterministic intervention baseline
1994_501_Germany,Germany,Coca-Cola,player_injury_shock,4.253,3.9898,-0.2632,3.8328,4.1468,SCM-style deterministic intervention baseline
1994_501_Germany,Germany,Coca-Cola,media_surge,4.253,4.481,0.228,4.338,4.624,SCM-style deterministic intervention baseline
1994_501_Germany,Germany,Coca-Cola,budget_cut,4.253,4.1126,-0.1404,3.9906,4.2346,SCM-style deterministic intervention baseline
1994_501_Germany,Germany,Coca-Cola,budget_reallocation,4.253,4.3658,0.1128,4.2543,4.4773,SCM-style deterministic intervention baseline
1994_501_Germany,Germany,Coca-Cola,late_stage_activation,4.253,4.4414,0.1884,4.3089,4.5739,SCM-style deterministic intervention baseline
2002_582_Saudi_Arabia,Saudi Arabia,Visa,player_injury_shock,4.252,3.9888,-0.2632,3.8318,4.1458,SCM-style deterministic intervention baseline
2002_582_Saudi_Arabia,Saudi Arabia,Visa,media_surge,4.252,4.48,0.228,4.337,4.623,SCM-style deterministic intervention baseline
2002_582_Saudi_Arabia,Saudi Arabia,Visa,budget_cut,4.252,4.1116,-0.1404,3.9896,4.2336,SCM-style deterministic intervention baseline
2002_582_Saudi_Arabia,Saudi Arabia,Visa,budget_reallocation,4.252,4.3648,0.1128,4.2533,4.4763,SCM-style deterministic intervention baseline
2002_582_Saudi_Arabia,Saudi Arabia,Visa,late_stage_activation,4.252,4.4404,0.1884,4.3079,4.5729,SCM-style deterministic intervention baseline
2002_582_Germany,Germany,Coca-Cola,player_injury_shock,4.252,3.9888,-0.2632,3.8318,4.1458,SCM-style deterministic intervention baseline
2002_582_Germany,Germany,Coca-Cola,media_surge,4.252,4.48,0.228,4.337,4.623,SCM-style deterministic intervention baseline
2002_582_Germany,Germany,Coca-Cola,budget_cut,4.252,4.1116,-0.1404,3.9896,4.2336,SCM-style deterministic intervention baseline
2002_582_Germany,Germany,Coca-Cola,budget_reallocation,4.252,4.3648,0.1128,4.2533,4.4763,SCM-style deterministic intervention baseline
2002_582_Germany,Germany,Coca-Cola,late_stage_activation,4.252,4.4404,0.1884,4.3079,4.5729,SCM-style deterministic intervention baseline
1994_496_Russia,Russia,Hyundai,player_injury_shock,4.25,3.9868,-0.2632,3.8298,4.1438,SCM-style deterministic intervention baseline
1994_496_Russia,Russia,Hyundai,media_surge,4.25,4.478,0.228,4.335,4.621,SCM-style deterministic intervention baseline
1994_496_Russia,Russia,Hyundai,budget_cut,4.25,4.1096,-0.1404,3.9876,4.2316,SCM-style deterministic intervention baseline
1994_496_Russia,Russia,Hyundai,budget_reallocation,4.25,4.3628,0.1128,4.2513,4.4743,SCM-style deterministic intervention baseline
1994_496_Russia,Russia,Hyundai,late_stage_activation,4.25,4.4384,0.1884,4.3059,4.5709,SCM-style deterministic intervention baseline
2010_715_Australia,Australia,Hyundai,player_injury_shock,4.25,3.9868,-0.2632,3.8298,4.1438,SCM-style deterministic intervention baseline
2010_715_Australia,Australia,Hyundai,media_surge,4.25,4.478,0.228,4.335,4.621,SCM-style deterministic intervention baseline
2010_715_Australia,Australia,Hyundai,budget_cut,4.25,4.1096,-0.1404,3.9876,4.2316,SCM-style deterministic intervention baseline
2010_715_Australia,Australia,Hyundai,budget_reallocation,4.25,4.3628,0.1128,4.2513,4.4743,SCM-style deterministic intervention baseline
2010_715_Australia,Australia,Hyundai,late_stage_activation,4.25,4.4384,0.1884,4.3059,4.5709,SCM-style deterministic intervention baseline
2022_909_Japan,Japan,Adidas,player_injury_shock,4.25,3.9868,-0.2632,3.8298,4.1438,SCM-style deterministic intervention baseline
2022_909_Japan,Japan,Adidas,media_surge,4.25,4.478,0.228,4.335,4.621,SCM-style deterministic intervention baseline
2022_909_Japan,Japan,Adidas,budget_cut,4.25,4.1096,-0.1404,3.9876,4.2316,SCM-style deterministic intervention baseline
2022_909_Japan,Japan,Adidas,budget_reallocation,4.25,4.3628,0.1128,4.2513,4.4743,SCM-style deterministic intervention baseline
2022_909_Japan,Japan,Adidas,late_stage_activation,4.25,4.4384,0.1884,4.3059,4.5709,SCM-style deterministic intervention baseline
1994_496_Cameroon,Cameroon,Coca-Cola,player_injury_shock,4.25,3.9868,-0.2632,3.8298,4.1438,SCM-style deterministic intervention baseline
1994_496_Cameroon,Cameroon,Coca-Cola,media_surge,4.25,4.478,0.228,4.335,4.621,SCM-style deterministic intervention baseline
1994_496_Cameroon,Cameroon,Coca-Cola,budget_cut,4.25,4.1096,-0.1404,3.9876,4.2316,SCM-style deterministic intervention baseline
1994_496_Cameroon,Cameroon,Coca-Cola,budget_reallocation,4.25,4.3628,0.1128,4.2513,4.4743,SCM-style deterministic intervention baseline
1994_496_Cameroon,Cameroon,Coca-Cola,late_stage_activation,4.25,4.4384,0.1884,4.3059,4.5709,SCM-style deterministic intervention baseline
2010_715_Germany,Germany,Coca-Cola,player_injury_shock,4.25,3.9868,-0.2632,3.8298,4.1438,SCM-style deterministic intervention baseline
2010_715_Germany,Germany,Coca-Cola,media_surge,4.25,4.478,0.228,4.335,4.621,SCM-style deterministic intervention baseline
2010_715_Germany,Germany,Coca-Cola,budget_cut,4.25,4.1096,-0.1404,3.9876,4.2316,SCM-style deterministic intervention baseline
2010_715_Germany,Germany,Coca-Cola,budget_reallocation,4.25,4.3628,0.1128,4.2513,4.4743,SCM-style deterministic intervention baseline
2010_715_Germany,Germany,Coca-Cola,late_stage_activation,4.25,4.4384,0.1884,4.3059,4.5709,SCM-style deterministic intervention baseline
2022_909_Germany,Germany,Coca-Cola,player_injury_shock,4.25,3.9868,-0.2632,3.8298,4.1438,SCM-style deterministic intervention baseline
2022_909_Germany,Germany,Coca-Cola,media_surge,4.25,4.478,0.228,4.335,4.621,SCM-style deterministic intervention baseline
2022_909_Germany,Germany,Coca-Cola,budget_cut,4.25,4.1096,-0.1404,3.9876,4.2316,SCM-style deterministic intervention baseline
2022_909_Germany,Germany,Coca-Cola,budget_reallocation,4.25,4.3628,0.1128,4.2513,4.4743,SCM-style deterministic intervention baseline
2022_909_Germany,Germany,Coca-Cola,late_stage_activation,4.25,4.4384,0.1884,4.3059,4.5709,SCM-style deterministic intervention baseline
1986_386_Canada,Canada,Hisense,player_injury_shock,4.246,3.9828,-0.2632,3.8258,4.1398,SCM-style deterministic intervention baseline
1986_386_Canada,Canada,Hisense,media_surge,4.246,4.474,0.228,4.331,4.617,SCM-style deterministic intervention baseline
1986_386_Canada,Canada,Hisense,budget_cut,4.246,4.1056,-0.1404,3.9836,4.2276,SCM-style deterministic intervention baseline
1986_386_Canada,Canada,Hisense,budget_reallocation,4.246,4.3588,0.1128,4.2473,4.4703,SCM-style deterministic intervention baseline
1986_386_Canada,Canada,Hisense,late_stage_activation,4.246,4.4344,0.1884,4.3019,4.5669,SCM-style deterministic intervention baseline
1986_386_Russia,Russia,Hyundai,player_injury_shock,4.246,3.9828,-0.2632,3.8258,4.1398,SCM-style deterministic intervention baseline
1986_386_Russia,Russia,Hyundai,media_surge,4.246,4.474,0.228,4.331,4.617,SCM-style deterministic intervention baseline
1986_386_Russia,Russia,Hyundai,budget_cut,4.246,4.1056,-0.1404,3.9836,4.2276,SCM-style deterministic intervention baseline
1986_386_Russia,Russia,Hyundai,budget_reallocation,4.246,4.3588,0.1128,4.2473,4.4703,SCM-style deterministic intervention baseline
1986_386_Russia,Russia,Hyundai,late_stage_activation,4.246,4.4344,0.1884,4.3019,4.5669,SCM-style deterministic intervention baseline
2006_645_Costa_Rica,Costa Rica,Visa,player_injury_shock,4.242,3.9788,-0.2632,3.8218,4.1358,SCM-style deterministic intervention baseline
2006_645_Costa_Rica,Costa Rica,Visa,media_surge,4.242,4.47,0.228,4.327,4.613,SCM-style deterministic intervention baseline
2006_645_Costa_Rica,Costa Rica,Visa,budget_cut,4.242,4.1016,-0.1404,3.9796,4.2236,SCM-style deterministic intervention baseline
2006_645_Costa_Rica,Costa Rica,Visa,budget_reallocation,4.242,4.3548,0.1128,4.2433,4.4663,SCM-style deterministic intervention baseline
2006_645_Costa_Rica,Costa Rica,Visa,late_stage_activation,4.242,4.4304,0.1884,4.2979,4.5629,SCM-style deterministic intervention baseline
2006_645_Germany,Germany,Coca-Cola,player_injury_shock,4.242,3.9788,-0.2632,3.8218,4.1358,SCM-style deterministic intervention baseline
2006_645_Germany,Germany,Coca-Cola,media_surge,4.242,4.47,0.228,4.327,4.613,SCM-style deterministic intervention baseline
2006_645_Germany,Germany,Coca-Cola,budget_cut,4.242,4.1016,-0.1404,3.9796,4.2236,SCM-style deterministic intervention baseline
2006_645_Germany,Germany,Coca-Cola,budget_reallocation,4.242,4.3548,0.1128,4.2433,4.4663,SCM-style deterministic intervention baseline
2006_645_Germany,Germany,Coca-Cola,late_stage_activation,4.242,4.4304,0.1884,4.2979,4.5629,SCM-style deterministic intervention baseline
2010_711_Argentina,Argentina,Hyundai,player_injury_shock,4.232,3.9688,-0.2632,3.8118,4.1258,SCM-style deterministic intervention baseline
2010_711_Argentina,Argentina,Hyundai,media_surge,4.232,4.46,0.228,4.317,4.603,SCM-style deterministic intervention baseline
2010_711_Argentina,Argentina,Hyundai,budget_cut,4.232,4.0916,-0.1404,3.9696,4.2136,SCM-style deterministic intervention baseline
2010_711_Argentina,Argentina,Hyundai,budget_reallocation,4.232,4.3448,0.1128,4.2333,4.4563,SCM-style deterministic intervention baseline
2010_711_Argentina,Argentina,Hyundai,late_stage_activation,4.232,4.4204,0.1884,4.2879,4.5529,SCM-style deterministic intervention baseline
2010_711_Nigeria,Nigeria,Coca-Cola,player_injury_shock,4.232,3.9688,-0.2632,3.8118,4.1258,SCM-style deterministic intervention baseline
2010_711_Nigeria,Nigeria,Coca-Cola,media_surge,4.232,4.46,0.228,4.317,4.603,SCM-style deterministic intervention baseline
2010_711_Nigeria,Nigeria,Coca-Cola,budget_cut,4.232,4.0916,-0.1404,3.9696,4.2136,SCM-style deterministic intervention baseline
2010_711_Nigeria,Nigeria,Coca-Cola,budget_reallocation,4.232,4.3448,0.1128,4.2333,4.4563,SCM-style deterministic intervention baseline
2010_711_Nigeria,Nigeria,Coca-Cola,late_stage_activation,4.232,4.4204,0.1884,4.2879,4.5529,SCM-style deterministic intervention baseline
2006_647_Ivory_Coast,Ivory Coast,Budweiser,player_injury_shock,4.226,3.9628,-0.2632,3.8058,4.1198,SCM-style deterministic intervention baseline
2006_647_Ivory_Coast,Ivory Coast,Budweiser,media_surge,4.226,4.454,0.228,4.311,4.597,SCM-style deterministic intervention baseline
2006_647_Ivory_Coast,Ivory Coast,Budweiser,budget_cut,4.226,4.0856,-0.1404,3.9636,4.2076,SCM-style deterministic intervention baseline
2006_647_Ivory_Coast,Ivory Coast,Budweiser,budget_reallocation,4.226,4.3388,0.1128,4.2273,4.4503,SCM-style deterministic intervention baseline
2006_647_Ivory_Coast,Ivory Coast,Budweiser,late_stage_activation,4.226,4.4144,0.1884,4.2819,4.5469,SCM-style deterministic intervention baseline
2006_647_Argentina,Argentina,Hyundai,player_injury_shock,4.226,3.9628,-0.2632,3.8058,4.1198,SCM-style deterministic intervention baseline
2006_647_Argentina,Argentina,Hyundai,media_surge,4.226,4.454,0.228,4.311,4.597,SCM-style deterministic intervention baseline
2006_647_Argentina,Argentina,Hyundai,budget_cut,4.226,4.0856,-0.1404,3.9636,4.2076,SCM-style deterministic intervention baseline
2006_647_Argentina,Argentina,Hyundai,budget_reallocation,4.226,4.3388,0.1128,4.2273,4.4503,SCM-style deterministic intervention baseline
2006_647_Argentina,Argentina,Hyundai,late_stage_activation,4.226,4.4144,0.1884,4.2819,4.5469,SCM-style deterministic intervention baseline
1974_253_Haiti,Haiti,Coca-Cola,player_injury_shock,4.225,3.9618,-0.2632,3.8048,4.1188,SCM-style deterministic intervention baseline
1974_253_Haiti,Haiti,Coca-Cola,media_surge,4.225,4.453,0.228,4.31,4.596,SCM-style deterministic intervention baseline
1974_253_Haiti,Haiti,Coca-Cola,budget_cut,4.225,4.0846,-0.1404,3.9626,4.2066,SCM-style deterministic intervention baseline
1974_253_Haiti,Haiti,Coca-Cola,budget_reallocation,4.225,4.3378,0.1128,4.2263,4.4493,SCM-style deterministic intervention baseline
1974_253_Haiti,Haiti,Coca-Cola,late_stage_activation,4.225,4.4134,0.1884,4.2809,4.5459,SCM-style deterministic intervention baseline
1974_253_Argentina,Argentina,Hyundai,player_injury_shock,4.225,3.9618,-0.2632,3.8048,4.1188,SCM-style deterministic intervention baseline
1974_253_Argentina,Argentina,Hyundai,media_surge,4.225,4.453,0.228,4.31,4.596,SCM-style deterministic intervention baseline
1974_253_Argentina,Argentina,Hyundai,budget_cut,4.225,4.0846,-0.1404,3.9626,4.2066,SCM-style deterministic intervention baseline
1974_253_Argentina,Argentina,Hyundai,budget_reallocation,4.225,4.3378,0.1128,4.2263,4.4493,SCM-style deterministic intervention baseline
1974_253_Argentina,Argentina,Hyundai,late_stage_activation,4.225,4.4134,0.1884,4.2809,4.5459,SCM-style deterministic intervention baseline
2006_693_Argentina,Argentina,Hyundai,player_injury_shock,4.221,3.9578,-0.2632,3.8008,4.1148,SCM-style deterministic intervention baseline
2006_693_Argentina,Argentina,Hyundai,media_surge,4.221,4.449,0.228,4.306,4.592,SCM-style deterministic intervention baseline
2006_693_Argentina,Argentina,Hyundai,budget_cut,4.221,4.0806,-0.1404,3.9586,4.2026,SCM-style deterministic intervention baseline
2006_693_Argentina,Argentina,Hyundai,budget_reallocation,4.221,4.3338,0.1128,4.2223,4.4453,SCM-style deterministic intervention baseline
2006_693_Argentina,Argentina,Hyundai,late_stage_activation,4.221,4.4094,0.1884,4.2769,4.5419,SCM-style deterministic intervention baseline
2006_693_Mexico,Mexico,Hyundai,player_injury_shock,4.221,3.9578,-0.2632,3.8008,4.1148,SCM-style deterministic intervention baseline
2006_693_Mexico,Mexico,Hyundai,media_surge,4.221,4.449,0.228,4.306,4.592,SCM-style deterministic intervention baseline
2006_693_Mexico,Mexico,Hyundai,budget_cut,4.221,4.0806,-0.1404,3.9586,4.2026,SCM-style deterministic intervention baseline
2006_693_Mexico,Mexico,Hyundai,budget_reallocation,4.221,4.3338,0.1128,4.2223,4.4453,SCM-style deterministic intervention baseline
2006_693_Mexico,Mexico,Hyundai,late_stage_activation,4.221,4.4094,0.1884,4.2769,4.5419,SCM-style deterministic intervention baseline
2018_846_Germany,Germany,Coca-Cola,player_injury_shock,4.218,3.9548,-0.2632,3.7978,4.1118,SCM-style deterministic intervention baseline
2018_846_Germany,Germany,Coca-Cola,media_surge,4.218,4.446,0.228,4.303,4.589,SCM-style deterministic intervention baseline
2018_846_Germany,Germany,Coca-Cola,budget_cut,4.218,4.0776,-0.1404,3.9556,4.1996,SCM-style deterministic intervention baseline
2018_846_Germany,Germany,Coca-Cola,budget_reallocation,4.218,4.3308,0.1128,4.2193,4.4423,SCM-style deterministic intervention baseline
2018_846_Germany,Germany,Coca-Cola,late_stage_activation,4.218,4.4064,0.1884,4.2739,4.5389,SCM-style deterministic intervention baseline
2018_859_Argentina,Argentina,Hyundai,player_injury_shock,4.218,3.9548,-0.2632,3.7978,4.1118,SCM-style deterministic intervention baseline
2018_859_Argentina,Argentina,Hyundai,media_surge,4.218,4.446,0.228,4.303,4.589,SCM-style deterministic intervention baseline
2018_859_Argentina,Argentina,Hyundai,budget_cut,4.218,4.0776,-0.1404,3.9556,4.1996,SCM-style deterministic intervention baseline
2018_859_Argentina,Argentina,Hyundai,budget_reallocation,4.218,4.3308,0.1128,4.2193,4.4423,SCM-style deterministic intervention baseline
2018_859_Argentina,Argentina,Hyundai,late_stage_activation,4.218,4.4064,0.1884,4.2739,4.5389,SCM-style deterministic intervention baseline
2002_596_Russia,Russia,Hyundai,player_injury_shock,4.218,3.9548,-0.2632,3.7978,4.1118,SCM-style deterministic intervention baseline
2002_596_Russia,Russia,Hyundai,media_surge,4.218,4.446,0.228,4.303,4.589,SCM-style deterministic intervention baseline
2002_596_Russia,Russia,Hyundai,budget_cut,4.218,4.0776,-0.1404,3.9556,4.1996,SCM-style deterministic intervention baseline
2002_596_Russia,Russia,Hyundai,budget_reallocation,4.218,4.3308,0.1128,4.2193,4.4423,SCM-style deterministic intervention baseline
2002_596_Russia,Russia,Hyundai,late_stage_activation,4.218,4.4064,0.1884,4.2739,4.5389,SCM-style deterministic intervention baseline
2002_596_Tunisia,Tunisia,Hyundai,player_injury_shock,4.218,3.9548,-0.2632,3.7978,4.1118,SCM-style deterministic intervention baseline
2002_596_Tunisia,Tunisia,Hyundai,media_surge,4.218,4.446,0.228,4.303,4.589,SCM-style deterministic intervention baseline
2002_596_Tunisia,Tunisia,Hyundai,budget_cut,4.218,4.0776,-0.1404,3.9556,4.1996,SCM-style deterministic intervention baseline
2002_596_Tunisia,Tunisia,Hyundai,budget_reallocation,4.218,4.3308,0.1128,4.2193,4.4423,SCM-style deterministic intervention baseline
2002_596_Tunisia,Tunisia,Hyundai,late_stage_activation,4.218,4.4064,0.1884,4.2739,4.5389,SCM-style deterministic intervention baseline
2018_859_Croatia,Croatia,Hisense,player_injury_shock,4.218,3.9548,-0.2632,3.7978,4.1118,SCM-style deterministic intervention baseline
2018_859_Croatia,Croatia,Hisense,media_surge,4.218,4.446,0.228,4.303,4.589,SCM-style deterministic intervention baseline
2018_859_Croatia,Croatia,Hisense,budget_cut,4.218,4.0776,-0.1404,3.9556,4.1996,SCM-style deterministic intervention baseline
2018_859_Croatia,Croatia,Hisense,budget_reallocation,4.218,4.3308,0.1128,4.2193,4.4423,SCM-style deterministic intervention baseline
2018_859_Croatia,Croatia,Hisense,late_stage_activation,4.218,4.4064,0.1884,4.2739,4.5389,SCM-style deterministic intervention baseline
2018_846_Mexico,Mexico,Hyundai,player_injury_shock,4.218,3.9548,-0.2632,3.7978,4.1118,SCM-style deterministic intervention baseline
2018_846_Mexico,Mexico,Hyundai,media_surge,4.218,4.446,0.228,4.303,4.589,SCM-style deterministic intervention baseline
2018_846_Mexico,Mexico,Hyundai,budget_cut,4.218,4.0776,-0.1404,3.9556,4.1996,SCM-style deterministic intervention baseline
2018_846_Mexico,Mexico,Hyundai,budget_reallocation,4.218,4.3308,0.1128,4.2193,4.4423,SCM-style deterministic intervention baseline
2018_846_Mexico,Mexico,Hyundai,late_stage_activation,4.218,4.4064,0.1884,4.2739,4.5389,SCM-style deterministic intervention baseline
2022_954_Brazil,Brazil,Adidas,player_injury_shock,4.215,3.9518,-0.2632,3.7948,4.1088,SCM-style deterministic intervention baseline
2022_954_Brazil,Brazil,Adidas,media_surge,4.215,4.443,0.228,4.3,4.586,SCM-style deterministic intervention baseline
2022_954_Brazil,Brazil,Adidas,budget_cut,4.215,4.0746,-0.1404,3.9526,4.1966,SCM-style deterministic intervention baseline
2022_954_Brazil,Brazil,Adidas,budget_reallocation,4.215,4.3278,0.1128,4.2163,4.4393,SCM-style deterministic intervention baseline
2022_954_Brazil,Brazil,Adidas,late_stage_activation,4.215,4.4034,0.1884,4.2709,4.5359,SCM-style deterministic intervention baseline
2022_954_South_Korea,South Korea,McDonald's,player_injury_shock,4.215,3.9518,-0.2632,3.7948,4.1088,SCM-style deterministic intervention baseline
2022_954_South_Korea,South Korea,McDonald's,media_surge,4.215,4.443,0.228,4.3,4.586,SCM-style deterministic intervention baseline
2022_954_South_Korea,South Korea,McDonald's,budget_cut,4.215,4.0746,-0.1404,3.9526,4.1966,SCM-style deterministic intervention baseline
2022_954_South_Korea,South Korea,McDonald's,budget_reallocation,4.215,4.3278,0.1128,4.2163,4.4393,SCM-style deterministic intervention baseline
2022_954_South_Korea,South Korea,McDonald's,late_stage_activation,4.215,4.4034,0.1884,4.2709,4.5359,SCM-style deterministic intervention baseline
1998_545_Serbia,Serbia,Vivo,player_injury_shock,4.211,3.9478,-0.2632,3.7908,4.1048,SCM-style deterministic intervention baseline
1998_545_Serbia,Serbia,Vivo,media_surge,4.211,4.439,0.228,4.296,4.582,SCM-style deterministic intervention baseline
1998_545_Serbia,Serbia,Vivo,budget_cut,4.211,4.0706,-0.1404,3.9486,4.1926,SCM-style deterministic intervention baseline
1998_545_Serbia,Serbia,Vivo,budget_reallocation,4.211,4.3238,0.1128,4.2123,4.4353,SCM-style deterministic intervention baseline
1998_545_Serbia,Serbia,Vivo,late_stage_activation,4.211,4.3994,0.1884,4.2669,4.5319,SCM-style deterministic intervention baseline
1998_545_Germany,Germany,Coca-Cola,player_injury_shock,4.211,3.9478,-0.2632,3.7908,4.1048,SCM-style deterministic intervention baseline
1998_545_Germany,Germany,Coca-Cola,media_surge,4.211,4.439,0.228,4.296,4.582,SCM-style deterministic intervention baseline
1998_545_Germany,Germany,Coca-Cola,budget_cut,4.211,4.0706,-0.1404,3.9486,4.1926,SCM-style deterministic intervention baseline
1998_545_Germany,Germany,Coca-Cola,budget_reallocation,4.211,4.3238,0.1128,4.2123,4.4353,SCM-style deterministic intervention baseline
1998_545_Germany,Germany,Coca-Cola,late_stage_activation,4.211,4.3994,0.1884,4.2669,4.5319,SCM-style deterministic intervention baseline
2014_799_Argentina,Argentina,Hyundai,player_injury_shock,4.207,3.9438,-0.2632,3.7868,4.1008,SCM-style deterministic intervention baseline
2014_799_Argentina,Argentina,Hyundai,media_surge,4.207,4.435,0.228,4.292,4.578,SCM-style deterministic intervention baseline
2014_799_Argentina,Argentina,Hyundai,budget_cut,4.207,4.0666,-0.1404,3.9446,4.1886,SCM-style deterministic intervention baseline
2014_799_Argentina,Argentina,Hyundai,budget_reallocation,4.207,4.3198,0.1128,4.2083,4.4313,SCM-style deterministic intervention baseline
2014_799_Argentina,Argentina,Hyundai,late_stage_activation,4.207,4.3954,0.1884,4.2629,4.5279,SCM-style deterministic intervention baseline
2014_806_Brazil,Brazil,Adidas,player_injury_shock,4.207,3.9438,-0.2632,3.7868,4.1008,SCM-style deterministic intervention baseline
2014_806_Brazil,Brazil,Adidas,media_surge,4.207,4.435,0.228,4.292,4.578,SCM-style deterministic intervention baseline
2014_806_Brazil,Brazil,Adidas,budget_cut,4.207,4.0666,-0.1404,3.9446,4.1886,SCM-style deterministic intervention baseline
2014_806_Brazil,Brazil,Adidas,budget_reallocation,4.207,4.3198,0.1128,4.2083,4.4313,SCM-style deterministic intervention baseline
2014_806_Brazil,Brazil,Adidas,late_stage_activation,4.207,4.3954,0.1884,4.2629,4.5279,SCM-style deterministic intervention baseline
2014_799_Iran,Iran,Visa,player_injury_shock,4.207,3.9438,-0.2632,3.7868,4.1008,SCM-style deterministic intervention baseline
2014_799_Iran,Iran,Visa,media_surge,4.207,4.435,0.228,4.292,4.578,SCM-style deterministic intervention baseline
2014_799_Iran,Iran,Visa,budget_cut,4.207,4.0666,-0.1404,3.9446,4.1886,SCM-style deterministic intervention baseline
2014_799_Iran,Iran,Visa,budget_reallocation,4.207,4.3198,0.1128,4.2083,4.4313,SCM-style deterministic intervention baseline
2014_799_Iran,Iran,Visa,late_stage_activation,4.207,4.3954,0.1884,4.2629,4.5279,SCM-style deterministic intervention baseline
2014_806_Cameroon,Cameroon,Coca-Cola,player_injury_shock,4.207,3.9438,-0.2632,3.7868,4.1008,SCM-style deterministic intervention baseline
2014_806_Cameroon,Cameroon,Coca-Cola,media_surge,4.207,4.435,0.228,4.292,4.578,SCM-style deterministic intervention baseline
2014_806_Cameroon,Cameroon,Coca-Cola,budget_cut,4.207,4.0666,-0.1404,3.9446,4.1886,SCM-style deterministic intervention baseline
2014_806_Cameroon,Cameroon,Coca-Cola,budget_reallocation,4.207,4.3198,0.1128,4.2083,4.4313,SCM-style deterministic intervention baseline
2014_806_Cameroon,Cameroon,Coca-Cola,late_stage_activation,4.207,4.3954,0.1884,4.2629,4.5279,SCM-style deterministic intervention baseline
1990_430_Germany,Germany,Coca-Cola,player_injury_shock,4.192,3.9288,-0.2632,3.7718,4.0858,SCM-style deterministic intervention baseline
1990_430_Germany,Germany,Coca-Cola,media_surge,4.192,4.42,0.228,4.277,4.563,SCM-style deterministic intervention baseline
1990_430_Germany,Germany,Coca-Cola,budget_cut,4.192,4.0516,-0.1404,3.9296,4.1736,SCM-style deterministic intervention baseline
1990_430_Germany,Germany,Coca-Cola,budget_reallocation,4.192,4.3048,0.1128,4.1933,4.4163,SCM-style deterministic intervention baseline
1990_430_Germany,Germany,Coca-Cola,late_stage_activation,4.192,4.3804,0.1884,4.2479,4.5129,SCM-style deterministic intervention baseline
1982_328_Germany,Germany,Coca-Cola,player_injury_shock,4.192,3.9288,-0.2632,3.7718,4.0858,SCM-style deterministic intervention baseline
1982_328_Germany,Germany,Coca-Cola,media_surge,4.192,4.42,0.228,4.277,4.563,SCM-style deterministic intervention baseline
1982_328_Germany,Germany,Coca-Cola,budget_cut,4.192,4.0516,-0.1404,3.9296,4.1736,SCM-style deterministic intervention baseline
1982_328_Germany,Germany,Coca-Cola,budget_reallocation,4.192,4.3048,0.1128,4.1933,4.4163,SCM-style deterministic intervention baseline
1982_328_Germany,Germany,Coca-Cola,late_stage_activation,4.192,4.3804,0.1884,4.2479,4.5129,SCM-style deterministic intervention baseline
1982_328_Chile,Chile,Hisense,player_injury_shock,4.192,3.9288,-0.2632,3.7718,4.0858,SCM-style deterministic intervention baseline
1982_328_Chile,Chile,Hisense,media_surge,4.192,4.42,0.228,4.277,4.563,SCM-style deterministic intervention baseline
1982_328_Chile,Chile,Hisense,budget_cut,4.192,4.0516,-0.1404,3.9296,4.1736,SCM-style deterministic intervention baseline
1982_328_Chile,Chile,Hisense,budget_reallocation,4.192,4.3048,0.1128,4.1933,4.4163,SCM-style deterministic intervention baseline
1982_328_Chile,Chile,Hisense,late_stage_activation,4.192,4.3804,0.1884,4.2479,4.5129,SCM-style deterministic intervention baseline
1990_430_United_Arab_Emirates,United Arab Emirates,Adidas,player_injury_shock,4.192,3.9288,-0.2632,3.7718,4.0858,SCM-style deterministic intervention baseline
1990_430_United_Arab_Emirates,United Arab Emirates,Adidas,media_surge,4.192,4.42,0.228,4.277,4.563,SCM-style deterministic intervention baseline
1990_430_United_Arab_Emirates,United Arab Emirates,Adidas,budget_cut,4.192,4.0516,-0.1404,3.9296,4.1736,SCM-style deterministic intervention baseline
1990_430_United_Arab_Emirates,United Arab Emirates,Adidas,budget_reallocation,4.192,4.3048,0.1128,4.1933,4.4163,SCM-style deterministic intervention baseline
1990_430_United_Arab_Emirates,United Arab Emirates,Adidas,late_stage_activation,4.192,4.3804,0.1884,4.2479,4.5129,SCM-style deterministic intervention baseline
