panel_id,team,sponsor,fan_score_module
1954_569_Mexico,Mexico,Emirates,0.3021
1966_570_Uruguay,Uruguay,Pepsi,0.1963
1934_571_Italy,Italy,Qatar Airways,0.4206
2022_572_Croatia,Croatia,Qatar Airways,0.293
2014_573_South_Korea,South Korea,Nike,0.3771
1950_574_Australia,Australia,Nike,0.5023
2006_575_Italy,Italy,Qatar Airways,0.2807
2022_576_USA,USA,Samsung,0.2727
2002_577_Australia,Australia,Nike,0.3198
1962_578_Canada,Canada,Pepsi,0.2735
2002_579_Germany,Germany,Pepsi,0.2883
1978_580_Japan,Japan,Samsung,0.352
1930_581_Brazil,Brazil,Nike,0.369
1930_582_Argentina,Argentina,Nike,0.2118
1990_583_Japan,Japan,Samsung,0.4757
1942_584_Italy,Italy,Qatar Airways,0.2183
1982_585_Canada,Canada,Pepsi,0.2011
1962_586_Belgium,Belgium,Mastercard,0.2306
1958_587_South_Korea,South Korea,Nike,0.3268
1950_588_Ghana,Ghana,Visa,0.2044
1990_589_Netherlands,Netherlands,Puma,0.324
2014_590_Mexico,Mexico,Emirates,0.3178
1950_591_Germany,Germany,Pepsi,0.2256
2018_592_Saudi_Arabia,Saudi Arabia,Nike,0.6801
1998_593_Ghana,Ghana,Visa,0.251
1954_594_Mexico,Mexico,Emirates,0.3209
1930_595_Spain,Spain,Pepsi,0.3421
1962_596_Croatia,Croatia,Qatar Airways,0.3066
1942_597_Argentina,Argentina,Nike,0.3815
1934_598_Italy,Italy,Qatar Airways,0.1497
1994_599_Netherlands,Netherlands,Puma,0.4561
1930_600_Qatar,Qatar,Nike,0.1745
1994_601_Portugal,Portugal,Coca-Cola,0.394
1974_602_Canada,Canada,Pepsi,0.2143
1930_603_USA,USA,Samsung,0.1993
1990_604_Japan,Japan,Samsung,0.5491
1998_605_Saudi_Arabia,Saudi Arabia,Nike,0.6581
1958_606_Argentina,Argentina,Nike,0.1454
1930_607_Qatar,Qatar,Nike,0.1614
1934_608_Nigeria,Nigeria,Visa,0.324
1970_609_Morocco,Morocco,Emirates,0.3402
1962_610_Nigeria,Nigeria,Visa,0.3038
1938_611_Italy,Italy,Qatar Airways,0.2923
2022_612_Spain,Spain,Pepsi,0.2899
1970_613_Japan,Japan,Samsung,0.5717
1978_614_Qatar,Qatar,Nike,0.2748
1934_615_Brazil,Brazil,Nike,0.26
1934_616_Mexico,Mexico,Emirates,0.3339
1998_617_Portugal,Portugal,Coca-Cola,0.2685
2006_618_Qatar,Qatar,Nike,0.1903
1978_619_Croatia,Croatia,Qatar Airways,0.3206
2010_620_Argentina,Argentina,Nike,0.2753
1954_621_Uruguay,Uruguay,Pepsi,0.2697
2018_622_Belgium,Belgium,Mastercard,0.1622
1946_623_Portugal,Portugal,Coca-Cola,0.2554
2010_624_Saudi_Arabia,Saudi Arabia,Nike,0.6749
1994_625_France,France,Emirates,0.3646
2006_626_USA,USA,Samsung,0.148
1986_627_Spain,Spain,Pepsi,0.2211
1954_628_England,England,Emirates,0.5139
2018_629_Belgium,Belgium,Mastercard,0.2952
1998_630_Saudi_Arabia,Saudi Arabia,Nike,0.7665
2010_631_Senegal,Senegal,Pepsi,0.4215
1938_632_Netherlands,Netherlands,Puma,0.2346
1994_633_Canada,Canada,Pepsi,0.2194
1978_634_Uruguay,Uruguay,Pepsi,0.2146
2002_635_Qatar,Qatar,Nike,0.1758
1954_636_Nigeria,Nigeria,Visa,0.4369
2002_637_Brazil,Brazil,Nike,0.412
2014_638_Portugal,Portugal,Coca-Cola,0.2569
1958_639_Morocco,Morocco,Emirates,0.258
1966_640_England,England,Emirates,0.416
1970_641_Canada,Canada,Pepsi,0.2327
1938_642_Uruguay,Uruguay,Pepsi,0.2115
1966_643_Mexico,Mexico,Emirates,0.2714
1946_644_Netherlands,Netherlands,Puma,0.3341
1958_645_Qatar,Qatar,Nike,0.2255
1950_646_USA,USA,Samsung,0.2211
2014_647_Croatia,Croatia,Qatar Airways,0.3062
1942_648_England,England,Emirates,0.5462
2022_649_Uruguay,Uruguay,Pepsi,0.4894
1990_650_Ghana,Ghana,Visa,0.4663
1970_651_Brazil,Brazil,Nike,0.3401
1974_652_Ghana,Ghana,Visa,0.3006
1950_653_Saudi_Arabia,Saudi Arabia,Nike,0.6214
2002_654_Morocco,Morocco,Emirates,0.3288
1970_655_Netherlands,Netherlands,Puma,0.2692
2014_656_France,France,Emirates,0.1631
1994_657_Croatia,Croatia,Qatar Airways,0.3747
1994_658_South_Korea,South Korea,Nike,0.248
1950_659_Mexico,Mexico,Emirates,0.2424
2010_660_Australia,Australia,Nike,0.3121
2022_661_Nigeria,Nigeria,Visa,0.3348
1998_662_Saudi_Arabia,Saudi Arabia,Nike,0.6811
1942_663_Germany,Germany,Pepsi,0.3302
1982_664_Ghana,Ghana,Visa,0.2002
1930_665_Mexico,Mexico,Emirates,0.3273
2002_666_Saudi_Arabia,Saudi Arabia,Nike,0.8195
1998_667_Canada,Canada,Pepsi,0.159
1982_668_South_Korea,South Korea,Nike,0.4523
1934_669_Qatar,Qatar,Nike,0.1696
1990_670_Uruguay,Uruguay,Pepsi,0.2723
2002_671_Senegal,Senegal,Pepsi,0.3522
1938_672_Senegal,Senegal,Pepsi,0.3945
1962_673_Qatar,Qatar,Nike,0.2316
1998_674_Spain,Spain,Pepsi,0.3028
2014_675_Australia,Australia,Nike,0.3423
1950_676_Morocco,Morocco,Emirates,0.2803
1958_677_Senegal,Senegal,Pepsi,0.4995
2010_678_Qatar,Qatar,Nike,0.2421
1994_679_South_Korea,South Korea,Nike,0.2519
1950_680_Portugal,Portugal,Coca-Cola,0.3567
1950_681_Argentina,Argentina,Nike,0.225
1930_682_Italy,Italy,Qatar Airways,0.244
1958_683_Canada,Canada,Pepsi,0.2769
1934_684_Italy,Italy,Qatar Airways,0.2956
1934_685_Portugal,Portugal,Coca-Cola,0.2883
1938_686_Uruguay,Uruguay,Pepsi,0.385
2018_687_Argentina,Argentina,Nike,0.2729
1954_688_Mexico,Mexico,Emirates,0.4854
1998_689_Italy,Italy,Qatar Airways,0.2534
1930_690_South_Korea,South Korea,Nike,0.2859
1978_691_Italy,Italy,Qatar Airways,0.1738
1962_692_South_Korea,South Korea,Nike,0.1705
2018_693_Belgium,Belgium,Mastercard,0.2328
1954_694_Argentina,Argentina,Nike,0.2192
2022_695_Japan,Japan,Samsung,0.468
2010_696_Ghana,Ghana,Visa,0.2285
1994_697_Australia,Australia,Nike,0.3452
1990_698_Morocco,Morocco,Emirates,0.2865
1974_699_Brazil,Brazil,Nike,0.3092
2022_700_Uruguay,Uruguay,Pepsi,0.369
1942_701_South_Korea,South Korea,Nike,0.2861
1974_702_South_Korea,South Korea,Nike,0.2806
1994_703_Spain,Spain,Pepsi,0.1986
2002_704_USA,USA,Samsung,0.2306
1974_705_Morocco,Morocco,Emirates,0.2937
1938_706_Croatia,Croatia,Qatar Airways,0.273
1994_707_Italy,Italy,Qatar Airways,0.3709
1934_708_Portugal,Portugal,Coca-Cola,0.2871
1994_709_South_Korea,South Korea,Nike,0.3093
1974_710_Senegal,Senegal,Pepsi,0.4266
1938_711_Japan,Japan,Samsung,0.3554
1930_712_England,England,Emirates,0.5226
2006_713_Australia,Australia,Nike,0.1986
2018_714_Nigeria,Nigeria,Visa,0.3724
1962_715_USA,USA,Samsung,0.2424
2002_716_Morocco,Morocco,Emirates,0.3047
2010_717_Senegal,Senegal,Pepsi,0.5326
1930_718_USA,USA,Samsung,0.2188
1958_719_Australia,Australia,Nike,0.2856
2010_720_Italy,Italy,Qatar Airways,0.3332
1958_1_Morocco,Morocco,Emirates,0.3309
2018_2_USA,USA,Samsung,0.1979
1942_3_Uruguay,Uruguay,Pepsi,0.3817
1978_4_Ghana,Ghana,Visa,0.2811
2002_5_Australia,Australia,Nike,0.3104
1990_6_Croatia,Croatia,Qatar Airways,0.4221
1930_7_Belgium,Belgium,Mastercard,0.3266
1966_8_Argentina,Argentina,Nike,0.2613
1930_9_Canada,Canada,Pepsi,0.1684
1942_10_Brazil,Brazil,Nike,0.2579
1938_11_Japan,Japan,Samsung,0.4279
1934_12_England,England,Emirates,0.5758
1986_13_Canada,Canada,Pepsi,0.2725
1982_14_Australia,Australia,Nike,0.3127
1970_15_Croatia,Croatia,Qatar Airways,0.2895
1942_16_England,England,Emirates,0.4525
1942_17_Saudi_Arabia,Saudi Arabia,Nike,0.605
1990_18_Ghana,Ghana,Visa,0.2896
1970_19_Ghana,Ghana,Visa,0.2071
1978_20_Netherlands,Netherlands,Puma,0.2498
1998_21_Nigeria,Nigeria,Visa,0.3826
1974_22_Belgium,Belgium,Mastercard,0.2141
2002_23_Canada,Canada,Pepsi,0.218
2002_24_USA,USA,Samsung,0.2754
2022_25_Japan,Japan,Samsung,0.4827
2018_26_Netherlands,Netherlands,Puma,0.4227
1958_27_Italy,Italy,Qatar Airways,0.3673
1950_28_Morocco,Morocco,Emirates,0.265
1990_29_Brazil,Brazil,Nike,0.3226
1950_30_Netherlands,Netherlands,Puma,0.3177
1946_31_Croatia,Croatia,Qatar Airways,0.3039
1946_32_England,England,Emirates,0.4476
2010_33_Nigeria,Nigeria,Visa,0.4644
1970_34_USA,USA,Samsung,0.23
2022_35_France,France,Emirates,0.2976
1946_36_Qatar,Qatar,Nike,0.3423
1962_37_Morocco,Morocco,Emirates,0.2848
2002_38_Germany,Germany,Pepsi,0.3176
2010_39_Australia,Australia,Nike,0.3538
1966_40_Spain,Spain,Pepsi,0.2344
1970_41_Saudi_Arabia,Saudi Arabia,Nike,0.6084
1942_42_Qatar,Qatar,Nike,0.2169
2006_43_Saudi_Arabia,Saudi Arabia,Nike,0.7597
2006_44_Croatia,Croatia,Qatar Airways,0.3849
2022_45_Netherlands,Netherlands,Puma,0.2138
2022_46_Spain,Spain,Pepsi,0.3276
1934_47_Uruguay,Uruguay,Pepsi,0.3568
1934_48_Portugal,Portugal,Coca-Cola,0.3375
1982_49_Uruguay,Uruguay,Pepsi,0.2051
2014_50_England,England,Emirates,0.466
1938_51_Ghana,Ghana,Visa,0.1968
1946_52_England,England,Emirates,0.6138
1974_53_Qatar,Qatar,Nike,0.2582
1998_54_Brazil,Brazil,Nike,0.2998
1946_55_Morocco,Morocco,Emirates,0.3589
2022_56_England,England,Emirates,0.5262
1998_57_Spain,Spain,Pepsi,0.3426
1982_58_Brazil,Brazil,Nike,0.3795
1990_59_Japan,Japan,Samsung,0.4701
1946_60_Spain,Spain,Pepsi,0.2758
1930_61_Italy,Italy,Qatar Airways,0.4095
1986_62_Qatar,Qatar,Nike,0.3827
2002_63_Japan,Japan,Samsung,0.3881
1978_64_Japan,Japan,Samsung,0.2957
1954_65_Spain,Spain,Pepsi,0.2964
1950_66_Netherlands,Netherlands,Puma,0.1815
1954_67_England,England,Emirates,0.3881
1994_68_Portugal,Portugal,Coca-Cola,0.3165
2006_69_Mexico,Mexico,Emirates,0.3385
1998_70_Spain,Spain,Pepsi,0.2942
1970_71_Senegal,Senegal,Pepsi,0.3787
1998_72_England,England,Emirates,0.446
1930_73_Croatia,Croatia,Qatar Airways,0.2718
2014_74_Argentina,Argentina,Nike,0.2322
1970_75_Nigeria,Nigeria,Visa,0.4579
2022_76_France,France,Emirates,0.3022
1938_77_England,England,Emirates,0.4508
1942_78_Croatia,Croatia,Qatar Airways,0.381
1938_79_Germany,Germany,Pepsi,0.29
1958_80_Morocco,Morocco,Emirates,0.2431
1962_81_Belgium,Belgium,Mastercard,0.234
1986_82_Australia,Australia,Nike,0.3578
2018_83_Saudi_Arabia,Saudi Arabia,Nike,0.7054
1966_84_Canada,Canada,Pepsi,0.2088
1966_85_Uruguay,Uruguay,Pepsi,0.3372
2010_86_Ghana,Ghana,Visa,0.2774
1946_87_France,France,Emirates,0.4235
2018_88_Morocco,Morocco,Emirates,0.2387
2018_89_Senegal,Senegal,Pepsi,0.4841
1962_90_Portugal,Portugal,Coca-Cola,0.1913
1970_91_Brazil,Brazil,Nike,0.3051
1998_92_Canada,Canada,Pepsi,0.292
2022_93_Qatar,Qatar,Nike,0.1929
2022_94_France,France,Emirates,0.2553
1942_95_Italy,Italy,Qatar Airways,0.4296
1962_96_Nigeria,Nigeria,Visa,0.3891
1982_97_Ghana,Ghana,Visa,0.2428
1978_98_France,France,Emirates,0.3073
2014_99_Portugal,Portugal,Coca-Cola,0.3331
1970_100_South_Korea,South Korea,Nike,0.2518
2022_101_Canada,Canada,Pepsi,0.1152
1982_102_England,England,Emirates,0.5565
1982_103_Belgium,Belgium,Mastercard,0.2598
2010_104_Senegal,Senegal,Pepsi,0.5211
1978_105_South_Korea,South Korea,Nike,0.3454
2022_106_Spain,Spain,Pepsi,0.1828
1974_107_Canada,Canada,Pepsi,0.1827
1942_108_Portugal,Portugal,Coca-Cola,0.3261
1954_109_Germany,Germany,Pepsi,0.3571
1958_110_Netherlands,Netherlands,Puma,0.2347
1990_111_Italy,Italy,Qatar Airways,0.2742
1954_112_Senegal,Senegal,Pepsi,0.4676
1978_113_Netherlands,Netherlands,Puma,0.405
2022_114_Qatar,Qatar,Nike,0.2303
1994_115_Portugal,Portugal,Coca-Cola,0.3801
1974_116_Belgium,Belgium,Mastercard,0.3703
1994_117_Nigeria,Nigeria,Visa,0.4184
2006_118_Mexico,Mexico,Emirates,0.2367
1954_119_Spain,Spain,Pepsi,0.2867
1934_120_Saudi_Arabia,Saudi Arabia,Nike,0.7006
1934_121_Canada,Canada,Pepsi,0.3248
1962_122_France,France,Emirates,0.3297
2002_123_Nigeria,Nigeria,Visa,0.394
1994_124_Argentina,Argentina,Nike,0.41
2018_125_Uruguay,Uruguay,Pepsi,0.296
1954_126_Australia,Australia,Nike,0.2567
2018_127_France,France,Emirates,0.2906
1974_128_Morocco,Morocco,Emirates,0.2908
2010_129_Netherlands,Netherlands,Puma,0.1919
1958_130_Uruguay,Uruguay,Pepsi,0.3388
1998_131_Senegal,Senegal,Pepsi,0.5265
1986_132_Qatar,Qatar,Nike,0.2913
1930_133_Spain,Spain,Pepsi,0.2807
1986_134_Japan,Japan,Samsung,0.3742
2010_135_Belgium,Belgium,Mastercard,0.2509
1942_136_Portugal,Portugal,Coca-Cola,0.2864
1958_137_Spain,Spain,Pepsi,0.2633
2006_138_USA,USA,Samsung,0.2603
1934_139_France,France,Emirates,0.2857
1966_140_USA,USA,Samsung,0.2314
1954_141_Belgium,Belgium,Mastercard,0.2223
1938_142_England,England,Emirates,0.453
1982_143_Netherlands,Netherlands,Puma,0.474
1966_144_Ghana,Ghana,Visa,0.4422
1962_145_France,France,Emirates,0.2849
1934_146_Australia,Australia,Nike,0.2753
1966_147_Morocco,Morocco,Emirates,0.4231
2002_148_Uruguay,Uruguay,Pepsi,0.2781
1958_149_Croatia,Croatia,Qatar Airways,0.332
1962_150_Italy,Italy,Qatar Airways,0.3736
1930_151_Ghana,Ghana,Visa,0.2267
1990_152_Senegal,Senegal,Pepsi,0.3825
1986_153_South_Korea,South Korea,Nike,0.2466
1930_154_Canada,Canada,Pepsi,0.2712
2018_155_Portugal,Portugal,Coca-Cola,0.2876
2006_156_Netherlands,Netherlands,Puma,0.2303
1982_157_Mexico,Mexico,Emirates,0.4158
1986_158_France,France,Emirates,0.2275
1990_159_Italy,Italy,Qatar Airways,0.3221
1986_160_Belgium,Belgium,Mastercard,0.2013
1962_161_Qatar,Qatar,Nike,0.2767
2002_162_South_Korea,South Korea,Nike,0.387
2014_163_Uruguay,Uruguay,Pepsi,0.3628
2022_164_Brazil,Brazil,Nike,0.3327
2006_165_Senegal,Senegal,Pepsi,0.5434
1950_166_Croatia,Croatia,Qatar Airways,0.2338
1982_167_England,England,Emirates,0.4425
1958_168_England,England,Emirates,0.4342
2002_169_Nigeria,Nigeria,Visa,0.4078
2006_170_Ghana,Ghana,Visa,0.2689
1958_171_England,England,Emirates,0.4469
1970_172_Senegal,Senegal,Pepsi,0.4371
2014_173_Argentina,Argentina,Nike,0.2099
1958_174_Saudi_Arabia,Saudi Arabia,Nike,0.5905
1978_175_Saudi_Arabia,Saudi Arabia,Nike,0.7689
1986_176_Netherlands,Netherlands,Puma,0.3186
1950_177_Nigeria,Nigeria,Visa,0.4097
2002_178_England,England,Emirates,0.5364
1978_179_Japan,Japan,Samsung,0.5482
1982_180_Morocco,Morocco,Emirates,0.2695
1938_181_Canada,Canada,Pepsi,0.3097
2010_182_Belgium,Belgium,Mastercard,0.2651
1982_183_Belgium,Belgium,Mastercard,0.2365
1966_184_Mexico,Mexico,Emirates,0.3271
2010_185_France,France,Emirates,0.3427
1942_186_Netherlands,Netherlands,Puma,0.2949
1966_187_France,France,Emirates,0.1692
1982_188_Croatia,Croatia,Qatar Airways,0.3463
1986_189_Morocco,Morocco,Emirates,0.3134
1982_190_Argentina,Argentina,Nike,0.2911
1998_191_Qatar,Qatar,Nike,0.1176
1990_192_Portugal,Portugal,Coca-Cola,0.2466
1946_193_Netherlands,Netherlands,Puma,0.1697
1962_194_Netherlands,Netherlands,Puma,0.2217
1994_195_England,England,Emirates,0.577
2018_196_Spain,Spain,Pepsi,0.3581
2002_197_Japan,Japan,Samsung,0.4632
1954_198_Netherlands,Netherlands,Puma,0.2977
1962_199_Nigeria,Nigeria,Visa,0.3769
1962_200_England,England,Emirates,0.657
1970_201_Croatia,Croatia,Qatar Airways,0.4299
1986_202_Japan,Japan,Samsung,0.4847
1934_203_Belgium,Belgium,Mastercard,0.1972
1990_204_Argentina,Argentina,Nike,0.3266
1974_205_Nigeria,Nigeria,Visa,0.3128
1986_206_England,England,Emirates,0.5687
1930_207_Canada,Canada,Pepsi,0.2508
1990_208_Germany,Germany,Pepsi,0.2412
1950_209_Australia,Australia,Nike,0.3996
1974_210_Qatar,Qatar,Nike,0.2687
2006_211_France,France,Emirates,0.3555
1934_212_South_Korea,South Korea,Nike,0.2749
1998_213_Uruguay,Uruguay,Pepsi,0.2168
1942_214_Germany,Germany,Pepsi,0.3065
1978_215_Netherlands,Netherlands,Puma,0.2753
1946_216_Senegal,Senegal,Pepsi,0.3837
1930_217_Portugal,Portugal,Coca-Cola,0.2666
1962_218_France,France,Emirates,0.272
1942_219_Canada,Canada,Pepsi,0.2569
1954_220_Ghana,Ghana,Visa,0.1703
1974_221_Senegal,Senegal,Pepsi,0.4507
1966_222_Mexico,Mexico,Emirates,0.2752
1930_223_France,France,Emirates,0.3331
1942_224_Germany,Germany,Pepsi,0.2081
1938_225_Saudi_Arabia,Saudi Arabia,Nike,0.6954
2022_226_Saudi_Arabia,Saudi Arabia,Nike,0.7081
1994_227_Argentina,Argentina,Nike,0.2398
1946_228_Morocco,Morocco,Emirates,0.3461
1946_229_Italy,Italy,Qatar Airways,0.2525
1994_230_Japan,Japan,Samsung,0.4647
1986_231_South_Korea,South Korea,Nike,0.4005
2018_232_Canada,Canada,Pepsi,0.2074
1934_233_Italy,Italy,Qatar Airways,0.2692
1998_234_Ghana,Ghana,Visa,0.3269
1954_235_Saudi_Arabia,Saudi Arabia,Nike,0.7083
1946_236_Canada,Canada,Pepsi,0.2135
2014_237_France,France,Emirates,0.2541
1942_238_South_Korea,South Korea,Nike,0.3485
1938_239_Brazil,Brazil,Nike,0.2662
2006_240_Belgium,Belgium,Mastercard,0.2937
1958_241_Nigeria,Nigeria,Visa,0.2954
1962_242_Senegal,Senegal,Pepsi,0.4361
1974_243_Mexico,Mexico,Emirates,0.2784
1978_244_Japan,Japan,Samsung,0.3746
2022_245_Argentina,Argentina,Nike,0.3216
1978_246_Australia,Australia,Nike,0.327
1942_247_Italy,Italy,Qatar Airways,0.2144
1958_248_Netherlands,Netherlands,Puma,0.2948
1986_249_Germany,Germany,Pepsi,0.2569
2022_250_Uruguay,Uruguay,Pepsi,0.2942
1950_251_Belgium,Belgium,Mastercard,0.1931
1962_252_South_Korea,South Korea,Nike,0.2987
1950_253_Portugal,Portugal,Coca-Cola,0.3261
1978_254_USA,USA,Samsung,0.2566
1970_255_Morocco,Morocco,Emirates,0.3741
2010_256_Brazil,Brazil,Nike,0.1998
1962_257_Spain,Spain,Pepsi,0.2312
2018_258_USA,USA,Samsung,0.174
1986_259_Japan,Japan,Samsung,0.4257
1930_260_Nigeria,Nigeria,Visa,0.3473
1998_261_Spain,Spain,Pepsi,0.4543
1982_262_Morocco,Morocco,Emirates,0.2219
1970_263_South_Korea,South Korea,Nike,0.3439
2006_264_Italy,Italy,Qatar Airways,0.3208
1990_265_Belgium,Belgium,Mastercard,0.2572
1970_266_Australia,Australia,Nike,0.366
1974_267_Morocco,Morocco,Emirates,0.3657
1978_268_France,France,Emirates,0.3352
1990_269_Croatia,Croatia,Qatar Airways,0.3565
1954_270_Qatar,Qatar,Nike,0.3755
1990_271_Belgium,Belgium,Mastercard,0.2569
2002_272_Croatia,Croatia,Qatar Airways,0.2783
1934_273_Brazil,Brazil,Nike,0.2065
1970_274_USA,USA,Samsung,0.224
1982_275_Portugal,Portugal,Coca-Cola,0.1752
1946_276_Germany,Germany,Pepsi,0.2475
2006_277_Canada,Canada,Pepsi,0.1975
1982_278_Spain,Spain,Pepsi,0.3169
1930_279_Saudi_Arabia,Saudi Arabia,Nike,0.5945
1946_280_Portugal,Portugal,Coca-Cola,0.2885
1994_281_Argentina,Argentina,Nike,0.3246
2006_282_England,England,Emirates,0.468
1946_283_Germany,Germany,Pepsi,0.3006
1946_284_Croatia,Croatia,Qatar Airways,0.3909
2022_285_Japan,Japan,Samsung,0.322
2014_286_Qatar,Qatar,Nike,0.1824
1954_287_Qatar,Qatar,Nike,0.121
1946_288_Canada,Canada,Pepsi,0.2262
1970_289_Nigeria,Nigeria,Visa,0.4803
2006_290_France,France,Emirates,0.4196
1978_291_England,England,Emirates,0.4597
1946_292_Netherlands,Netherlands,Puma,0.1764
1998_293_Saudi_Arabia,Saudi Arabia,Nike,0.6467
1934_294_Germany,Germany,Pepsi,0.2609
1994_295_Spain,Spain,Pepsi,0.3059
1970_296_Japan,Japan,Samsung,0.4397
1986_297_Canada,Canada,Pepsi,0.1469
1986_298_Australia,Australia,Nike,0.4742
1942_299_Germany,Germany,Pepsi,0.2448
1978_300_Belgium,Belgium,Mastercard,0.2365
1930_301_Brazil,Brazil,Nike,0.2364
1966_302_Mexico,Mexico,Emirates,0.39
1994_303_Spain,Spain,Pepsi,0.2059
1950_304_Croatia,Croatia,Qatar Airways,0.2827
1934_305_Ghana,Ghana,Visa,0.2625
1934_306_Belgium,Belgium,Mastercard,0.2629
1974_307_Germany,Germany,Pepsi,0.3444
1994_308_Brazil,Brazil,Nike,0.3611
1970_309_Belgium,Belgium,Mastercard,0.1848
2010_310_Argentina,Argentina,Nike,0.282
1974_311_USA,USA,Samsung,0.2165
2014_312_Japan,Japan,Samsung,0.447
2014_313_USA,USA,Samsung,0.2077
1954_314_Spain,Spain,Pepsi,0.2762
2002_315_Ghana,Ghana,Visa,0.2934
2006_316_Canada,Canada,Pepsi,0.2969
1994_317_Brazil,Brazil,Nike,0.2854
1998_318_Belgium,Belgium,Mastercard,0.2687
1998_319_Ghana,Ghana,Visa,0.2842
2014_320_Croatia,Croatia,Qatar Airways,0.3803
1958_321_England,England,Emirates,0.5174
1950_322_South_Korea,South Korea,Nike,0.2807
2002_323_Canada,Canada,Pepsi,0.2507
2018_324_Qatar,Qatar,Nike,0.1591
1982_325_Germany,Germany,Pepsi,0.3363
1958_326_Portugal,Portugal,Coca-Cola,0.2446
1998_327_Germany,Germany,Pepsi,0.42
1998_328_Croatia,Croatia,Qatar Airways,0.3218
2018_329_Argentina,Argentina,Nike,0.1688
2010_330_Ghana,Ghana,Visa,0.2334
1998_331_France,France,Emirates,0.2017
1930_332_Germany,Germany,Pepsi,0.3922
1950_333_Portugal,Portugal,Coca-Cola,0.3304
1934_334_Senegal,Senegal,Pepsi,0.3488
1970_335_Saudi_Arabia,Saudi Arabia,Nike,0.5528
1974_336_Portugal,Portugal,Coca-Cola,0.3805
2022_337_England,England,Emirates,0.5202
2006_338_Germany,Germany,Pepsi,0.3861
1998_339_Morocco,Morocco,Emirates,0.3645
1966_340_Germany,Germany,Pepsi,0.2952
1998_341_Qatar,Qatar,Nike,0.2467
1974_342_Mexico,Mexico,Emirates,0.2344
1962_343_Portugal,Portugal,Coca-Cola,0.2068
1938_344_Argentina,Argentina,Nike,0.2778
1970_345_France,France,Emirates,0.2579
1942_346_Belgium,Belgium,Mastercard,0.2404
1930_347_France,France,Emirates,0.3338
2002_348_Morocco,Morocco,Emirates,0.2729
1974_349_Qatar,Qatar,Nike,0.263
1974_350_Portugal,Portugal,Coca-Cola,0.412
1998_351_Senegal,Senegal,Pepsi,0.4617
1990_352_Canada,Canada,Pepsi,0.263
1982_353_Brazil,Brazil,Nike,0.2517
1950_354_Mexico,Mexico,Emirates,0.4139
1938_355_USA,USA,Samsung,0.2285
2002_356_Ghana,Ghana,Visa,0.2981
1942_357_South_Korea,South Korea,Nike,0.2683
1982_358_Belgium,Belgium,Mastercard,0.1448
1946_359_Australia,Australia,Nike,0.389
1974_360_Croatia,Croatia,Qatar Airways,0.3092
1986_361_Nigeria,Nigeria,Visa,0.3933
1930_362_Portugal,Portugal,Coca-Cola,0.4509
1978_363_Morocco,Morocco,Emirates,0.2392
1966_364_England,England,Emirates,0.5978
1958_365_Uruguay,Uruguay,Pepsi,0.3046
1990_366_Qatar,Qatar,Nike,0.2412
1998_367_Italy,Italy,Qatar Airways,0.1544
1950_368_Belgium,Belgium,Mastercard,0.3024
1990_369_Belgium,Belgium,Mastercard,0.1947
1990_370_Germany,Germany,Pepsi,0.3032
1934_371_Italy,Italy,Qatar Airways,0.227
1978_372_England,England,Emirates,0.4966
1982_373_Japan,Japan,Samsung,0.3573
1938_374_Australia,Australia,Nike,0.2639
1962_375_Portugal,Portugal,Coca-Cola,0.2216
1954_376_Nigeria,Nigeria,Visa,0.3605
2022_377_Morocco,Morocco,Emirates,0.354
1958_378_Netherlands,Netherlands,Puma,0.1892
1950_379_Uruguay,Uruguay,Pepsi,0.3045
1986_380_Saudi_Arabia,Saudi Arabia,Nike,0.6769
1994_381_Senegal,Senegal,Pepsi,0.4129
1966_382_England,England,Emirates,0.4297
2014_383_Morocco,Morocco,Emirates,0.2545
2006_384_Argentina,Argentina,Nike,0.2106
2006_385_Portugal,Portugal,Coca-Cola,0.2408
2002_386_Uruguay,Uruguay,Pepsi,0.2496
1954_387_Saudi_Arabia,Saudi Arabia,Nike,0.6271
1962_388_Senegal,Senegal,Pepsi,0.353
1934_389_Australia,Australia,Nike,0.2905
1978_390_USA,USA,Samsung,0.2553
1950_391_France,France,Emirates,0.3471
2022_392_Belgium,Belgium,Mastercard,0.168
1946_393_South_Korea,South Korea,Nike,0.3255
2010_394_Germany,Germany,Pepsi,0.3524
1958_395_Croatia,Croatia,Qatar Airways,0.4428
2018_396_Germany,Germany,Pepsi,0.2826
1966_397_France,France,Emirates,0.2761
1982_398_Morocco,Morocco,Emirates,0.2926
2022_399_Netherlands,Netherlands,Puma,0.1948
1990_400_Japan,Japan,Samsung,0.4938
2022_401_Qatar,Qatar,Nike,0.2056
2018_402_Senegal,Senegal,Pepsi,0.6754
1962_403_Argentina,Argentina,Nike,0.2725
1934_404_Canada,Canada,Pepsi,0.1635
1942_405_Japan,Japan,Samsung,0.4007
2010_406_Netherlands,Netherlands,Puma,0.318
1966_407_Mexico,Mexico,Emirates,0.206
2010_408_Saudi_Arabia,Saudi Arabia,Nike,0.7234
1986_409_Brazil,Brazil,Nike,0.3894
1954_410_Brazil,Brazil,Nike,0.3518
1986_411_Croatia,Croatia,Qatar Airways,0.3297
1978_412_Uruguay,Uruguay,Pepsi,0.305
1942_413_Qatar,Qatar,Nike,0.1443
1990_414_Germany,Germany,Pepsi,0.2819
2002_415_Germany,Germany,Pepsi,0.2295
