match_id,year,temperature_c,humidity,weather,stadium_capacity_k,neutral_site,host_advantage_a,venue_region,weather_severity
399,1986,13.9,25.1,hot,64.9,True,0.0,Mexico,0.62
400,1986,28.0,55.0,windy,48.8,True,0.0,Mexico,0.48
401,1986,25.4,71.0,cloudy,55.7,True,0.0,Mexico,0.22
402,1986,13.4,42.5,clear,60.6,True,0.0,Mexico,0.12
403,1986,22.9,55.2,rain,68.7,True,0.0,Mexico,0.48
404,1986,25.2,46.9,cloudy,52.9,True,0.0,Mexico,0.22
405,1986,26.3,82.0,windy,64.8,True,0.0,Mexico,0.48
406,1986,24.1,70.0,cloudy,54.5,False,0.18,Mexico,0.22
407,1986,24.7,68.4,clear,56.5,True,0.0,Mexico,0.12
408,1986,31.8,67.9,clear,68.8,True,0.0,Mexico,0.12
409,1986,30.4,57.4,rain,32.1,True,0.0,Mexico,0.48
410,1986,5.8,61.2,windy,41.1,True,0.0,Mexico,0.48
411,1986,21.1,39.0,clear,38.7,True,0.0,Mexico,0.12
412,1986,22.0,23.0,rain,27.7,True,0.0,Mexico,0.48
413,1990,12.5,60.4,windy,49.2,True,0.0,Italy,0.48
414,1990,23.6,63.2,clear,67.7,False,0.18,Italy,0.12
415,1990,30.5,77.3,clear,54.3,True,0.0,Italy,0.12
416,1990,16.5,83.1,rain,60.6,True,0.0,Italy,0.48
417,1990,25.0,83.1,cloudy,72.2,True,0.0,Italy,0.22
418,1990,17.5,42.0,clear,75.3,True,0.0,Italy,0.12
419,1990,19.0,52.4,hot,57.1,True,0.0,Italy,0.62
420,1990,31.9,65.7,cloudy,75.6,True,0.0,Italy,0.22
421,1990,19.7,96.0,hot,59.2,True,0.0,Italy,0.62
422,1990,25.8,81.7,hot,47.1,True,0.0,Italy,0.62
423,1990,11.8,75.9,rain,50.3,True,0.0,Italy,0.48
424,1990,34.2,51.8,cloudy,38.8,True,0.0,Italy,0.22
425,1990,26.6,43.9,clear,46.5,True,0.0,Italy,0.12
426,1990,21.9,70.6,cloudy,53.3,True,0.0,Italy,0.22
427,1990,26.5,40.4,clear,68.4,False,0.18,Italy,0.12
428,1990,14.5,54.2,cloudy,80.4,True,0.0,Italy,0.22
429,1990,30.1,56.2,clear,40.0,True,0.0,Italy,0.12
430,1990,21.1,83.5,cloudy,63.1,True,0.0,Italy,0.22
431,1990,21.8,52.3,clear,44.5,True,0.0,Italy,0.12
432,1990,20.1,19.0,clear,64.2,True,0.0,Italy,0.12
433,1990,19.5,66.1,clear,56.3,True,0.0,Italy,0.12
434,1990,27.2,46.8,cloudy,34.2,True,0.0,Italy,0.22
435,1990,24.5,58.7,rain,70.1,True,0.0,Italy,0.48
436,1990,26.9,56.6,clear,50.1,True,0.0,Italy,0.12
437,1990,22.9,53.6,hot,51.1,True,0.0,Italy,0.62
438,1990,26.1,70.6,hot,44.1,True,0.0,Italy,0.62
439,1990,20.5,33.5,clear,49.5,True,0.0,Italy,0.12
440,1990,36.4,49.7,cloudy,63.6,True,0.0,Italy,0.22
441,1990,13.6,68.9,clear,55.5,False,0.18,Italy,0.12
442,1990,30.6,48.2,clear,62.3,True,0.0,Italy,0.12
443,1990,31.2,32.3,cloudy,62.7,True,0.0,Italy,0.22
444,1990,17.9,68.7,clear,75.2,True,0.0,Italy,0.12
445,1990,36.4,76.0,hot,53.5,True,0.0,Italy,0.62
446,1990,29.0,57.3,windy,38.8,True,0.0,Italy,0.48
447,1990,28.8,26.6,hot,71.9,True,0.0,Italy,0.62
448,1990,23.2,69.3,cloudy,53.7,True,0.0,Italy,0.22
449,1990,21.7,31.4,cloudy,72.5,True,0.0,Italy,0.22
450,1990,21.7,62.9,windy,63.0,True,0.0,Italy,0.48
451,1990,25.3,43.8,clear,56.3,True,0.0,Italy,0.12
452,1990,31.4,39.4,clear,62.5,True,0.0,Italy,0.12
453,1990,24.1,50.9,cloudy,83.4,True,0.0,Italy,0.22
454,1990,17.5,55.1,clear,85.0,False,0.18,Italy,0.12
455,1990,27.9,47.7,clear,58.9,True,0.0,Italy,0.12
456,1990,28.5,67.4,clear,60.1,True,0.0,Italy,0.12
457,1990,26.9,50.9,cloudy,72.0,False,0.18,Italy,0.22
458,1990,27.5,73.7,clear,47.0,True,0.0,Italy,0.12
459,1990,21.4,62.5,clear,62.3,True,0.0,Italy,0.12
460,1990,17.4,46.8,clear,57.7,True,0.0,Italy,0.12
461,1990,17.8,44.1,clear,62.1,False,0.18,Italy,0.12
462,1990,13.2,31.6,hot,47.2,True,0.0,Italy,0.62
463,1990,24.4,62.7,clear,37.3,False,0.18,Italy,0.12
464,1990,22.5,52.3,rain,31.1,True,0.0,Italy,0.48
465,1994,20.4,20.0,rain,43.5,True,0.0,United States,0.48
466,1994,5.3,49.4,clear,52.0,True,0.0,United States,0.12
467,1994,15.5,43.6,hot,54.2,True,0.0,United States,0.62
468,1994,29.7,83.2,rain,83.2,True,0.0,United States,0.48
469,1994,19.0,30.8,cloudy,72.4,False,0.18,United States,0.22
470,1994,25.2,34.9,clear,45.5,True,0.0,United States,0.12
471,1994,14.7,75.8,clear,62.5,True,0.0,United States,0.12
472,1994,31.6,79.7,windy,52.7,True,0.0,United States,0.48
473,1994,22.1,46.1,rain,54.3,True,0.0,United States,0.48
474,1994,24.7,47.9,windy,60.4,True,0.0,United States,0.48
475,1994,37.0,67.9,hot,66.0,True,0.0,United States,0.62
476,1994,32.1,20.8,clear,53.6,True,0.0,United States,0.12
477,1994,21.2,28.2,rain,71.8,True,0.0,United States,0.48
478,1994,19.4,53.5,cloudy,43.2,True,0.0,United States,0.22
479,1994,21.0,82.8,rain,58.1,False,0.18,United States,0.48
480,1994,26.1,51.0,clear,91.8,True,0.0,United States,0.12
481,1994,22.4,59.6,clear,60.9,True,0.0,United States,0.12
482,1994,20.6,76.1,rain,76.6,True,0.0,United States,0.48
483,1994,31.8,91.7,rain,59.2,True,0.0,United States,0.48
484,1994,22.3,48.8,cloudy,65.6,True,0.0,United States,0.22
485,1994,36.8,57.7,clear,57.3,True,0.0,United States,0.12
486,1994,23.5,87.2,clear,55.8,True,0.0,United States,0.12
487,1994,33.7,33.6,windy,47.9,True,0.0,United States,0.48
488,1994,25.1,74.4,cloudy,63.6,True,0.0,United States,0.22
489,1994,28.8,41.7,cloudy,46.9,True,0.0,United States,0.22
490,1994,18.7,59.6,cloudy,66.7,False,0.18,United States,0.22
491,1994,17.9,54.1,clear,72.1,True,0.0,United States,0.12
492,1994,25.8,42.7,cloudy,62.8,True,0.0,United States,0.22
493,1994,28.9,42.3,cloudy,54.3,True,0.0,United States,0.22
494,1994,23.2,62.4,hot,63.9,True,0.0,United States,0.62
495,1994,15.3,73.9,hot,54.0,True,0.0,United States,0.62
496,1994,14.8,55.9,windy,70.2,True,0.0,United States,0.48
497,1994,14.4,59.1,cloudy,34.2,True,0.0,United States,0.22
498,1994,12.4,67.1,cloudy,53.6,True,0.0,United States,0.22
499,1994,23.7,42.5,rain,32.1,True,0.0,United States,0.48
500,1994,29.8,69.8,hot,38.6,True,0.0,United States,0.62
501,1994,22.9,71.1,cloudy,75.7,True,0.0,United States,0.22
502,1994,9.4,96.0,rain,69.6,True,0.0,United States,0.48
503,1994,21.9,52.0,rain,48.6,True,0.0,United States,0.48
504,1994,22.0,50.7,rain,38.5,True,0.0,United States,0.48
505,1994,35.6,70.3,rain,24.0,True,0.0,United States,0.48
506,1994,14.3,71.1,clear,50.9,False,0.18,United States,0.12
507,1994,20.7,49.4,cloudy,89.5,True,0.0,United States,0.22
508,1994,33.2,51.5,cloudy,63.7,True,0.0,United States,0.22
509,1994,25.7,66.7,clear,50.7,True,0.0,United States,0.12
510,1994,26.4,44.8,hot,64.0,True,0.0,United States,0.62
511,1994,23.7,51.4,cloudy,37.7,True,0.0,United States,0.22
512,1994,25.0,59.4,clear,54.1,True,0.0,United States,0.12
513,1994,27.7,73.9,rain,59.3,True,0.0,United States,0.48
514,1994,18.1,48.3,rain,56.9,True,0.0,United States,0.48
515,1994,28.3,28.5,rain,68.3,True,0.0,United States,0.48
516,1994,14.8,27.3,clear,62.5,True,0.0,United States,0.12
517,1998,25.0,37.8,hot,66.7,True,0.0,France,0.62
518,1998,24.1,37.0,clear,49.1,True,0.0,France,0.12
519,1998,19.3,55.5,cloudy,69.7,True,0.0,France,0.22
520,1998,22.9,39.0,clear,79.2,True,0.0,France,0.12
521,1998,19.3,46.8,cloudy,45.4,False,0.18,France,0.22
522,1998,16.6,45.6,rain,46.5,True,0.0,France,0.48
523,1998,20.9,51.0,cloudy,75.4,True,0.0,France,0.22
524,1998,16.4,79.2,cloudy,55.5,True,0.0,France,0.22
525,1998,24.9,68.6,rain,76.2,True,0.0,France,0.48
526,1998,16.1,58.3,rain,52.2,True,0.0,France,0.48
527,1998,27.3,50.6,clear,76.9,True,0.0,France,0.12
528,1998,15.9,51.1,windy,59.7,True,0.0,France,0.48
529,1998,19.6,63.2,rain,61.4,True,0.0,France,0.48
530,1998,19.3,67.3,windy,78.3,True,0.0,France,0.48
531,1998,31.0,43.5,windy,53.3,True,0.0,France,0.48
532,1998,25.0,58.6,hot,45.8,True,0.0,France,0.62
533,1998,21.7,25.5,rain,52.2,True,0.0,France,0.48
534,1998,26.0,61.4,cloudy,63.9,True,0.0,France,0.22
535,1998,10.4,70.2,clear,37.6,True,0.0,France,0.12
536,1998,22.7,53.5,cloudy,66.3,True,0.0,France,0.22
537,1998,35.0,87.1,rain,51.0,False,0.18,France,0.48
538,1998,23.8,43.9,cloudy,72.9,True,0.0,France,0.22
539,1998,23.4,61.5,hot,26.9,True,0.0,France,0.62
540,1998,26.3,57.4,clear,47.8,True,0.0,France,0.12
541,1998,28.4,56.4,clear,36.1,True,0.0,France,0.12
542,1998,11.0,56.2,cloudy,47.3,True,0.0,France,0.22
543,1998,12.9,59.7,cloudy,61.2,True,0.0,France,0.22
544,1998,24.3,71.6,clear,55.7,True,0.0,France,0.12
545,1998,18.7,80.0,clear,54.7,True,0.0,France,0.12
546,1998,30.9,58.0,hot,55.9,True,0.0,France,0.62
547,1998,21.1,71.0,cloudy,60.6,True,0.0,France,0.22
548,1998,11.4,46.8,clear,44.9,True,0.0,France,0.12
549,1998,15.4,70.3,clear,67.2,True,0.0,France,0.12
550,1998,6.5,45.8,cloudy,66.6,True,0.0,France,0.22
551,1998,21.6,75.5,clear,63.0,True,0.0,France,0.12
552,1998,21.9,93.4,rain,65.2,True,0.0,France,0.48
553,1998,20.5,56.0,rain,61.9,False,0.18,France,0.48
554,1998,29.5,22.9,clear,84.5,True,0.0,France,0.12
555,1998,30.2,49.2,cloudy,56.9,True,0.0,France,0.22
556,1998,22.0,77.7,clear,54.0,True,0.0,France,0.12
557,1998,10.2,66.8,clear,48.2,True,0.0,France,0.12
558,1998,26.7,62.0,hot,44.6,True,0.0,France,0.62
559,1998,26.3,74.1,cloudy,41.8,True,0.0,France,0.22
560,1998,24.9,65.8,hot,46.4,True,0.0,France,0.62
561,1998,28.9,77.5,clear,57.1,True,0.0,France,0.12
562,1998,16.0,72.7,clear,62.3,True,0.0,France,0.12
563,1998,35.1,82.3,cloudy,58.7,True,0.0,France,0.22
564,1998,17.2,63.7,cloudy,48.0,True,0.0,France,0.22
565,1998,27.5,72.5,windy,69.7,True,0.0,France,0.48
566,1998,12.9,53.1,clear,67.6,True,0.0,France,0.12
567,1998,17.4,48.4,hot,55.9,False,0.18,France,0.62
568,1998,32.1,85.3,hot,49.5,True,0.0,France,0.62
569,1998,21.4,61.5,cloudy,65.1,True,0.0,France,0.22
570,1998,28.0,70.9,clear,60.4,True,0.0,France,0.12
571,1998,24.4,60.0,cloudy,39.2,True,0.0,France,0.22
572,1998,22.4,48.6,clear,57.1,True,0.0,France,0.12
573,1998,31.2,58.2,rain,61.4,True,0.0,France,0.48
574,1998,21.6,81.0,cloudy,46.3,False,0.18,France,0.22
575,1998,12.3,66.9,windy,60.5,True,0.0,France,0.48
576,1998,18.2,30.6,cloudy,39.1,True,0.0,France,0.22
577,1998,26.3,54.6,cloudy,75.4,True,0.0,France,0.22
578,1998,25.4,86.5,rain,74.2,False,0.18,France,0.48
579,1998,13.6,54.6,cloudy,54.7,True,0.0,France,0.22
580,1998,18.7,29.2,hot,62.7,False,0.18,France,0.62
581,2002,19.5,88.3,clear,26.7,True,0.0,South Korea,0.12
582,2002,20.8,68.9,windy,43.0,True,0.0,Japan,0.48
583,2002,14.7,56.9,rain,54.2,True,0.0,Japan,0.48
584,2002,19.2,52.1,hot,44.1,True,0.0,South Korea,0.62
585,2002,18.6,75.3,cloudy,67.3,True,0.0,Japan,0.22
586,2002,27.6,49.3,hot,84.0,True,0.0,Japan,0.62
587,2002,27.9,76.4,clear,42.7,True,0.0,South Korea,0.12
588,2002,22.1,66.7,rain,47.1,True,0.0,South Korea,0.48
589,2002,20.6,61.9,clear,61.1,True,0.0,South Korea,0.12
590,2002,23.8,60.3,clear,78.9,True,0.0,Japan,0.12
591,2002,18.1,55.2,cloudy,42.1,True,0.0,Japan,0.22
592,2002,16.1,74.7,clear,61.2,True,0.0,South Korea,0.12
593,2002,17.4,44.2,clear,81.7,False,0.18,Japan,0.12
594,2002,19.2,32.0,hot,36.5,False,0.18,South Korea,0.62
595,2002,16.0,67.8,clear,41.3,True,0.0,Japan,0.12
596,2002,24.0,68.1,rain,52.5,True,0.0,Japan,0.48
597,2002,27.4,65.7,clear,51.2,True,0.0,South Korea,0.12
598,2002,13.5,64.5,rain,68.6,True,0.0,Japan,0.48
599,2002,23.2,52.9,rain,61.1,True,0.0,South Korea,0.48
600,2002,21.7,70.6,clear,34.9,True,0.0,South Korea,0.12
601,2002,25.0,57.3,rain,64.7,True,0.0,Japan,0.48
602,2002,22.9,50.2,hot,50.5,True,0.0,South Korea,0.62
603,2002,14.3,53.0,rain,74.6,True,0.0,Japan,0.48
604,2002,15.4,90.3,clear,49.8,True,0.0,South Korea,0.12
605,2002,23.2,30.2,cloudy,49.7,True,0.0,Japan,0.22
606,2002,29.2,66.0,rain,65.0,True,0.0,South Korea,0.48
607,2002,9.7,31.1,clear,67.9,True,0.0,South Korea,0.12
608,2002,25.1,56.3,rain,63.8,False,0.18,Japan,0.48
609,2002,30.1,51.1,clear,36.1,True,0.0,Japan,0.12
610,2002,22.1,24.6,rain,65.0,False,0.18,South Korea,0.48
611,2002,26.3,64.2,clear,44.6,True,0.0,South Korea,0.12
612,2002,18.8,51.9,clear,61.1,True,0.0,Japan,0.12
613,2002,22.3,24.4,windy,39.5,True,0.0,Japan,0.48
614,2002,13.3,71.4,hot,63.8,True,0.0,South Korea,0.62
615,2002,8.9,81.0,hot,47.5,True,0.0,Japan,0.62
616,2002,28.7,81.8,windy,41.3,True,0.0,South Korea,0.48
617,2002,17.1,63.7,cloudy,67.3,True,0.0,Japan,0.22
618,2002,20.3,58.7,clear,61.1,True,0.0,South Korea,0.12
619,2002,14.7,79.3,clear,50.0,True,0.0,South Korea,0.12
620,2002,14.5,84.9,cloudy,76.9,True,0.0,Japan,0.22
621,2002,22.0,76.1,clear,52.3,True,0.0,South Korea,0.12
622,2002,18.6,42.9,windy,58.4,True,0.0,Japan,0.48
623,2002,25.3,61.2,clear,61.5,True,0.0,Japan,0.12
624,2002,25.7,65.0,clear,49.9,True,0.0,South Korea,0.12
625,2002,24.9,29.0,clear,64.1,True,0.0,Japan,0.12
626,2002,24.4,65.5,clear,51.1,False,0.18,Japan,0.12
627,2002,32.5,94.4,clear,52.6,False,0.18,South Korea,0.12
628,2002,16.6,68.2,cloudy,75.7,True,0.0,South Korea,0.22
629,2002,22.7,81.6,clear,44.5,True,0.0,Japan,0.12
630,2002,29.8,60.9,cloudy,26.6,True,0.0,South Korea,0.22
631,2002,30.6,56.8,hot,78.9,True,0.0,South Korea,0.62
632,2002,14.5,64.1,cloudy,91.1,True,0.0,Japan,0.22
633,2002,21.1,44.9,rain,52.7,True,0.0,Japan,0.48
634,2002,31.1,42.6,clear,32.8,True,0.0,South Korea,0.12
635,2002,26.0,78.3,clear,54.0,False,0.18,Japan,0.12
636,2002,24.2,80.0,clear,54.3,False,0.18,South Korea,0.12
637,2002,21.7,42.1,windy,55.5,True,0.0,Japan,0.48
638,2002,20.7,73.5,cloudy,43.5,True,0.0,South Korea,0.22
639,2002,24.7,56.6,clear,65.5,False,0.18,South Korea,0.12
640,2002,21.5,63.4,cloudy,64.8,True,0.0,Japan,0.22
641,2002,22.7,65.4,hot,38.6,False,0.18,South Korea,0.62
642,2002,23.5,73.9,rain,67.1,True,0.0,Japan,0.48
643,2002,18.9,59.3,cloudy,84.7,False,0.18,South Korea,0.22
644,2002,26.2,80.6,hot,60.2,True,0.0,Japan,0.62
645,2006,39.0,63.0,rain,53.6,False,0.18,Germany,0.48
646,2006,12.3,68.0,cloudy,56.2,True,0.0,Germany,0.22
647,2006,24.9,44.7,clear,66.0,True,0.0,Germany,0.12
648,2006,18.4,92.5,clear,35.5,True,0.0,Germany,0.12
649,2006,26.5,65.5,windy,60.1,True,0.0,Germany,0.48
650,2006,23.3,69.4,cloudy,52.9,True,0.0,Germany,0.22
651,2006,27.6,32.3,clear,82.0,True,0.0,Germany,0.12
652,2006,30.1,44.8,cloudy,55.7,True,0.0,Germany,0.22
653,2006,24.2,77.8,clear,79.7,True,0.0,Germany,0.12
654,2006,29.8,62.6,hot,43.7,True,0.0,Germany,0.62
655,2006,8.9,27.4,clear,65.6,True,0.0,Germany,0.12
656,2006,32.5,74.6,rain,62.2,True,0.0,Germany,0.48
657,2006,25.3,49.3,cloudy,46.7,True,0.0,Germany,0.22
658,2006,29.5,80.6,clear,60.3,True,0.0,Germany,0.12
659,2006,15.7,56.6,clear,73.8,False,0.18,Germany,0.12
660,2006,18.0,61.3,rain,53.8,True,0.0,Germany,0.48
661,2006,23.9,76.9,clear,36.0,True,0.0,Germany,0.12
662,2006,22.9,43.6,clear,57.8,True,0.0,Germany,0.12
663,2006,24.7,42.1,rain,46.3,True,0.0,Germany,0.48
664,2006,29.5,54.9,clear,53.5,True,0.0,Germany,0.12
665,2006,12.4,71.2,clear,56.9,True,0.0,Germany,0.12
666,2006,28.8,36.7,clear,35.8,True,0.0,Germany,0.12
667,2006,23.0,31.3,hot,37.0,True,0.0,Germany,0.62
668,2006,21.8,71.2,clear,64.3,True,0.0,Germany,0.12
669,2006,14.2,48.4,clear,51.2,True,0.0,Germany,0.12
670,2006,26.0,51.7,clear,24.7,True,0.0,Germany,0.12
671,2006,8.5,28.3,clear,68.2,True,0.0,Germany,0.12
672,2006,26.9,47.1,clear,61.5,True,0.0,Germany,0.12
673,2006,14.0,57.9,clear,48.7,True,0.0,Germany,0.12
674,2006,23.3,72.9,clear,40.9,True,0.0,Germany,0.12
675,2006,22.3,45.7,clear,68.9,True,0.0,Germany,0.12
676,2006,30.0,84.5,hot,62.5,True,0.0,Germany,0.62
677,2006,21.9,47.0,clear,89.0,True,0.0,Germany,0.12
678,2006,18.8,47.1,clear,63.5,False,0.18,Germany,0.12
679,2006,20.0,82.6,hot,63.0,True,0.0,Germany,0.62
680,2006,30.6,61.4,hot,55.8,True,0.0,Germany,0.62
681,2006,26.2,49.2,rain,68.6,True,0.0,Germany,0.48
682,2006,20.7,55.5,clear,66.1,True,0.0,Germany,0.12
683,2006,21.6,79.6,clear,74.3,True,0.0,Germany,0.12
684,2006,13.6,81.5,clear,51.2,True,0.0,Germany,0.12
685,2006,25.3,44.9,clear,52.3,True,0.0,Germany,0.12
686,2006,12.4,57.3,clear,51.8,True,0.0,Germany,0.12
687,2006,27.5,59.4,cloudy,68.3,True,0.0,Germany,0.22
688,2006,23.8,42.2,clear,77.5,True,0.0,Germany,0.12
689,2006,37.3,57.1,cloudy,52.0,True,0.0,Germany,0.22
690,2006,16.4,58.1,clear,52.5,True,0.0,Germany,0.12
691,2006,22.4,76.2,clear,62.1,True,0.0,Germany,0.12
692,2006,33.8,77.3,rain,54.8,True,0.0,Germany,0.48
693,2006,30.1,52.7,hot,70.4,True,0.0,Germany,0.62
694,2006,18.8,54.6,clear,28.7,False,0.18,Germany,0.12
695,2006,24.3,68.6,cloudy,47.3,True,0.0,Germany,0.22
696,2006,23.0,48.6,clear,47.8,True,0.0,Germany,0.12
697,2006,24.7,67.4,clear,27.8,True,0.0,Germany,0.12
698,2006,18.8,56.6,rain,45.5,True,0.0,Germany,0.48
699,2006,22.5,42.5,clear,46.1,True,0.0,Germany,0.12
700,2006,13.4,42.7,cloudy,55.4,True,0.0,Germany,0.22
701,2006,23.8,81.2,cloudy,72.5,False,0.18,Germany,0.22
702,2006,25.7,55.5,clear,54.8,True,0.0,Germany,0.12
703,2006,21.6,84.2,clear,44.6,True,0.0,Germany,0.12
704,2006,13.3,49.8,clear,57.3,True,0.0,Germany,0.12
705,2006,28.9,62.7,windy,71.6,False,0.18,Germany,0.48
706,2006,25.2,96.0,cloudy,45.3,True,0.0,Germany,0.22
707,2006,18.6,41.1,clear,46.2,False,0.18,Germany,0.12
708,2006,21.3,27.6,clear,65.3,True,0.0,Germany,0.12
709,2010,14.0,78.6,cloudy,55.1,False,0.18,South Africa,0.22
710,2010,16.8,44.8,clear,66.4,True,0.0,South Africa,0.12
711,2010,19.8,57.7,cloudy,57.8,True,0.0,South Africa,0.22
712,2010,30.4,48.6,rain,67.1,True,0.0,South Africa,0.48
713,2010,19.2,62.3,cloudy,44.5,True,0.0,South Africa,0.22
714,2010,26.8,42.8,clear,57.8,True,0.0,South Africa,0.12
715,2010,19.8,55.1,clear,55.3,True,0.0,South Africa,0.12
716,2010,24.5,65.2,clear,42.2,True,0.0,South Africa,0.12
717,2010,22.2,41.9,cloudy,37.7,True,0.0,South Africa,0.22
718,2010,28.2,46.8,hot,66.9,True,0.0,South Africa,0.62
719,2010,19.8,52.4,clear,53.4,True,0.0,South Africa,0.12
720,2010,13.6,35.1,cloudy,44.7,True,0.0,South Africa,0.22
721,2010,14.7,51.2,rain,56.7,True,0.0,South Africa,0.48
722,2010,19.8,59.9,clear,72.7,True,0.0,South Africa,0.12
723,2010,15.5,51.6,clear,28.4,True,0.0,South Africa,0.12
724,2010,25.5,53.7,clear,38.5,False,0.18,South Africa,0.12
725,2010,20.2,57.7,rain,46.0,True,0.0,South Africa,0.48
726,2010,37.2,47.5,cloudy,77.0,True,0.0,South Africa,0.22
727,2010,12.6,69.1,rain,61.7,True,0.0,South Africa,0.48
728,2010,24.2,81.0,hot,68.0,True,0.0,South Africa,0.62
729,2010,16.2,50.6,rain,43.2,True,0.0,South Africa,0.48
730,2010,20.0,65.8,windy,43.4,True,0.0,South Africa,0.48
731,2010,23.8,54.2,rain,63.8,True,0.0,South Africa,0.48
732,2010,9.0,63.8,hot,58.8,True,0.0,South Africa,0.62
733,2010,24.4,83.1,hot,65.1,True,0.0,South Africa,0.62
734,2010,34.4,66.1,rain,55.6,True,0.0,South Africa,0.48
735,2010,20.3,29.6,rain,61.6,True,0.0,South Africa,0.48
736,2010,24.6,65.3,windy,60.1,True,0.0,South Africa,0.48
737,2010,29.1,77.7,cloudy,68.1,True,0.0,South Africa,0.22
738,2010,22.0,54.5,cloudy,68.5,True,0.0,South Africa,0.22
739,2010,19.5,73.9,cloudy,36.9,True,0.0,South Africa,0.22
740,2010,9.3,47.0,hot,28.8,True,0.0,South Africa,0.62
741,2010,26.8,34.2,cloudy,71.0,True,0.0,South Africa,0.22
742,2010,22.3,60.3,rain,73.4,True,0.0,South Africa,0.48
743,2010,16.9,29.9,rain,44.7,True,0.0,South Africa,0.48
744,2010,23.8,54.2,windy,33.8,False,0.18,South Africa,0.48
745,2010,19.5,78.6,clear,59.3,True,0.0,South Africa,0.12
746,2010,19.8,27.4,rain,70.1,True,0.0,South Africa,0.48
747,2010,26.6,37.5,rain,81.4,True,0.0,South Africa,0.48
748,2010,15.0,41.5,windy,64.7,True,0.0,South Africa,0.48
749,2010,29.3,57.0,hot,53.2,True,0.0,South Africa,0.62
750,2010,14.6,52.1,cloudy,46.4,True,0.0,South Africa,0.22
751,2010,19.0,80.4,cloudy,58.1,True,0.0,South Africa,0.22
752,2010,34.5,73.3,clear,54.1,True,0.0,South Africa,0.12
753,2010,29.8,65.9,windy,44.8,True,0.0,South Africa,0.48
754,2010,23.6,60.3,clear,84.6,True,0.0,South Africa,0.12
755,2010,17.4,64.3,rain,81.2,True,0.0,South Africa,0.48
756,2010,19.8,44.2,rain,72.8,True,0.0,South Africa,0.48
757,2010,23.4,71.7,cloudy,46.0,True,0.0,South Africa,0.22
758,2010,23.2,40.2,clear,69.1,True,0.0,South Africa,0.12
759,2010,22.5,71.4,clear,66.3,True,0.0,South Africa,0.12
760,2010,22.8,77.0,hot,63.8,True,0.0,South Africa,0.62
761,2010,21.7,61.4,cloudy,74.2,True,0.0,South Africa,0.22
762,2010,14.3,55.2,clear,66.3,True,0.0,South Africa,0.12
763,2010,19.9,64.4,rain,67.6,True,0.0,South Africa,0.48
764,2010,28.5,15.0,clear,66.3,True,0.0,South Africa,0.12
765,2010,14.8,62.8,hot,62.4,True,0.0,South Africa,0.62
766,2010,21.9,56.2,clear,34.8,True,0.0,South Africa,0.12
767,2010,18.1,57.2,clear,59.1,True,0.0,South Africa,0.12
768,2010,23.7,69.3,clear,50.8,True,0.0,South Africa,0.12
769,2010,20.7,56.8,cloudy,41.4,True,0.0,South Africa,0.22
770,2010,31.9,39.8,cloudy,79.9,True,0.0,South Africa,0.22
771,2010,26.0,55.7,rain,80.5,True,0.0,South Africa,0.48
772,2010,15.1,59.1,cloudy,75.7,True,0.0,South Africa,0.22
773,2014,27.0,59.8,clear,61.3,False,0.18,Brazil,0.12
774,2014,18.4,60.6,clear,75.6,True,0.0,Brazil,0.12
775,2014,19.5,74.6,clear,58.2,True,0.0,Brazil,0.12
776,2014,24.9,40.6,windy,60.6,True,0.0,Brazil,0.48
777,2014,20.0,60.8,clear,43.8,True,0.0,Brazil,0.12
778,2014,28.4,78.6,windy,63.2,True,0.0,Brazil,0.48
779,2014,18.4,30.2,clear,58.8,True,0.0,Brazil,0.12
780,2014,19.3,60.9,clear,41.1,True,0.0,Brazil,0.12
781,2014,19.1,48.6,clear,57.3,True,0.0,Brazil,0.12
782,2014,19.6,52.1,clear,57.0,True,0.0,Brazil,0.12
783,2014,29.6,43.5,rain,81.4,True,0.0,Brazil,0.48
784,2014,26.8,55.3,cloudy,69.6,True,0.0,Brazil,0.22
785,2014,33.3,87.5,clear,58.1,True,0.0,Brazil,0.12
786,2014,36.6,37.8,rain,61.2,True,0.0,Brazil,0.48
787,2014,16.8,39.3,cloudy,58.6,True,0.0,Brazil,0.22
788,2014,23.4,37.2,windy,55.4,False,0.18,Brazil,0.48
789,2014,15.9,85.6,windy,43.9,True,0.0,Brazil,0.48
790,2014,18.3,50.6,rain,56.0,True,0.0,Brazil,0.48
791,2014,19.2,57.6,rain,48.3,True,0.0,Brazil,0.48
792,2014,16.7,51.6,rain,41.7,True,0.0,Brazil,0.48
793,2014,16.7,42.9,cloudy,64.6,True,0.0,Brazil,0.22
794,2014,22.1,54.2,rain,63.1,True,0.0,Brazil,0.48
795,2014,15.7,96.0,clear,34.8,True,0.0,Brazil,0.12
796,2014,28.1,80.3,rain,56.4,True,0.0,Brazil,0.48
797,2014,17.5,44.4,windy,70.9,True,0.0,Brazil,0.48
798,2014,39.0,68.4,clear,71.8,True,0.0,Brazil,0.12
799,2014,20.3,44.7,hot,71.3,True,0.0,Brazil,0.62
800,2014,23.4,29.6,windy,58.5,True,0.0,Brazil,0.48
801,2014,15.2,74.3,clear,47.0,True,0.0,Brazil,0.12
802,2014,33.2,76.6,cloudy,43.9,True,0.0,Brazil,0.22
803,2014,29.7,74.7,windy,62.5,True,0.0,Brazil,0.48
