year,team,sponsor,matches,avg_roi,avg_fan_score,avg_sponsor_power,avg_commercial_momentum,total_media_reposts_k,total_event_attention_m,points
1990,Canada,Pepsi,2,2.735,0.209,0.422,0.32,249.1,84.54,1
1990,Croatia,Qatar Airways,3,2.947,0.362,0.483,0.476,492.43,153.91,7
1990,England,Emirates,1,2.798,0.512,0.575,0.577,120.95,48.63,3
1990,France,Emirates,3,2.626,0.238,0.622,0.437,250.16,112.44,6
1990,Germany,Pepsi,4,2.789,0.301,0.514,0.4,511.01,171.35,4
1990,Ghana,Visa,4,3.057,0.294,0.395,0.413,776.67,186.13,9
1990,Italy,Qatar Airways,2,2.899,0.275,0.431,0.438,270.61,92.64,6
1990,Japan,Samsung,5,3.033,0.485,0.343,0.427,840.92,263.94,4
1990,Mexico,Emirates,1,2.563,0.213,0.438,0.322,86.94,33.33,1
1990,Morocco,Emirates,1,2.344,0.277,0.278,0.272,112.63,35.89,0
1990,Netherlands,Puma,4,2.558,0.249,0.414,0.391,502.99,185.32,9
1990,Nigeria,Visa,3,2.823,0.412,0.554,0.454,477.91,114.93,3
1990,Portugal,Coca-Cola,3,2.515,0.236,0.494,0.39,273.54,108.61,6
1990,Qatar,Nike,4,2.601,0.174,0.335,0.296,354.75,154.68,6
1990,Saudi Arabia,Nike,2,3.222,0.744,0.397,0.52,352.55,89.44,1
1990,Senegal,Pepsi,1,2.563,0.388,0.555,0.428,86.94,33.33,1
1990,South Korea,Nike,2,2.262,0.246,0.723,0.502,178.63,71.28,6
1990,Spain,Pepsi,1,1.989,0.18,0.821,0.439,93.46,31.55,1
1990,USA,Samsung,2,2.921,0.296,0.517,0.434,441.2,95.05,3
1990,Uruguay,Pepsi,4,2.76,0.274,0.351,0.322,459.85,163.25,3
1994,Argentina,Nike,3,2.839,0.295,0.509,0.405,416.14,161.8,2
1994,Australia,Nike,5,2.902,0.302,0.427,0.379,653.53,212.13,6
1994,Belgium,Mastercard,1,3.023,0.33,0.509,0.411,162.88,58.04,0
1994,Brazil,Nike,4,2.609,0.328,0.704,0.512,589.44,175.24,8
1994,Canada,Pepsi,1,2.741,0.195,0.422,0.388,99.07,42.14,3
1994,Croatia,Qatar Airways,1,2.985,0.36,0.483,0.493,233.99,42.52,3
1994,England,Emirates,2,2.458,0.5,0.575,0.54,235.24,92.62,4
1994,France,Emirates,2,2.62,0.312,0.622,0.468,281.92,95.56,3
1994,Germany,Pepsi,1,2.741,0.283,0.514,0.353,99.07,42.14,0
1994,Ghana,Visa,1,2.367,0.242,0.395,0.403,134.19,41.55,3
1994,Italy,Qatar Airways,4,2.859,0.306,0.431,0.42,581.07,209.7,7
1994,Japan,Samsung,3,2.866,0.459,0.343,0.415,415.84,150.49,3
1994,Mexico,Emirates,3,2.796,0.309,0.438,0.409,639.37,122.78,5
1994,Morocco,Emirates,1,2.766,0.392,0.278,0.388,138.78,59.48,1
1994,Netherlands,Puma,2,2.924,0.344,0.414,0.415,464.95,112.0,2
1994,Nigeria,Visa,2,2.666,0.416,0.554,0.49,265.11,84.22,4
1994,Portugal,Coca-Cola,4,2.69,0.316,0.494,0.409,616.6,189.64,4
1994,Qatar,Nike,3,2.787,0.246,0.335,0.355,429.88,147.33,5
1994,Saudi Arabia,Nike,1,2.807,0.682,0.397,0.497,112.09,37.88,1
1994,Senegal,Pepsi,3,2.756,0.437,0.555,0.441,466.93,110.14,1
1994,South Korea,Nike,4,2.167,0.253,0.723,0.439,485.48,134.74,4
1994,Spain,Pepsi,4,2.479,0.244,0.821,0.468,600.38,160.05,2
1994,USA,Samsung,2,2.896,0.273,0.517,0.386,467.78,81.24,1
1994,Uruguay,Pepsi,1,2.809,0.288,0.351,0.336,140.83,41.05,1
1998,Argentina,Nike,3,2.861,0.232,0.509,0.348,276.69,134.3,1
1998,Australia,Nike,3,2.72,0.256,0.427,0.355,236.59,113.36,4
1998,Belgium,Mastercard,2,2.779,0.284,0.509,0.384,391.76,87.07,1
1998,Brazil,Nike,2,3.062,0.334,0.704,0.48,218.4,99.65,2
1998,Canada,Pepsi,3,2.708,0.19,0.422,0.332,383.88,112.86,4
1998,Croatia,Qatar Airways,5,2.836,0.349,0.483,0.468,805.94,243.18,12
1998,England,Emirates,4,2.452,0.458,0.575,0.461,450.12,147.9,3
1998,France,Emirates,2,2.545,0.268,0.622,0.452,295.87,73.87,4
1998,Germany,Pepsi,3,3.086,0.347,0.514,0.434,449.96,153.42,3
1998,Ghana,Visa,3,2.732,0.265,0.395,0.367,468.24,132.73,4
1998,Italy,Qatar Airways,4,2.619,0.254,0.431,0.369,611.77,157.57,6
1998,Japan,Samsung,1,2.785,0.414,0.343,0.452,78.72,46.62,3
1998,Mexico,Emirates,3,2.608,0.274,0.438,0.341,336.97,133.41,1
1998,Morocco,Emirates,4,2.629,0.282,0.278,0.368,457.4,147.13,12
1998,Netherlands,Puma,1,2.547,0.244,0.414,0.311,127.29,44.96,0
1998,Nigeria,Visa,2,2.662,0.374,0.554,0.466,182.75,74.45,4
1998,Portugal,Coca-Cola,3,2.546,0.279,0.494,0.354,426.48,120.98,0
1998,Qatar,Nike,5,2.7,0.205,0.335,0.309,704.7,199.35,6
1998,Saudi Arabia,Nike,7,2.922,0.716,0.397,0.549,788.01,320.09,13
1998,Senegal,Pepsi,2,2.847,0.489,0.555,0.52,308.91,97.55,3
1998,South Korea,Nike,3,2.222,0.246,0.723,0.438,247.68,109.63,3
1998,Spain,Pepsi,5,2.76,0.297,0.821,0.575,848.32,249.62,13
1998,Uruguay,Pepsi,2,2.432,0.232,0.351,0.267,205.93,65.2,0
2002,Argentina,Nike,1,2.577,0.193,0.509,0.314,116.16,32.83,0
2002,Australia,Nike,4,2.708,0.282,0.427,0.389,381.84,166.89,7
2002,Belgium,Mastercard,2,3.13,0.317,0.509,0.452,455.03,94.89,3
2002,Brazil,Nike,4,2.524,0.364,0.704,0.511,749.88,190.27,5
2002,Canada,Pepsi,4,2.629,0.22,0.422,0.37,477.73,183.0,7
2002,Croatia,Qatar Airways,3,2.682,0.278,0.483,0.419,280.4,119.62,7
2002,England,Emirates,5,2.654,0.518,0.575,0.554,607.66,248.99,11
2002,France,Emirates,1,2.635,0.317,0.622,0.42,146.56,48.37,0
2002,Germany,Pepsi,4,2.524,0.27,0.514,0.422,467.25,148.55,9
2002,Ghana,Visa,3,2.873,0.277,0.395,0.43,398.44,149.6,9
2002,Italy,Qatar Airways,3,2.748,0.243,0.431,0.36,355.74,122.77,4
2002,Japan,Samsung,2,2.529,0.42,0.343,0.456,222.18,88.89,6
2002,Morocco,Emirates,3,2.479,0.29,0.278,0.313,335.63,117.21,3
2002,Netherlands,Puma,3,2.509,0.19,0.414,0.308,253.13,112.79,2
2002,Nigeria,Visa,4,2.625,0.381,0.554,0.438,436.83,147.5,4
2002,Portugal,Coca-Cola,4,2.707,0.295,0.494,0.39,478.29,186.44,3
2002,Qatar,Nike,1,2.61,0.156,0.335,0.269,76.65,35.92,1
2002,Saudi Arabia,Nike,2,3.424,0.8,0.397,0.548,477.33,100.8,0
2002,Senegal,Pepsi,3,2.539,0.404,0.555,0.445,262.36,110.53,3
2002,South Korea,Nike,3,2.504,0.332,0.723,0.473,495.41,140.23,1
2002,Spain,Pepsi,2,2.54,0.324,0.821,0.515,426.32,102.2,1
2002,USA,Samsung,4,2.674,0.212,0.517,0.339,443.81,163.85,1
2002,Uruguay,Pepsi,3,2.687,0.26,0.351,0.343,340.53,113.22,5
2006,Argentina,Nike,2,2.779,0.237,0.509,0.389,234.6,85.99,3
2006,Australia,Nike,3,2.638,0.256,0.427,0.35,359.46,98.98,4
2006,Belgium,Mastercard,3,2.723,0.216,0.509,0.324,278.78,118.96,0
2006,Brazil,Nike,1,2.702,0.429,0.704,0.539,323.49,46.75,1
2006,Canada,Pepsi,2,2.452,0.224,0.422,0.415,320.43,83.11,6
2006,Croatia,Qatar Airways,4,2.917,0.339,0.483,0.417,639.84,185.63,4
2006,England,Emirates,2,2.302,0.427,0.575,0.48,143.8,69.08,4
2006,France,Emirates,2,2.848,0.368,0.622,0.514,533.56,92.09,4
2006,Germany,Pepsi,2,2.848,0.356,0.514,0.46,373.43,97.79,3
2006,Ghana,Visa,3,2.781,0.245,0.395,0.405,446.07,121.59,9
2006,Italy,Qatar Airways,3,2.72,0.262,0.431,0.395,381.31,132.86,6
2006,Japan,Samsung,1,2.927,0.475,0.343,0.434,132.0,54.75,1
2006,Mexico,Emirates,3,2.689,0.243,0.438,0.352,457.05,98.09,4
2006,Morocco,Emirates,3,2.502,0.315,0.278,0.339,325.11,136.0,4
2006,Netherlands,Puma,1,2.591,0.209,0.414,0.292,93.97,40.84,0
2006,Nigeria,Visa,1,3.151,0.5,0.554,0.485,193.6,54.67,0
2006,Portugal,Coca-Cola,2,2.393,0.254,0.494,0.35,185.88,80.47,1
2006,Qatar,Nike,2,2.593,0.158,0.335,0.252,202.02,67.17,1
2006,Saudi Arabia,Nike,3,2.992,0.728,0.397,0.539,455.16,131.79,4
2006,Senegal,Pepsi,1,3.151,0.534,0.555,0.598,193.6,54.67,3
2006,Spain,Pepsi,3,2.345,0.236,0.821,0.489,372.06,122.83,4
2006,USA,Samsung,3,2.649,0.202,0.517,0.322,357.48,112.53,0
2006,Uruguay,Pepsi,2,2.766,0.294,0.351,0.413,245.64,89.04,6
2010,Argentina,Nike,4,2.814,0.251,0.509,0.426,537.65,177.09,9
2010,Australia,Nike,3,2.858,0.322,0.427,0.399,360.55,144.81,4
2010,Belgium,Mastercard,2,2.606,0.239,0.509,0.351,279.9,79.0,1
2010,Brazil,Nike,2,2.364,0.264,0.704,0.401,257.07,62.17,0
2010,Canada,Pepsi,1,2.805,0.218,0.422,0.337,133.84,43.39,1
2010,Croatia,Qatar Airways,2,2.662,0.334,0.483,0.477,362.8,85.19,6
2010,France,Emirates,4,2.702,0.307,0.622,0.485,588.22,184.04,9
2010,Germany,Pepsi,3,2.832,0.32,0.514,0.438,413.33,138.8,5
2010,Ghana,Visa,3,2.608,0.227,0.395,0.374,381.29,116.99,7
2010,Italy,Qatar Airways,1,2.837,0.309,0.431,0.358,187.74,48.05,0
2010,Japan,Samsung,1,2.779,0.434,0.343,0.358,154.89,42.46,0
2010,Mexico,Emirates,2,2.539,0.202,0.438,0.352,217.09,56.44,4
2010,Morocco,Emirates,1,2.67,0.37,0.278,0.356,173.26,50.36,1
2010,Netherlands,Puma,4,2.596,0.242,0.414,0.319,604.27,167.25,1
2010,Nigeria,Visa,3,2.818,0.442,0.554,0.448,491.24,133.87,1
2010,Portugal,Coca-Cola,1,2.225,0.19,0.494,0.292,76.98,27.21,0
2010,Qatar,Nike,3,2.555,0.201,0.335,0.344,353.84,125.0,7
2010,Saudi Arabia,Nike,2,3.024,0.721,0.397,0.56,216.16,94.74,4
2010,Senegal,Pepsi,3,2.974,0.487,0.555,0.538,487.91,142.45,7
2010,Spain,Pepsi,2,2.694,0.25,0.821,0.457,200.68,94.3,0
2010,USA,Samsung,2,2.758,0.237,0.517,0.364,299.8,84.2,1
2010,Uruguay,Pepsi,3,2.765,0.295,0.351,0.346,379.81,132.67,3
2014,Argentina,Nike,4,2.503,0.192,0.509,0.343,336.57,145.32,4
2014,Australia,Nike,4,2.827,0.287,0.427,0.386,583.57,148.49,7
2014,Belgium,Mastercard,1,2.454,0.209,0.509,0.417,125.27,34.35,3
2014,Canada,Pepsi,2,2.614,0.204,0.422,0.314,242.13,83.13,1
2014,Croatia,Qatar Airways,3,2.597,0.298,0.483,0.385,366.62,123.98,3
2014,England,Emirates,4,2.624,0.473,0.575,0.547,457.56,160.71,12
2014,France,Emirates,3,2.468,0.245,0.622,0.435,279.83,113.28,6
2014,Ghana,Visa,1,2.747,0.224,0.395,0.294,101.53,41.12,0
2014,Japan,Samsung,2,2.334,0.372,0.343,0.385,281.39,59.73,4
2014,Mexico,Emirates,1,2.845,0.302,0.438,0.451,219.94,38.48,3
2014,Morocco,Emirates,4,2.516,0.296,0.278,0.33,493.17,156.61,6
2014,Netherlands,Puma,1,2.542,0.245,0.414,0.42,171.1,40.24,3
2014,Portugal,Coca-Cola,4,2.488,0.272,0.494,0.354,672.83,142.74,1
2014,Qatar,Nike,5,2.58,0.202,0.335,0.266,645.37,202.45,0
2014,Saudi Arabia,Nike,1,2.503,0.639,0.397,0.469,75.98,32.17,1
2014,Senegal,Pepsi,1,2.782,0.434,0.555,0.524,115.49,40.74,3
2014,South Korea,Nike,2,2.593,0.301,0.723,0.492,267.53,86.59,3
2014,Spain,Pepsi,2,2.138,0.226,0.821,0.487,183.74,85.09,3
2014,USA,Samsung,3,2.483,0.207,0.517,0.39,358.36,116.29,6
2014,Uruguay,Pepsi,2,2.85,0.297,0.351,0.36,357.2,77.25,3
2018,Argentina,Nike,4,2.56,0.2,0.509,0.326,410.5,144.79,1
2018,Australia,Nike,1,2.771,0.313,0.427,0.447,156.56,41.83,3
2018,Belgium,Mastercard,3,2.529,0.216,0.509,0.324,434.72,100.34,0
2018,Brazil,Nike,1,2.243,0.286,0.704,0.42,138.87,34.99,0
2018,Canada,Pepsi,3,2.926,0.249,0.422,0.375,425.74,149.03,4
2018,Croatia,Qatar Airways,1,2.566,0.225,0.483,0.405,60.04,31.63,3
2018,France,Emirates,2,2.609,0.273,0.622,0.406,216.66,85.29,1
2018,Germany,Pepsi,2,2.665,0.328,0.514,0.456,352.17,87.36,4
2018,Japan,Samsung,1,2.711,0.429,0.343,0.362,188.49,37.3,0
2018,Mexico,Emirates,2,2.66,0.24,0.438,0.358,171.8,79.26,3
2018,Morocco,Emirates,2,2.584,0.287,0.278,0.275,165.65,83.39,0
2018,Netherlands,Puma,3,2.73,0.263,0.414,0.409,402.16,146.11,7
2018,Nigeria,Visa,3,2.964,0.444,0.554,0.525,365.55,149.98,7
2018,Portugal,Coca-Cola,4,2.7,0.256,0.494,0.408,515.79,145.06,8
2018,Qatar,Nike,2,2.726,0.184,0.335,0.268,192.99,80.4,1
2018,Saudi Arabia,Nike,4,2.91,0.703,0.397,0.541,495.28,165.76,7
2018,Senegal,Pepsi,3,2.898,0.536,0.555,0.545,522.88,172.54,4
2018,South Korea,Nike,2,2.396,0.265,0.723,0.478,272.67,69.4,4
2018,Spain,Pepsi,2,2.83,0.292,0.821,0.519,325.04,98.96,2
2018,USA,Samsung,4,2.675,0.199,0.517,0.372,451.86,150.22,6
2018,Uruguay,Pepsi,1,2.467,0.278,0.351,0.402,91.5,44.38,3
2022,Argentina,Nike,3,2.91,0.282,0.509,0.416,500.56,143.16,4
2022,Australia,Nike,2,2.754,0.264,0.427,0.344,200.34,74.54,2
2022,Belgium,Mastercard,2,2.499,0.164,0.509,0.304,170.93,56.9,1
2022,Brazil,Nike,3,2.372,0.288,0.704,0.43,405.77,107.89,1
2022,Canada,Pepsi,4,2.541,0.168,0.422,0.322,432.37,139.19,6
2022,Croatia,Qatar Airways,4,2.767,0.286,0.483,0.366,408.66,163.35,2
2022,England,Emirates,3,3.09,0.565,0.575,0.555,446.43,172.68,4
2022,France,Emirates,4,2.693,0.27,0.622,0.432,492.92,160.86,5
2022,Germany,Pepsi,1,2.654,0.259,0.514,0.371,107.19,35.69,1
2022,Ghana,Visa,2,2.875,0.254,0.395,0.366,271.38,88.27,3
2022,Italy,Qatar Airways,1,2.644,0.242,0.431,0.418,85.06,44.46,3
2022,Japan,Samsung,7,2.727,0.414,0.343,0.388,946.76,280.15,8
2022,Mexico,Emirates,2,2.548,0.212,0.438,0.388,202.89,62.31,6
2022,Morocco,Emirates,1,2.935,0.337,0.278,0.31,140.92,46.49,0
2022,Netherlands,Puma,2,2.372,0.186,0.414,0.348,166.8,73.45,4
2022,Nigeria,Visa,2,2.422,0.389,0.554,0.457,249.8,73.65,3
2022,Qatar,Nike,3,2.509,0.188,0.335,0.273,347.41,116.22,2
2022,Saudi Arabia,Nike,1,2.929,0.73,0.397,0.603,125.22,47.45,3
2022,Senegal,Pepsi,3,2.833,0.461,0.555,0.454,384.59,136.11,1
2022,South Korea,Nike,1,2.993,0.359,0.723,0.515,257.06,42.35,1
2022,Spain,Pepsi,4,2.464,0.24,0.821,0.487,560.14,160.1,5
2022,USA,Samsung,2,2.694,0.212,0.517,0.377,281.73,75.1,3
2022,Uruguay,Pepsi,7,2.788,0.295,0.351,0.379,968.35,300.33,14
