panel_id,year,match_id,team,opponent,team_side,stage,sponsor,result_for_team,match_points,team_elo,core_player_rating,core_market_value_m,player_followers_m,event_attention_m,media_reposts_k,exposure_score,fan_score_panel,sponsor_spend_m,sponsor_power_index,brand_fit,activation_quality,commercial_momentum,predicted_roi,roi_per_million_spend,attention_segment,commercial_segment,weather,temperature_c,humidity,hashtag_mentions_k,video_views_m,sentiment_score,engagement_rate,fan_growth_7d_pct,text_signal_score,time_decay_attention,media_exposure_score,user_attention_score,social_interaction_score,sponsor_conversion_proxy,funnel_efficiency
1994_489_Switzerland,1994,489,Switzerland,Colombia,A,group_or_knockout,Adidas,loss,0,1632,72.7,48.1,17.05,52.73,115.56,0.376,0.522,31.4,0.904,0.774,0.888,0.574,3.755,0.12,Mid attention,Scalable,clear,22.4,46.1,99.42,60.7,0.141,0.1559,-1.7,0.223,44.52,0.3292,0.2539,0.2495,0.6077,1.8458
1994_490_United_States,1994,490,United States,Romania,A,group_or_knockout,Vivo,loss,0,1578,71.9,31.0,12.75,50.53,336.71,0.538,0.491,22.58,0.432,0.676,0.652,0.43,3.308,0.147,Mid attention,Scalable,rain,20.6,47.9,140.93,90.36,0.094,0.2576,8.68,0.186,53.68,0.5234,0.5259,0.4388,0.4016,0.7672
1994_491_Bolivia,1994,491,Bolivia,Spain,A,group_or_knockout,Qatar Airways,loss,0,1404,64.1,13.8,5.97,57.13,133.61,0.491,0.265,24.48,0.462,0.575,0.669,0.346,2.748,0.112,Low attention,Watchlist,rain,31.8,67.9,121.18,120.75,0.158,0.2368,3.23,0.222,59.04,0.4765,0.471,0.3211,0.1834,0.3849
1994_492_Germany,1994,492,Germany,South Korea,A,group_or_knockout,Coca-Cola,win,3,1798,81.3,65.9,22.15,59.33,174.37,0.522,0.722,29.19,0.759,0.859,0.907,0.727,4.157,0.142,High attention,Premium,clear,22.3,20.8,268.57,97.85,0.215,0.2248,4.02,0.221,58.23,0.4923,0.6102,0.3652,0.7801,1.5847
1994_493_Brazil,1994,493,Brazil,Sweden,A,group_or_knockout,Adidas,draw,1,1829,78.8,57.4,18.61,52.73,99.13,0.381,0.556,33.15,0.938,0.809,0.916,0.632,3.99,0.12,Mid attention,Premium,hot,36.8,28.2,272.18,86.38,0.238,0.2015,1.88,0.164,58.71,0.3565,0.5852,0.3112,0.6879,1.9294
1994_494_Republic_of_Ireland,1994,494,Republic of Ireland,Norway,A,group_or_knockout,McDonald's,draw,1,1503,66.8,21.0,11.42,48.33,142.69,0.38,0.358,22.06,0.441,0.646,0.669,0.388,3.108,0.141,Mid attention,Scalable,rain,23.5,53.5,111.44,84.13,0.219,0.27,2.79,0.136,42.69,0.3458,0.3172,0.3755,0.3406,0.9851
1994_495_Italy,1994,495,Italy,Mexico,A,group_or_knockout,Visa,draw,1,1755,77.8,61.6,11.04,52.73,116.03,0.392,0.364,33.4,0.799,0.761,0.842,0.514,3.517,0.105,Mid attention,Scalable,cloudy,33.7,82.8,168.91,77.66,0.144,0.2582,3.2,0.215,46.1,0.3559,0.4045,0.3173,0.5139,1.4441
1994_496_Russia,1994,496,Russia,Cameroon,A,group_or_knockout,Hyundai,win,3,1676,72.7,49.8,18.23,63.73,160.9,0.579,0.64,26.07,0.814,0.69,0.874,0.724,4.133,0.159,Mid attention,Premium,clear,25.1,51.0,150.59,61.85,0.235,0.3364,0.6,0.156,53.92,0.4667,0.4147,0.4374,0.6759,1.4482
1994_497_Belgium,1994,497,Belgium,Saudi Arabia,A,group_or_knockout,Visa,loss,0,1674,71.5,40.4,23.19,50.53,193.48,0.376,0.704,26.85,0.713,0.72,0.914,0.578,3.802,0.142,High attention,Scalable,clear,28.8,59.6,140.5,71.52,0.282,0.1342,1.11,0.268,49.32,0.3851,0.3743,0.3488,0.6218,1.6145
1994_498_Morocco,1994,498,Morocco,Netherlands,A,group_or_knockout,Mengniu,loss,0,1552,69.2,34.3,12.67,54.93,179.15,0.457,0.448,19.44,0.366,0.668,0.598,0.377,3.094,0.159,Mid attention,Watchlist,windy,18.7,76.1,259.03,113.72,0.244,0.0997,5.29,0.214,46.91,0.4801,0.5249,0.3003,0.3495,0.728
1994_499_Argentina,1994,499,Argentina,Bulgaria,A,group_or_knockout,Hyundai,loss,0,1753,76.8,58.0,19.5,52.73,176.68,0.385,0.613,30.74,0.903,0.813,0.936,0.609,4.078,0.133,Mid attention,Scalable,rain,17.9,91.7,140.97,102.64,0.153,0.307,-0.46,0.167,57.62,0.4408,0.4212,0.3924,0.7333,1.6637
1994_500_Greece,1994,500,Greece,Nigeria,A,group_or_knockout,Budweiser,loss,0,1521,66.0,32.8,9.21,52.73,91.77,0.343,0.305,30.87,0.736,0.686,0.866,0.428,3.246,0.105,Low attention,Scalable,windy,25.8,48.8,147.48,111.03,0.073,0.1612,3.73,0.135,46.91,0.3891,0.3999,0.2073,0.4204,1.0805
1994_501_Germany,1994,501,Germany,Belgium,A,group_or_knockout,Coca-Cola,win,3,1798,81.3,65.9,22.15,59.33,283.57,0.621,0.77,29.19,0.759,0.859,0.907,0.763,4.254,0.146,High attention,Premium,hot,28.9,57.7,140.82,65.18,0.07,0.4281,2.02,0.161,56.76,0.5248,0.4513,0.5037,0.8049,1.5336
1994_502_Spain,1994,502,Spain,Switzerland,A,group_or_knockout,Budweiser,win,3,1708,77.4,45.2,19.26,54.93,112.43,0.447,0.592,27.85,0.714,0.724,0.933,0.648,3.751,0.135,Mid attention,Premium,clear,23.2,87.2,219.78,85.57,0.088,0.1001,0.78,0.113,53.32,0.3856,0.4753,0.1879,0.612,1.587
1994_503_Romania,1994,503,Romania,Argentina,A,group_or_knockout,Qatar Airways,win,3,1634,73.6,37.4,11.0,59.33,260.11,0.548,0.466,19.84,0.414,0.75,0.711,0.517,3.351,0.169,Mid attention,Scalable,rain,15.3,33.6,78.83,98.5,0.182,0.2797,6.94,0.231,52.85,0.5586,0.4361,0.4421,0.5108,0.9144
1994_504_Saudi_Arabia,1994,504,Saudi Arabia,Sweden,A,group_or_knockout,Visa,loss,0,1543,68.2,34.6,13.01,57.13,217.32,0.474,0.487,27.16,0.698,0.648,0.864,0.508,3.557,0.131,Mid attention,Scalable,cloudy,14.8,74.4,153.64,67.01,0.208,0.2583,0.8,0.24,59.75,0.457,0.4698,0.4118,0.4921,1.0769
1994_505_Netherlands,1994,505,Netherlands,Republic of Ireland,A,group_or_knockout,Hisense,win,3,1746,75.8,49.9,15.97,52.73,177.12,0.368,0.52,32.27,0.781,0.811,0.856,0.63,3.758,0.116,Mid attention,Premium,rain,14.4,41.7,156.6,61.23,0.015,0.3812,0.43,0.121,54.27,0.3769,0.4206,0.3795,0.6147,1.6307
1994_506_United_States,1994,506,United States,Brazil,A,group_or_knockout,Vivo,loss,0,1578,71.9,31.0,12.75,50.53,113.66,0.359,0.394,22.58,0.432,0.676,0.652,0.361,2.99,0.132,Mid attention,Watchlist,clear,12.4,59.6,128.68,96.85,0.106,0.2236,2.41,0.119,53.25,0.3636,0.4164,0.2765,0.3179,0.8745
1994_507_Mexico,1994,507,Mexico,Bulgaria,A,group_or_knockout,Hyundai,draw,1,1612,72.1,37.6,18.89,52.73,157.22,0.493,0.589,28.5,0.853,0.712,0.897,0.636,3.782,0.133,Mid attention,Premium,clear,23.7,54.1,196.58,93.51,0.181,0.1641,1.19,0.215,52.63,0.4118,0.4545,0.2997,0.5939,1.442
1994_508_Nigeria,1994,508,Nigeria,Italy,A,group_or_knockout,Coca-Cola,loss,0,1585,75.3,31.3,8.19,54.93,137.58,0.451,0.312,26.63,0.705,0.744,0.906,0.439,3.313,0.124,Low attention,Scalable,rain,29.8,42.7,222.87,95.65,0.066,0.2339,2.81,0.05,51.95,0.4204,0.4972,0.2811,0.5127,1.2195
1994_509_Italy,1994,509,Italy,Spain,A,group_or_knockout,Visa,win,3,1755,77.8,61.6,11.04,54.93,158.25,0.437,0.396,33.4,0.799,0.761,0.842,0.601,3.52,0.105,Mid attention,Scalable,rain,22.9,42.3,115.94,68.5,0.2,0.2236,3.13,0.199,51.72,0.3941,0.4028,0.3473,0.5145,1.3057
1994_510_Netherlands,1994,510,Netherlands,Brazil,A,group_or_knockout,Hisense,loss,0,1746,75.8,49.9,15.97,59.33,158.09,0.514,0.552,32.27,0.781,0.811,0.856,0.568,3.704,0.115,Mid attention,Scalable,cloudy,9.4,62.4,300.81,92.48,0.125,0.2862,3.29,0.182,61.58,0.4716,0.6568,0.3544,0.6026,1.2779
1994_511_Bulgaria,1994,511,Bulgaria,Germany,A,group_or_knockout,Hisense,win,3,1502,65.2,28.9,10.5,54.93,88.7,0.364,0.351,33.88,0.787,0.675,0.918,0.567,2.925,0.086,Mid attention,Scalable,clear,21.9,73.9,115.61,51.08,0.084,0.2346,2.54,0.102,50.3,0.3141,0.3816,0.2576,0.3435,1.0936
1994_512_Romania,1994,512,Romania,Sweden,A,group_or_knockout,Qatar Airways,draw,1,1634,73.6,37.4,11.0,57.13,223.5,0.511,0.436,19.84,0.414,0.75,0.711,0.432,3.297,0.166,Mid attention,Scalable,clear,22.0,55.9,236.86,61.07,0.162,0.4073,1.33,0.219,53.55,0.4525,0.5011,0.4918,0.496,1.0961
1994_513_Bulgaria,1994,513,Bulgaria,Italy,A,group_or_knockout,Hisense,loss,0,1502,65.2,28.9,10.5,54.93,153.45,0.452,0.379,33.88,0.787,0.675,0.918,0.493,3.02,0.089,Mid attention,Scalable,windy,35.6,59.1,171.32,86.44,0.195,0.295,4.15,0.187,46.08,0.4182,0.4209,0.3881,0.3665,0.8763
1994_514_Sweden,1994,514,Sweden,Brazil,A,group_or_knockout,Budweiser,loss,0,1654,74.4,39.2,19.34,50.53,126.07,0.38,0.573,26.29,0.687,0.705,0.91,0.52,3.606,0.137,Mid attention,Scalable,cloudy,14.3,67.1,133.84,65.82,0.071,0.2432,2.57,0.107,51.78,0.325,0.4111,0.2818,0.5647,1.7379
1994_515_Sweden,1994,515,Sweden,Bulgaria,A,group_or_knockout,Budweiser,win,3,1654,74.4,39.2,19.34,57.13,139.55,0.487,0.62,26.29,0.687,0.705,0.91,0.657,3.771,0.143,Mid attention,Premium,cloudy,20.7,42.5,154.93,123.14,0.132,0.3264,1.76,0.197,46.14,0.4847,0.3704,0.3714,0.6057,1.2495
1994_516_Brazil,1994,516,Brazil,Italy,A,group_or_knockout,Adidas,draw,1,1829,78.8,57.4,18.61,48.33,152.69,0.384,0.552,33.15,0.938,0.809,0.916,0.631,3.996,0.121,Mid attention,Premium,cloudy,33.2,69.8,143.98,73.12,0.203,0.2011,5.91,0.143,54.93,0.3363,0.4974,0.3304,0.6905,2.053
1998_517_Brazil,1998,517,Brazil,Scotland,A,group_or_knockout,Adidas,win,3,1829,78.8,57.4,18.61,56.39,125.47,0.466,0.59,33.15,0.938,0.809,0.916,0.727,4.111,0.124,Mid attention,Premium,clear,25.7,71.1,178.47,56.88,0.08,0.2268,2.55,0.16,46.9,0.3645,0.4102,0.2748,0.7174,1.9681
1998_518_Morocco,1998,518,Morocco,Norway,A,group_or_knockout,Mengniu,draw,1,1552,69.2,34.3,12.67,58.59,89.04,0.429,0.431,19.44,0.366,0.668,0.598,0.399,3.11,0.16,Mid attention,Scalable,cloudy,26.4,96.0,139.84,54.09,-0.01,0.2151,5.09,0.016,53.78,0.3527,0.4716,0.2036,0.354,1.0039
1998_519_Cameroon,1998,519,Cameroon,Austria,A,group_or_knockout,Coca-Cola,draw,1,1542,68.0,29.1,10.52,54.19,173.55,0.479,0.384,31.97,0.771,0.693,0.92,0.528,3.273,0.102,Mid attention,Scalable,cloudy,23.7,52.0,153.55,99.86,0.003,0.1037,5.38,0.092,46.91,0.4475,0.4303,0.1925,0.4469,0.9987
1998_520_Italy,1998,520,Italy,Chile,A,group_or_knockout,Visa,draw,1,1755,77.8,61.6,11.04,58.59,193.62,0.561,0.433,33.4,0.799,0.761,0.842,0.571,3.63,0.109,Mid attention,Scalable,hot,25.0,50.7,145.17,65.79,0.114,0.1736,5.5,0.141,51.83,0.4505,0.4661,0.2999,0.5418,1.2028
1998_521_France,1998,521,France,South Africa,A,group_or_knockout,Qatar Airways,win,3,1748,77.8,46.5,18.67,56.39,152.38,0.438,0.603,24.02,0.51,0.801,0.711,0.582,3.733,0.155,Mid attention,Scalable,hot,27.7,70.3,125.03,64.52,0.024,0.1706,4.25,0.079,50.53,0.3969,0.4179,0.2312,0.6009,1.514
1998_522_Paraguay,1998,522,Paraguay,Bulgaria,A,group_or_knockout,Hyundai,draw,1,1578,69.9,30.5,12.88,49.79,103.17,0.334,0.389,26.2,0.812,0.667,0.921,0.517,3.739,0.143,Mid attention,Scalable,windy,18.1,71.1,121.93,72.24,0.121,0.1768,2.8,0.156,51.71,0.3107,0.4032,0.2461,0.5788,1.8632
1998_523_Saudi_Arabia,1998,523,Saudi Arabia,Denmark,A,group_or_knockout,Visa,loss,0,1543,68.2,34.6,13.01,51.99,152.32,0.452,0.427,27.16,0.698,0.648,0.864,0.481,3.44,0.127,Mid attention,Scalable,cloudy,28.3,49.4,117.16,64.64,0.323,0.2413,2.67,0.237,43.86,0.3565,0.3305,0.4093,0.4634,1.2998
1998_524_South_Korea,1998,524,South Korea,Mexico,A,group_or_knockout,McDonald's,loss,0,1548,70.3,20.2,12.83,58.59,111.11,0.457,0.445,25.44,0.51,0.67,0.723,0.425,3.156,0.124,Mid attention,Scalable,cloudy,14.8,51.5,158.46,99.69,0.018,0.3113,2.29,0.148,51.27,0.4402,0.425,0.2926,0.3633,0.8254
1998_525_Netherlands,1998,525,Netherlands,Belgium,A,group_or_knockout,Hisense,draw,1,1746,75.8,49.9,15.97,49.79,106.72,0.399,0.472,32.27,0.781,0.811,0.856,0.55,3.599,0.112,Mid attention,Scalable,rain,25.0,66.7,166.66,76.25,0.128,0.4049,-1.75,0.189,40.65,0.3196,0.2816,0.3989,0.5777,1.8076
1998_526_Spain,1998,526,Spain,Nigeria,A,group_or_knockout,Budweiser,loss,0,1708,77.4,45.2,19.26,60.79,140.78,0.495,0.641,27.85,0.714,0.724,0.933,0.575,3.845,0.138,Mid attention,Scalable,hot,24.1,44.8,188.22,63.52,0.369,0.1988,4.31,0.272,54.67,0.4269,0.5113,0.3947,0.6348,1.4868
1998_527_Argentina,1998,527,Argentina,Japan,A,group_or_knockout,Hyundai,win,3,1753,76.8,58.0,19.5,51.99,188.17,0.479,0.614,30.74,0.903,0.813,0.936,0.726,4.062,0.132,Mid attention,Premium,cloudy,19.3,51.4,255.86,99.83,0.197,0.2253,3.31,0.192,58.17,0.4384,0.5874,0.3666,0.7288,1.6625
1998_528_Jamaica,1998,528,Jamaica,Croatia,A,group_or_knockout,Adidas,loss,0,1562,70.7,37.4,8.73,58.59,151.26,0.492,0.354,33.24,0.901,0.601,0.904,0.53,3.54,0.106,Mid attention,Scalable,rain,22.9,59.4,101.29,85.17,0.119,0.3489,4.53,0.142,53.72,0.4482,0.4275,0.3878,0.4394,0.9804
1998_529_Serbia,1998,529,Serbia,Iran,A,group_or_knockout,Vivo,win,3,1559,68.8,36.3,15.31,51.99,131.06,0.409,0.478,23.55,0.481,0.729,0.727,0.519,3.169,0.135,Mid attention,Scalable,rain,19.3,73.9,175.63,88.08,0.141,0.1437,2.55,0.137,55.1,0.3767,0.4769,0.2517,0.4208,1.1171
1998_530_England,1998,530,England,Tunisia,A,group_or_knockout,McDonald's,win,3,1695,76.6,52.6,19.34,54.19,267.68,0.558,0.657,20.29,0.432,0.819,0.654,0.597,3.679,0.181,Mid attention,Scalable,rain,16.6,48.3,163.06,49.05,0.199,0.4381,4.2,0.213,51.28,0.4405,0.4581,0.5569,0.6154,1.3972
1998_531_Germany,1998,531,Germany,United States,A,group_or_knockout,Coca-Cola,win,3,1798,81.3,65.9,22.15,54.19,170.92,0.442,0.689,29.19,0.759,0.859,0.907,0.7,4.083,0.14,High attention,Premium,rain,20.9,28.5,199.62,92.9,0.326,0.4756,-0.09,0.258,51.04,0.4347,0.4245,0.5743,0.7627,1.7544
1998_532_Romania,1998,532,Romania,Colombia,A,group_or_knockout,Qatar Airways,win,3,1634,73.6,37.4,11.0,51.99,163.36,0.397,0.379,19.84,0.414,0.75,0.711,0.456,3.185,0.161,Mid attention,Scalable,clear,16.4,27.3,186.82,65.91,0.103,0.193,0.34,0.176,55.97,0.3669,0.4611,0.2878,0.4669,1.2725
1998_533_Brazil,1998,533,Brazil,Morocco,A,group_or_knockout,Adidas,win,3,1829,78.8,57.4,18.61,56.39,145.3,0.448,0.598,33.15,0.938,0.809,0.916,0.727,4.08,0.123,Mid attention,Premium,cloudy,24.9,37.8,162.56,86.99,0.08,0.1082,-2.4,0.121,44.53,0.4263,0.3009,0.211,0.7099,1.6652
1998_534_Scotland,1998,534,Scotland,Norway,A,group_or_knockout,Budweiser,draw,1,1529,67.9,31.6,17.66,54.19,131.04,0.439,0.554,26.35,0.683,0.686,0.905,0.555,3.568,0.135,Mid attention,Scalable,cloudy,16.1,37.0,169.98,69.74,0.018,0.2139,2.52,0.113,59.14,0.3685,0.5055,0.2426,0.5402,1.466
1998_535_Chile,1998,535,Chile,Austria,A,group_or_knockout,Hisense,draw,1,1622,72.9,38.6,16.65,54.19,83.96,0.352,0.507,27.36,0.7,0.681,0.911,0.527,3.558,0.13,Mid attention,Scalable,clear,27.3,55.5,135.16,118.95,0.167,0.3371,1.18,0.129,51.73,0.4089,0.3909,0.3575,0.5304,1.2973
1998_536_Italy,1998,536,Italy,Cameroon,A,group_or_knockout,Visa,win,3,1755,77.8,61.6,11.04,56.39,211.36,0.521,0.428,33.4,0.799,0.761,0.842,0.628,3.66,0.11,Mid attention,Premium,hot,15.9,39.0,197.49,67.67,0.016,0.4141,0.9,0.153,51.11,0.4467,0.4381,0.4236,0.5492,1.2295
1998_537_France,1998,537,France,Saudi Arabia,A,group_or_knockout,Qatar Airways,win,3,1748,77.8,46.5,18.67,58.59,189.82,0.499,0.633,24.02,0.51,0.801,0.711,0.604,3.77,0.157,Mid attention,Scalable,cloudy,19.6,46.8,110.04,122.26,0.11,0.3566,3.5,0.135,64.83,0.5351,0.5139,0.414,0.6109,1.1417
1998_538_South_Africa,1998,538,South Africa,Denmark,A,group_or_knockout,Qatar Airways,draw,1,1530,68.0,32.2,12.38,54.19,147.28,0.468,0.422,26.15,0.519,0.668,0.76,0.454,3.013,0.115,Mid attention,Scalable,clear,19.3,45.6,197.69,113.44,0.065,0.398,1.91,0.102,48.9,0.4486,0.4349,0.393,0.3355,0.7479
1998_539_Nigeria,1998,539,Nigeria,Bulgaria,A,group_or_knockout,Coca-Cola,win,3,1585,75.3,31.3,8.19,51.99,142.97,0.344,0.296,26.63,0.705,0.744,0.906,0.514,3.353,0.126,Low attention,Scalable,rain,31.0,51.0,155.28,75.25,0.264,0.1371,-0.21,0.262,58.85,0.3659,0.4484,0.3097,0.5233,1.4304
1998_540_Spain,1998,540,Spain,Paraguay,A,group_or_knockout,Budweiser,draw,1,1708,77.4,45.2,19.26,49.79,174.85,0.384,0.588,27.85,0.714,0.724,0.933,0.568,3.832,0.138,Mid attention,Scalable,rain,25.0,79.2,132.43,64.49,0.105,0.1191,8.14,0.155,55.62,0.3532,0.5264,0.2485,0.6322,1.7897
1998_541_Belgium,1998,541,Belgium,Mexico,A,group_or_knockout,Visa,draw,1,1674,71.5,40.4,23.19,58.59,108.34,0.415,0.717,26.85,0.713,0.72,0.914,0.623,3.784,0.141,High attention,Premium,rain,21.7,68.6,166.07,81.75,0.196,0.1563,2.72,0.209,51.35,0.4103,0.4391,0.2694,0.6169,1.5036
1998_542_Japan,1998,542,Japan,Croatia,A,group_or_knockout,Adidas,loss,0,1586,72.8,37.0,11.9,51.99,125.95,0.376,0.386,29.47,0.859,0.648,0.855,0.506,3.646,0.124,Mid attention,Scalable,clear,26.0,58.3,150.09,113.66,-0.004,0.3353,0.53,0.119,46.93,0.4124,0.3541,0.308,0.4969,1.2047
1998_543_Netherlands,1998,543,Netherlands,South Korea,A,group_or_knockout,Hisense,win,3,1746,75.8,49.9,15.97,60.79,126.38,0.504,0.548,32.27,0.781,0.811,0.856,0.664,3.755,0.116,Mid attention,Premium,hot,10.4,50.6,252.59,103.61,0.169,0.359,1.39,0.179,65.19,0.4781,0.6148,0.4003,0.6141,1.2845
1998_544_Argentina,1998,544,Argentina,Jamaica,A,group_or_knockout,Hyundai,win,3,1753,76.8,58.0,19.5,60.79,285.27,0.596,0.71,30.74,0.903,0.813,0.936,0.784,4.251,0.138,High attention,Premium,clear,22.7,51.1,409.85,97.76,0.036,0.3463,2.44,0.111,51.7,0.59,0.6596,0.4368,0.7745,1.3127
1998_545_Germany,1998,545,Germany,Serbia,A,group_or_knockout,Coca-Cola,draw,1,1798,81.3,65.9,22.15,58.59,213.95,0.523,0.735,29.19,0.759,0.859,0.907,0.665,4.213,0.144,High attention,Premium,cloudy,35.0,63.2,238.78,55.47,0.114,0.3909,2.43,0.189,61.14,0.45,0.5836,0.4537,0.794,1.7646
1998_546_United_States,1998,546,United States,Iran,A,group_or_knockout,Vivo,loss,0,1578,71.9,31.0,12.75,56.39,86.97,0.418,0.419,22.58,0.432,0.676,0.652,0.381,3.051,0.135,Mid attention,Scalable,clear,23.8,67.3,147.08,112.9,0.377,0.3211,5.53,0.313,46.61,0.422,0.4242,0.4422,0.3342,0.7918
1998_547_Colombia,1998,547,Colombia,Tunisia,A,group_or_knockout,Vivo,win,3,1650,74.7,50.9,8.73,51.99,97.24,0.385,0.29,18.25,0.396,0.764,0.653,0.414,3.31,0.181,Low attention,Scalable,cloudy,23.4,43.5,182.82,52.46,0.249,0.3798,2.63,0.218,44.4,0.2957,0.3942,0.4301,0.5059,1.7108
1998_548_Romania,1998,548,Romania,England,A,group_or_knockout,Qatar Airways,win,3,1634,73.6,37.4,11.0,56.39,155.28,0.439,0.402,19.84,0.414,0.75,0.711,0.473,3.245,0.164,Mid attention,Scalable,rain,26.3,58.6,200.46,54.19,0.143,0.1755,6.7,0.227,54.14,0.3831,0.5541,0.289,0.4829,1.2607
1998_549_Brazil,1998,549,Brazil,Norway,A,group_or_knockout,Adidas,loss,0,1829,78.8,57.4,18.61,56.39,141.18,0.477,0.597,33.15,0.938,0.809,0.916,0.632,4.078,0.123,Mid attention,Premium,cloudy,28.4,25.5,134.42,70.9,0.476,0.4196,1.89,0.319,59.13,0.3982,0.4635,0.5851,0.7095,1.7816
1998_550_Chile,1998,550,Chile,Cameroon,A,group_or_knockout,Hisense,draw,1,1622,72.9,38.6,16.65,54.19,106.88,0.429,0.517,27.36,0.7,0.681,0.911,0.545,3.637,0.133,Mid attention,Scalable,cloudy,11.0,61.4,118.78,82.29,0.065,0.2227,3.7,0.072,56.69,0.3695,0.456,0.2533,0.5502,1.489
1998_551_Italy,1998,551,Italy,Austria,A,group_or_knockout,Visa,win,3,1755,77.8,61.6,11.04,56.39,277.78,0.557,0.457,33.4,0.799,0.761,0.842,0.645,3.66,0.11,Mid attention,Premium,rain,12.9,70.2,166.75,116.38,0.273,0.2978,4.95,0.161,56.35,0.5727,0.5157,0.5056,0.5492,0.9588
1998_552_Scotland,1998,552,Scotland,Morocco,A,group_or_knockout,Budweiser,loss,0,1529,67.9,31.6,17.66,56.39,175.88,0.495,0.587,26.35,0.683,0.686,0.905,0.544,3.635,0.138,Mid attention,Scalable,rain,24.3,53.5,207.31,108.67,0.003,0.2645,5.31,0.037,49.51,0.4832,0.5002,0.2979,0.5576,1.154
1998_553_France,1998,553,France,Denmark,A,group_or_knockout,Qatar Airways,win,3,1748,77.8,46.5,18.67,56.39,184.06,0.494,0.617,24.02,0.51,0.801,0.711,0.597,3.725,0.155,Mid attention,Scalable,clear,18.7,87.1,113.22,65.24,0.132,0.2225,5.55,0.137,52.42,0.4221,0.4428,0.3333,0.5993,1.4197
1998_554_Nigeria,1998,554,Nigeria,Paraguay,A,group_or_knockout,Coca-Cola,loss,0,1585,75.3,31.3,8.19,58.59,137.94,0.536,0.334,26.63,0.705,0.744,0.906,0.463,3.41,0.128,Mid attention,Scalable,windy,30.9,43.9,146.99,81.07,0.021,0.1809,2.23,0.09,50.89,0.4317,0.4104,0.2271,0.5374,1.2447
1998_555_South_Africa,1998,555,South Africa,Saudi Arabia,A,group_or_knockout,Qatar Airways,draw,1,1530,68.0,32.2,12.38,58.59,204.96,0.522,0.474,26.15,0.519,0.668,0.76,0.484,3.134,0.12,Mid attention,Scalable,rain,21.1,61.5,203.11,112.16,0.182,0.232,2.79,0.2,51.54,0.531,0.4754,0.3752,0.3663,0.6899
1998_556_Spain,1998,556,Spain,Bulgaria,A,group_or_knockout,Budweiser,win,3,1708,77.4,45.2,19.26,65.19,167.47,0.565,0.679,27.85,0.714,0.724,0.933,0.702,3.922,0.141,High attention,Premium,windy,11.4,57.4,197.9,103.34,0.162,0.2321,-2.41,0.165,58.43,0.5494,0.4504,0.3419,0.6542,1.1906
1998_557_Belgium,1998,557,Belgium,South Korea,A,group_or_knockout,Visa,draw,1,1674,71.5,40.4,23.19,54.19,143.05,0.413,0.705,26.85,0.713,0.72,0.914,0.618,3.815,0.142,High attention,Scalable,windy,15.4,56.4,231.96,61.06,0.125,0.3026,2.39,0.187,53.95,0.3642,0.516,0.3552,0.6244,1.7146
1998_558_Germany,1998,558,Germany,Iran,A,group_or_knockout,Coca-Cola,win,3,1798,81.3,65.9,22.15,54.19,183.75,0.432,0.695,29.19,0.759,0.859,0.907,0.7,4.145,0.142,High attention,Premium,hot,6.5,56.2,114.39,76.67,0.265,0.1676,5.09,0.208,46.32,0.4194,0.3853,0.3565,0.7778,1.8547
1998_559_Netherlands,1998,559,Netherlands,Mexico,A,group_or_knockout,Hisense,draw,1,1746,75.8,49.9,15.97,58.59,106.11,0.425,0.525,32.27,0.781,0.811,0.856,0.575,3.71,0.115,Mid attention,Scalable,rain,21.6,59.7,316.91,100.41,0.099,0.2296,4.68,0.138,46.6,0.4375,0.5658,0.2724,0.6038,1.3802
1998_560_United_States,1998,560,United States,Serbia,A,group_or_knockout,Vivo,loss,0,1578,71.9,31.0,12.75,51.99,232.34,0.443,0.455,22.58,0.432,0.676,0.652,0.399,3.12,0.138,Mid attention,Scalable,cloudy,21.9,71.6,106.33,112.57,0.189,0.1581,2.62,0.15,53.51,0.4918,0.4015,0.3484,0.352,0.7157
1998_561_Argentina,1998,561,Argentina,Croatia,A,group_or_knockout,Hyundai,win,3,1753,76.8,58.0,19.5,51.99,156.35,0.416,0.6,30.74,0.903,0.813,0.936,0.71,4.023,0.131,Mid attention,Premium,clear,20.5,80.0,94.04,91.52,0.238,0.0926,6.37,0.238,40.96,0.4013,0.3408,0.2782,0.7197,1.7935
1998_562_Colombia,1998,562,Colombia,England,A,group_or_knockout,Vivo,loss,0,1650,74.7,50.9,8.73,54.19,221.66,0.494,0.358,18.25,0.396,0.764,0.653,0.36,3.4,0.186,Mid attention,Watchlist,cloudy,29.5,58.0,160.42,49.91,0.008,0.2379,1.99,0.043,61.21,0.4067,0.5063,0.3128,0.5306,1.3045
1998_563_Japan,1998,563,Japan,Jamaica,A,group_or_knockout,Adidas,loss,0,1586,72.8,37.0,11.9,56.39,119.24,0.445,0.41,29.47,0.859,0.648,0.855,0.528,3.735,0.127,Mid attention,Scalable,rain,30.2,71.0,127.57,102.43,0.081,0.6866,1.3,0.186,51.1,0.4304,0.3805,0.5684,0.5186,1.2051
1998_564_Romania,1998,564,Romania,Tunisia,A,group_or_knockout,Qatar Airways,draw,1,1634,73.6,37.4,11.0,54.19,119.58,0.398,0.373,19.84,0.414,0.75,0.711,0.388,3.198,0.161,Mid attention,Scalable,cloudy,22.0,46.8,161.23,66.44,0.162,0.248,1.82,0.162,42.4,0.3546,0.3454,0.321,0.4695,1.3239
