match_id,year,team_a,team_b,event_attention_m,media_reposts_k,stage,hashtag_mentions_k,video_views_m,sentiment_score,engagement_rate,fan_growth_7d_pct,news_sentiment_score,narrative_topic,text_signal_score,time_decay_attention
207,1970,Germany,Morocco,46.18,124.1,tournament,172.12,70.84,-0.038,0.4946,-0.09,-0.112,real_news_reference,-0.018,39.77
208,1970,Italy,Sweden,41.78,114.25,tournament,142.55,80.54,0.112,0.1081,2.09,0.12,real_news_reference,0.115,45.9
209,1970,Belgium,Russia,50.58,138.2,tournament,100.06,66.42,0.097,0.3065,4.07,0.076,real_news_reference,0.108,47.1
210,1970,Czechoslovakia,Romania,46.18,196.17,tournament,82.75,86.26,0.306,0.2297,1.39,0.131,real_news_reference,0.22,42.19
211,1970,Italy,Uruguay,39.58,80.47,tournament,154.13,43.16,0.191,0.2484,4.21,0.148,real_news_reference,0.177,41.62
212,1970,Morocco,Peru,46.18,104.76,tournament,132.62,75.22,0.03,0.28,2.87,0.29,real_news_reference,0.172,46.5
213,1970,Brazil,England,41.78,57.46,tournament,91.02,57.97,0.101,0.1357,2.34,0.172,real_news_reference,0.136,37.76
214,1970,Bulgaria,Germany,54.98,137.32,tournament,156.79,88.02,0.304,0.1692,5.31,0.175,real_news_reference,0.232,50.76
215,1970,Israel,Sweden,43.98,112.5,tournament,144.71,45.74,0.22,0.2731,-0.85,0.188,real_news_reference,0.211,40.77
216,1970,Mexico,El Salvador,48.38,119.86,tournament,142.36,103.51,0.056,0.2334,1.38,0.218,real_news_reference,0.147,39.94
217,1970,Brazil,Romania,50.58,197.1,tournament,103.09,105.11,0.121,0.3273,5.39,0.184,real_news_reference,0.17,43.63
218,1970,El Salvador,Russia,43.98,159.93,tournament,211.69,86.83,0.125,0.2076,6.64,0.171,real_news_reference,0.154,42.82
219,1970,Germany,Peru,48.38,141.3,tournament,186.82,99.69,0.094,0.4625,7.6,0.205,real_news_reference,0.181,51.35
220,1970,Sweden,Uruguay,41.78,107.62,tournament,115.42,45.57,-0.023,0.2308,2.91,-0.046,real_news_reference,-0.008,38.89
221,1970,Bulgaria,Morocco,43.98,167.51,tournament,122.73,68.38,0.08,0.3171,3.76,0.315,real_news_reference,0.209,40.37
222,1970,Czechoslovakia,England,41.78,118.73,tournament,137.32,54.87,0.287,0.1542,4.52,0.275,real_news_reference,0.268,42.37
223,1970,Israel,Italy,39.58,89.95,tournament,89.65,81.28,0.11,0.1806,5.48,0.165,real_news_reference,0.142,33.11
224,1970,Mexico,Belgium,41.78,73.84,tournament,136.06,47.89,0.138,0.3179,3.46,0.035,real_news_reference,0.11,38.32
225,1970,Brazil,Peru,52.78,133.29,tournament,113.69,62.59,0.162,0.2257,4.74,0.245,real_news_reference,0.206,45.12
226,1970,England,Germany,50.58,178.55,tournament,149.29,90.68,0.37,0.2569,3.77,0.093,real_news_reference,0.234,51.32
227,1970,Mexico,Italy,50.58,273.41,tournament,113.46,51.37,0.149,0.5529,3.9,0.191,real_news_reference,0.208,41.5
228,1970,Russia,Uruguay,41.78,121.47,tournament,94.91,77.38,0.258,0.2728,0.87,0.045,real_news_reference,0.164,39.32
229,1970,Brazil,Uruguay,48.38,111.59,tournament,219.32,60.41,0.088,0.221,2.11,0.326,real_news_reference,0.208,48.12
230,1970,Germany,Italy,54.98,112.75,tournament,167.63,96.72,0.122,0.3582,1.7,0.033,real_news_reference,0.106,59.39
231,1970,Germany,Uruguay,41.78,139.35,tournament,132.19,85.02,0.149,0.2854,0.3,0.154,real_news_reference,0.165,43.49
232,1970,Brazil,Italy,50.58,88.19,tournament,91.9,85.61,0.071,0.3146,-0.67,-0.022,real_news_reference,0.054,56.62
233,1974,Brazil,Yugoslavia,41.04,136.82,tournament,106.2,48.28,0.128,0.2084,1.91,0.145,real_news_reference,0.144,42.06
234,1974,DR Congo,Scotland,45.44,163.26,tournament,153.19,43.8,0.237,0.1954,2.25,0.114,real_news_reference,0.177,41.16
235,1974,German DR,Australia,45.44,146.72,tournament,143.3,43.53,0.068,0.1248,3.02,0.239,real_news_reference,0.151,39.23
236,1974,Germany,Chile,43.24,116.19,tournament,75.81,43.91,0.148,0.1768,3.97,0.114,real_news_reference,0.136,34.61
237,1974,Italy,Haiti,49.84,166.83,tournament,157.69,82.42,0.219,0.2693,3.2,0.239,real_news_reference,0.233,43.86
238,1974,Poland,Argentina,52.04,156.0,tournament,171.34,70.39,0.066,0.3303,2.26,0.066,real_news_reference,0.092,43.15
239,1974,Sweden,Bulgaria,41.04,94.32,tournament,169.95,49.91,0.258,0.3138,0.88,0.126,real_news_reference,0.204,37.47
240,1974,Uruguay,Netherlands,45.44,218.0,tournament,115.88,53.85,0.155,0.2512,4.64,0.127,real_news_reference,0.152,46.94
241,1974,Chile,German DR,45.44,117.67,tournament,77.94,96.93,0.132,0.386,2.59,0.188,real_news_reference,0.183,46.76
242,1974,Germany,Australia,47.64,169.17,tournament,111.55,50.23,-0.053,0.615,1.89,0.178,real_news_reference,0.118,42.62
243,1974,Scotland,Brazil,41.04,59.58,tournament,93.72,53.2,0.111,0.3027,2.41,0.206,real_news_reference,0.173,39.52
244,1974,Yugoslavia,DR Congo,60.84,248.55,tournament,219.74,92.05,0.185,0.1218,1.26,0.169,real_news_reference,0.171,52.2
245,1974,Argentina,Italy,45.44,195.91,tournament,69.21,40.92,0.323,0.1803,1.69,0.201,real_news_reference,0.254,43.67
246,1974,Bulgaria,Uruguay,45.44,130.94,tournament,122.03,95.3,0.205,0.2694,1.62,0.076,real_news_reference,0.153,43.79
247,1974,Haiti,Poland,56.44,188.6,tournament,242.17,58.07,0.261,0.2467,2.2,0.179,real_news_reference,0.223,50.15
248,1974,Netherlands,Sweden,41.04,137.13,tournament,123.51,73.35,0.027,0.1012,4.18,0.277,real_news_reference,0.147,35.84
249,1974,Australia,Chile,41.04,97.96,tournament,154.26,70.49,0.135,0.4149,3.65,0.014,real_news_reference,0.109,46.48
250,1974,DR Congo,Brazil,47.64,158.68,tournament,94.94,92.98,0.27,0.2915,6.05,0.187,real_news_reference,0.235,46.37
251,1974,Germany,German DR,43.24,98.53,tournament,87.03,75.53,0.059,0.2102,5.34,0.202,real_news_reference,0.138,42.48
252,1974,Scotland,Yugoslavia,45.44,109.5,tournament,195.53,86.35,0.245,0.2575,6.91,0.265,real_news_reference,0.255,35.57
253,1974,Argentina,Haiti,52.04,203.89,tournament,160.34,75.33,0.221,0.235,3.97,0.206,real_news_reference,0.216,44.0
254,1974,Bulgaria,Netherlands,52.04,195.37,tournament,160.43,79.9,0.176,0.2387,3.94,0.156,real_news_reference,0.173,47.27
255,1974,Poland,Italy,47.64,111.71,tournament,108.22,86.33,0.115,0.1241,1.78,0.183,real_news_reference,0.147,53.73
256,1974,Sweden,Uruguay,47.64,110.86,tournament,146.77,78.08,0.049,0.2709,4.53,0.089,real_news_reference,0.089,40.16
257,1974,Brazil,German DR,43.24,103.13,tournament,97.54,67.67,0.326,0.2083,1.42,0.117,real_news_reference,0.22,38.45
258,1974,Germany,Yugoslavia,45.44,159.42,tournament,183.66,53.04,0.211,0.304,-0.29,0.041,real_news_reference,0.144,51.64
259,1974,Netherlands,Argentina,49.84,107.64,tournament,296.12,61.58,0.182,0.2006,6.01,0.267,real_news_reference,0.222,47.51
260,1974,Sweden,Poland,43.24,136.54,tournament,146.61,59.07,0.107,0.1564,0.18,0.184,real_news_reference,0.147,38.68
261,1974,Argentina,Brazil,47.64,167.8,tournament,122.11,43.45,0.152,0.2065,3.72,0.075,real_news_reference,0.123,48.04
262,1974,German DR,Netherlands,45.44,126.68,tournament,72.46,65.55,0.165,0.4143,0.95,0.17,real_news_reference,0.192,43.56
263,1974,Germany,Sweden,54.24,205.66,tournament,106.94,49.01,0.188,0.3398,5.17,0.241,real_news_reference,0.227,61.0
264,1974,Poland,Yugoslavia,47.64,125.02,tournament,211.11,77.87,0.222,0.3161,5.45,0.228,real_news_reference,0.234,38.59
265,1974,Argentina,German DR,45.44,122.3,tournament,105.54,82.48,0.07,0.3239,3.91,0.074,real_news_reference,0.097,48.38
266,1974,Germany,Poland,43.24,93.99,tournament,118.4,70.52,0.001,0.1759,5.42,-0.103,real_news_reference,-0.028,38.07
267,1974,Netherlands,Brazil,45.44,172.64,tournament,160.81,81.86,0.157,0.272,2.82,0.18,real_news_reference,0.179,48.64
268,1974,Sweden,Yugoslavia,47.64,109.84,tournament,207.32,42.88,-0.027,0.3403,7.49,0.077,real_news_reference,0.057,51.7
269,1974,Brazil,Poland,43.24,136.28,tournament,123.58,42.26,0.116,0.1053,4.37,0.198,real_news_reference,0.152,46.95
270,1974,Germany,Netherlands,47.64,133.45,tournament,129.35,86.13,0.097,0.5728,0.91,0.224,real_news_reference,0.202,52.02
271,1978,Germany,Poland,42.5,90.44,tournament,129.98,82.61,0.197,0.2327,2.95,0.237,real_news_reference,0.219,44.14
272,1978,Argentina,Hungary,49.1,118.31,tournament,126.08,90.0,0.346,0.1281,2.48,0.288,real_news_reference,0.298,40.82
273,1978,France,Italy,49.1,206.66,tournament,127.79,86.51,-0.046,0.0607,2.27,0.247,real_news_reference,0.097,39.22
274,1978,Mexico,Tunisia,51.3,155.11,tournament,170.83,93.35,0.376,0.1633,-0.68,0.288,real_news_reference,0.315,46.31
275,1978,Austria,Spain,49.1,105.77,tournament,154.5,91.4,0.125,0.2518,3.61,0.258,real_news_reference,0.198,47.05
276,1978,Brazil,Sweden,46.9,145.99,tournament,240.07,86.38,0.183,0.2379,-0.11,0.265,real_news_reference,0.225,41.69
277,1978,Iran,Netherlands,49.1,134.69,tournament,164.61,91.3,0.007,0.5201,-2.5,0.145,real_news_reference,0.12,51.42
278,1978,Peru,Scotland,51.3,385.61,tournament,205.51,51.11,0.248,0.3932,2.08,0.045,real_news_reference,0.171,53.36
279,1978,Argentina,France,49.1,151.97,tournament,112.85,48.23,0.152,0.2457,1.21,0.347,real_news_reference,0.249,55.48
280,1978,Germany,Mexico,55.7,143.08,tournament,190.81,76.28,0.142,0.1965,0.99,0.153,real_news_reference,0.152,51.48
281,1978,Hungary,Italy,51.3,218.18,tournament,128.63,81.36,-0.046,0.115,-3.72,0.246,real_news_reference,0.102,54.52
282,1978,Poland,Tunisia,44.7,76.29,tournament,148.24,84.55,0.155,0.2917,1.01,0.104,real_news_reference,0.146,46.79
283,1978,Austria,Sweden,44.7,131.16,tournament,159.51,59.68,0.233,0.2327,2.44,0.225,real_news_reference,0.229,50.78
284,1978,Brazil,Spain,42.5,212.29,tournament,129.28,53.45,0.124,0.2656,1.47,-0.047,real_news_reference,0.061,44.99
285,1978,Iran,Scotland,46.9,129.73,tournament,257.2,89.85,0.266,0.3818,3.61,0.115,real_news_reference,0.21,41.37
286,1978,Netherlands,Peru,42.5,74.75,tournament,182.45,52.03,0.261,0.1599,5.72,0.14,real_news_reference,0.196,33.38
287,1978,Argentina,Italy,44.7,114.33,tournament,180.24,87.93,0.084,0.2027,3.88,0.185,real_news_reference,0.141,50.45
288,1978,France,Hungary,51.3,220.29,tournament,186.56,57.98,0.308,0.0766,4.96,0.234,real_news_reference,0.252,53.24
289,1978,Germany,Tunisia,42.5,134.94,tournament,198.41,58.11,0.153,0.2784,5.13,0.061,real_news_reference,0.124,45.58
290,1978,Mexico,Poland,51.3,115.91,tournament,107.6,72.92,0.153,0.2586,0.66,0.201,real_news_reference,0.185,54.66
291,1978,Austria,Brazil,44.7,105.44,tournament,189.15,57.63,0.158,0.2862,3.72,0.246,real_news_reference,0.21,46.71
292,1978,Iran,Peru,53.5,130.71,tournament,125.45,48.38,0.155,0.4251,4.89,0.336,real_news_reference,0.263,56.2
293,1978,Netherlands,Scotland,53.5,169.16,tournament,139.57,64.53,-0.115,0.1929,1.88,0.205,real_news_reference,0.06,59.63
294,1978,Spain,Sweden,44.7,185.8,tournament,154.52,59.85,0.13,0.3371,1.14,0.111,real_news_reference,0.142,49.58
295,1978,Argentina,Poland,46.9,179.95,tournament,191.77,61.33,0.012,0.1718,3.91,0.046,real_news_reference,0.043,42.98
296,1978,Austria,Netherlands,55.7,180.85,tournament,125.41,107.01,0.311,0.2938,-0.31,0.294,real_news_reference,0.302,44.07
297,1978,Brazil,Peru,49.1,96.64,tournament,129.76,47.21,0.307,0.0919,0.52,0.207,real_news_reference,0.24,38.98
298,1978,Germany,Italy,42.5,83.74,tournament,130.83,59.74,0.233,0.3868,1.4,0.146,real_news_reference,0.209,39.98
299,1978,Argentina,Brazil,42.5,141.01,tournament,121.86,40.32,0.124,0.5366,3.75,0.019,real_news_reference,0.118,45.93
300,1978,Austria,Italy,44.7,87.64,tournament,166.25,94.31,0.047,0.204,3.26,0.074,real_news_reference,0.075,48.51
301,1978,Germany,Netherlands,51.3,137.62,tournament,363.82,98.87,0.082,0.2175,4.97,0.199,real_news_reference,0.148,47.48
302,1978,Peru,Poland,44.7,139.09,tournament,149.13,97.3,0.342,0.1339,0.86,0.176,real_news_reference,0.246,39.72
303,1978,Argentina,Peru,55.7,115.75,tournament,139.24,116.03,0.079,0.3219,0.75,-0.008,real_news_reference,0.064,53.6
304,1978,Austria,Germany,53.5,114.77,tournament,116.23,70.11,-0.087,0.2856,3.9,0.199,real_news_reference,0.079,57.76
305,1978,Brazil,Poland,51.3,142.78,tournament,142.08,92.29,0.251,0.2295,1.12,0.023,real_news_reference,0.146,51.77
306,1978,Italy,Netherlands,49.1,161.56,tournament,116.61,63.76,0.298,0.3468,1.53,0.256,real_news_reference,0.284,40.77
307,1978,Brazil,Italy,49.1,188.87,tournament,165.79,100.88,0.314,0.2886,-1.1,0.165,real_news_reference,0.244,44.7
308,1978,Argentina,Netherlands,51.3,173.76,tournament,172.55,73.56,0.252,0.3116,3.41,0.111,real_news_reference,0.195,50.27
309,1982,Argentina,Belgium,46.16,134.66,tournament,123.51,64.1,0.268,0.2337,6.04,0.227,real_news_reference,0.246,44.95
310,1982,Brazil,Russia,50.56,117.24,tournament,249.49,105.58,0.153,0.4689,0.64,0.176,real_news_reference,0.195,54.56
311,1982,Italy,Poland,43.96,93.08,tournament,109.88,87.38,-0.06,0.1141,4.95,0.254,real_news_reference,0.099,49.04
312,1982,Hungary,El Salvador,68.16,168.82,tournament,198.74,146.98,0.151,0.2633,2.68,0.155,real_news_reference,0.164,55.63
313,1982,Peru,Cameroon,43.96,140.9,tournament,154.95,43.36,0.21,0.3202,-0.91,0.159,real_news_reference,0.198,37.84
314,1982,Scotland,New Zealand,59.36,186.4,tournament,222.88,72.2,0.135,0.3648,0.92,0.125,real_news_reference,0.153,54.68
315,1982,England,France,52.76,83.75,tournament,218.14,68.12,0.13,0.2109,0.79,0.169,real_news_reference,0.156,46.78
316,1982,Germany,Algeria,50.56,115.95,tournament,169.07,73.4,0.052,0.2877,2.14,0.284,real_news_reference,0.18,46.87
317,1982,Spain,Honduras,48.36,193.63,tournament,188.93,73.27,0.048,0.1777,3.68,0.108,real_news_reference,0.088,38.43
318,1982,Chile,Austria,46.16,134.87,tournament,117.43,59.03,0.332,0.3484,6.68,0.2,real_news_reference,0.274,37.1
319,1982,Czechoslovakia,Kuwait,48.36,92.94,tournament,182.76,93.22,0.336,0.2254,-0.21,0.078,real_news_reference,0.209,52.32
320,1982,Yugoslavia,Northern Ireland,43.96,242.96,tournament,165.58,52.32,0.148,0.2699,1.78,-0.017,real_news_reference,0.086,35.91
321,1982,Argentina,Hungary,54.96,155.79,tournament,241.01,99.23,0.176,0.212,0.92,0.165,real_news_reference,0.175,59.17
322,1982,Brazil,Scotland,54.96,174.9,tournament,108.8,110.32,0.05,0.2294,0.14,0.178,real_news_reference,0.126,48.93
323,1982,Italy,Peru,48.36,154.55,tournament,115.8,81.48,0.212,0.3253,3.0,0.139,real_news_reference,0.19,43.1
324,1982,Belgium,El Salvador,46.16,119.01,tournament,170.36,62.8,0.324,0.4434,2.8,0.028,real_news_reference,0.203,37.68
325,1982,Poland,Cameroon,43.96,102.47,tournament,68.06,50.3,-0.005,0.3654,-1.01,0.172,real_news_reference,0.112,34.5
326,1982,Russia,New Zealand,50.56,261.71,tournament,171.77,54.33,0.195,0.2455,2.84,0.169,real_news_reference,0.188,45.9
327,1982,England,Czechoslovakia,48.36,183.02,tournament,189.36,90.31,0.202,0.2483,0.27,0.077,real_news_reference,0.15,52.26
328,1982,Germany,Chile,54.96,197.7,tournament,142.95,82.98,0.201,0.1392,2.82,0.04,real_news_reference,0.122,61.07
329,1982,Spain,Yugoslavia,50.56,169.78,tournament,136.4,48.55,0.312,0.1313,5.47,0.128,real_news_reference,0.211,40.56
330,1982,Algeria,Austria,48.36,104.35,tournament,111.07,105.38,0.352,0.2074,3.77,0.2,real_news_reference,0.269,38.26
331,1982,France,Kuwait,54.96,224.6,tournament,144.93,97.43,0.125,0.3546,3.17,0.181,real_news_reference,0.173,46.01
332,1982,Honduras,Northern Ireland,48.36,109.14,tournament,128.45,96.6,0.215,0.1678,1.69,0.078,real_news_reference,0.149,51.06
333,1982,Belgium,Hungary,48.36,149.6,tournament,122.48,71.07,0.157,0.217,2.94,0.159,real_news_reference,0.164,41.29
334,1982,Poland,Peru,57.16,103.22,tournament,142.8,122.44,0.085,0.2828,3.98,0.219,real_news_reference,0.165,49.33
335,1982,Russia,Scotland,52.76,85.14,tournament,148.12,61.17,0.175,0.3291,3.77,0.054,real_news_reference,0.136,58.04
336,1982,Argentina,El Salvador,48.36,151.08,tournament,135.35,55.16,0.215,0.3286,2.59,0.153,real_news_reference,0.198,52.95
337,1982,Brazil,New Zealand,52.76,120.21,tournament,253.23,108.55,0.17,0.1872,3.26,0.255,real_news_reference,0.21,53.88
338,1982,Italy,Cameroon,48.36,79.18,tournament,131.65,99.58,0.06,0.2634,0.04,0.046,real_news_reference,0.074,40.58
339,1982,Algeria,Chile,54.96,182.72,tournament,179.94,85.12,0.102,0.1908,1.26,0.241,real_news_reference,0.173,50.41
340,1982,France,Czechoslovakia,48.36,250.21,tournament,125.77,51.43,0.103,0.2212,4.29,0.278,real_news_reference,0.194,41.83
341,1982,Honduras,Yugoslavia,46.16,194.65,tournament,119.67,59.86,0.064,0.1937,4.57,0.13,real_news_reference,0.107,47.17
342,1982,England,Kuwait,46.16,122.74,tournament,90.56,86.8,0.179,0.2642,3.0,0.121,real_news_reference,0.161,48.97
343,1982,Germany,Austria,46.16,132.24,tournament,93.62,92.31,0.19,0.2827,5.91,0.231,real_news_reference,0.218,38.37
344,1982,Spain,Northern Ireland,46.16,169.13,tournament,102.55,62.41,0.246,0.2936,3.87,0.133,real_news_reference,0.2,50.93
345,1982,Austria,France,46.16,180.6,tournament,145.19,45.22,0.062,0.1761,2.31,-0.04,real_news_reference,0.028,43.7
346,1982,Poland,Belgium,50.56,131.23,tournament,198.78,89.26,0.09,0.2379,0.24,0.14,real_news_reference,0.127,53.91
347,1982,Germany,England,43.96,126.83,tournament,84.49,81.82,0.304,0.2008,5.82,0.186,real_news_reference,0.241,35.11
348,1982,Italy,Argentina,50.56,157.17,tournament,132.41,73.37,0.132,0.1453,4.42,0.207,real_news_reference,0.167,46.0
349,1982,Austria,Northern Ireland,52.76,176.06,tournament,112.62,87.48,0.151,0.1702,6.58,0.078,real_news_reference,0.12,41.43
350,1982,Belgium,Russia,46.16,127.08,tournament,129.81,100.79,0.131,0.2812,7.35,0.127,real_news_reference,0.144,47.94
351,1982,Argentina,Brazil,52.76,145.78,tournament,207.41,64.29,0.261,0.3781,0.1,0.226,real_news_reference,0.257,42.66
352,1982,Spain,Germany,50.56,212.62,tournament,135.83,83.16,0.265,0.1469,0.1,0.143,real_news_reference,0.198,45.59
353,1982,France,Northern Ireland,54.96,220.36,tournament,163.16,93.12,0.259,0.2064,-3.21,0.026,real_news_reference,0.149,58.34
354,1982,Poland,Russia,43.96,143.59,tournament,190.01,70.94,0.151,0.3869,4.73,0.247,real_news_reference,0.218,46.14
355,1982,Italy,Brazil,54.96,254.16,tournament,185.13,111.56,0.061,0.1401,4.18,0.131,real_news_reference,0.1,55.54
356,1982,Spain,England,43.96,112.74,tournament,109.21,74.14,0.341,0.1775,3.01,0.235,real_news_reference,0.277,45.27
357,1982,Germany,France,57.16,257.31,tournament,178.68,89.18,0.234,0.2652,0.23,0.036,real_news_reference,0.148,57.99
358,1982,Poland,Italy,48.36,160.87,tournament,118.13,51.26,0.102,0.2622,2.61,0.138,real_news_reference,0.134,48.89
359,1982,Poland,France,54.96,392.48,tournament,183.41,99.71,0.29,0.4991,3.19,0.189,real_news_reference,0.265,49.79
360,1982,Italy,Germany,52.76,107.97,tournament,180.29,56.54,0.095,0.2257,4.44,0.141,real_news_reference,0.129,41.69
361,1986,Bulgaria,Italy,49.82,117.38,group_or_knockout,106.34,46.56,0.289,0.2381,3.37,0.053,real_news_reference,0.178,46.78
362,1986,Canada,France,47.62,153.01,group_or_knockout,149.46,73.1,0.296,0.2482,4.19,-0.043,real_news_reference,0.139,37.92
363,1986,Spain,Brazil,47.62,152.09,group_or_knockout,138.91,78.3,0.056,0.2567,2.54,0.27,real_news_reference,0.172,45.18
364,1986,Argentina,South Korea,54.22,267.49,group_or_knockout,186.65,119.22,0.206,0.0832,5.28,0.168,real_news_reference,0.177,51.35
365,1986,Morocco,Poland,45.42,107.64,group_or_knockout,167.97,82.94,0.226,0.2499,4.13,0.241,real_news_reference,0.235,38.35
366,1986,Russia,Hungary,58.62,215.82,group_or_knockout,198.43,117.43,0.41,0.2336,0.31,0.222,real_news_reference,0.308,62.27
367,1986,Algeria,Northern Ireland,49.82,197.14,group_or_knockout,138.74,67.27,0.074,0.3979,5.72,0.196,real_news_reference,0.161,51.49
368,1986,Mexico,Belgium,52.02,181.08,group_or_knockout,197.35,81.23,0.291,0.1809,5.37,0.122,real_news_reference,0.204,51.05
369,1986,Portugal,England,47.62,103.98,group_or_knockout,115.01,103.17,0.15,0.1941,3.78,0.187,real_news_reference,0.171,53.02
370,1986,Paraguay,Iraq,47.62,201.83,group_or_knockout,102.83,68.7,0.024,0.3754,3.39,0.263,real_news_reference,0.167,42.07
371,1986,Scotland,Denmark,47.62,191.99,group_or_knockout,64.36,92.83,0.136,0.119,6.28,0.155,real_news_reference,0.143,41.64
372,1986,Uruguay,Germany,49.82,168.39,group_or_knockout,147.07,78.9,0.148,0.2371,-0.63,0.3,real_news_reference,0.225,42.15
373,1986,France,Russia,49.82,150.75,group_or_knockout,121.88,59.34,0.042,0.1459,5.41,0.028,real_news_reference,0.046,48.62
374,1986,Italy,Argentina,49.82,151.67,group_or_knockout,165.32,82.43,0.179,0.0399,1.8,0.02,real_news_reference,0.094,42.54
375,1986,South Korea,Bulgaria,49.82,139.26,group_or_knockout,91.43,58.96,0.244,0.3154,5.1,0.227,real_news_reference,0.243,54.44
376,1986,Brazil,Algeria,47.62,162.82,group_or_knockout,121.69,43.05,0.172,0.2101,3.05,0.083,real_news_reference,0.136,42.36
377,1986,England,Morocco,45.42,130.93,group_or_knockout,153.47,54.81,0.094,0.4451,0.19,0.312,real_news_reference,0.227,43.45
378,1986,Hungary,Canada,49.82,112.26,group_or_knockout,115.7,57.35,0.133,0.3274,1.76,0.255,real_news_reference,0.207,48.36
379,1986,Mexico,Paraguay,49.82,106.15,group_or_knockout,165.79,68.86,0.148,0.2521,4.95,0.275,real_news_reference,0.216,44.38
380,1986,Northern Ireland,Spain,52.02,120.43,group_or_knockout,135.96,106.91,0.17,0.2067,2.36,0.219,real_news_reference,0.196,54.4
381,1986,Poland,Portugal,47.62,144.81,group_or_knockout,141.89,66.87,0.259,0.1925,1.49,0.074,real_news_reference,0.169,49.01
382,1986,Denmark,Uruguay,60.82,172.5,group_or_knockout,212.03,121.56,0.175,0.1452,1.48,0.015,real_news_reference,0.1,64.1
383,1986,Germany,Scotland,52.02,157.89,group_or_knockout,198.31,84.39,0.008,0.3368,4.15,0.268,real_news_reference,0.158,51.92
384,1986,Iraq,Belgium,52.02,171.03,group_or_knockout,159.93,47.33,0.092,0.1861,6.48,0.028,real_news_reference,0.073,49.19
385,1986,Hungary,France,52.02,124.71,group_or_knockout,127.5,59.58,0.165,0.2602,-1.7,0.275,real_news_reference,0.224,48.98
386,1986,Russia,Canada,49.82,214.61,group_or_knockout,133.47,105.15,0.261,0.1848,8.68,0.202,real_news_reference,0.227,51.71
387,1986,Argentina,Bulgaria,49.82,132.09,group_or_knockout,175.5,83.97,0.278,0.1111,3.23,0.142,real_news_reference,0.2,45.62
388,1986,South Korea,Italy,56.42,142.8,group_or_knockout,131.3,118.96,0.326,0.2659,4.02,0.183,real_news_reference,0.256,52.89
389,1986,England,Poland,52.02,170.15,group_or_knockout,149.47,67.79,0.161,0.2014,1.88,0.185,real_news_reference,0.176,43.64
390,1986,Mexico,Iraq,47.62,81.37,group_or_knockout,129.9,87.22,0.224,0.2323,2.79,0.132,real_news_reference,0.183,48.79
391,1986,Paraguay,Belgium,54.22,124.18,group_or_knockout,158.73,103.21,0.003,0.2771,3.2,0.262,real_news_reference,0.147,43.79
392,1986,Portugal,Morocco,54.22,203.92,group_or_knockout,126.56,117.57,0.191,0.276,0.6,0.259,real_news_reference,0.23,61.63
393,1986,Algeria,Spain,52.02,91.39,group_or_knockout,98.36,48.05,0.041,0.0909,1.11,0.161,real_news_reference,0.1,43.27
394,1986,Northern Ireland,Brazil,52.02,203.27,group_or_knockout,178.01,111.21,0.142,0.1245,5.29,0.1,real_news_reference,0.121,47.75
395,1986,Denmark,Germany,49.82,217.36,group_or_knockout,190.46,70.2,0.451,0.1739,-0.46,0.253,real_news_reference,0.334,43.12
396,1986,Scotland,Uruguay,45.42,117.04,group_or_knockout,87.17,90.36,0.178,0.0908,3.73,-0.014,real_news_reference,0.083,40.18
397,1986,Mexico,Bulgaria,49.82,154.49,group_or_knockout,164.13,80.12,0.062,0.2367,2.02,0.184,real_news_reference,0.134,44.64
398,1986,Russia,Belgium,60.82,237.76,group_or_knockout,239.54,99.38,0.189,0.3445,0.78,0.207,real_news_reference,0.213,63.17
399,1986,Argentina,Uruguay,47.62,119.41,group_or_knockout,166.04,65.11,0.096,0.0967,6.94,0.082,real_news_reference,0.09,40.17
400,1986,Brazil,Poland,54.22,197.56,group_or_knockout,146.77,107.19,0.052,0.4996,0.8,0.226,real_news_reference,0.175,47.44
401,1986,Italy,France,49.82,117.98,group_or_knockout,118.22,61.94,0.358,0.1256,0.43,0.146,real_news_reference,0.239,40.67
402,1986,Morocco,Germany,47.62,119.05,group_or_knockout,145.98,73.33,0.255,0.2863,2.41,0.104,real_news_reference,0.19,42.83
403,1986,Denmark,Spain,58.62,133.92,group_or_knockout,187.36,95.45,0.183,0.1936,1.19,0.225,real_news_reference,0.203,65.59
404,1986,England,Paraguay,52.02,163.62,group_or_knockout,160.07,97.03,0.109,0.2446,2.81,0.061,real_news_reference,0.101,47.69
405,1986,Brazil,France,49.82,196.89,group_or_knockout,143.08,75.38,0.117,0.1821,3.13,0.218,real_news_reference,0.169,52.8
406,1986,Mexico,Germany,45.42,123.27,group_or_knockout,104.09,81.05,0.302,0.1863,3.29,-0.01,real_news_reference,0.15,42.98
407,1986,Argentina,England,52.02,104.13,group_or_knockout,173.69,79.64,0.179,0.165,2.54,0.171,real_news_reference,0.174,49.0
408,1986,Spain,Belgium,49.82,105.14,group_or_knockout,168.36,87.54,-0.16,0.2401,1.33,0.152,real_news_reference,0.02,53.64
409,1986,Argentina,Belgium,49.82,159.0,group_or_knockout,157.37,88.5,0.39,0.1633,4.15,0.105,real_news_reference,0.239,39.34
410,1986,France,Germany,49.82,238.6,group_or_knockout,153.88,90.79,0.166,0.3004,2.57,0.179,real_news_reference,0.185,54.37
411,1986,France,Belgium,58.62,187.04,group_or_knockout,267.97,115.5,0.182,0.2505,1.76,0.142,real_news_reference,0.171,55.96
