panel_id,year,match_id,team,opponent,team_side,stage,sponsor,result_for_team,match_points,team_elo,core_player_rating,core_market_value_m,player_followers_m,event_attention_m,media_reposts_k,exposure_score,fan_score_panel,sponsor_spend_m,sponsor_power_index,brand_fit,activation_quality,commercial_momentum,predicted_roi,roi_per_million_spend,attention_segment,commercial_segment,weather,temperature_c,humidity
1978_301_Germany,1978,301,Germany,Netherlands,A,tournament,Coca-Cola,draw,1,1798,81.3,65.9,22.15,51.3,194.9,0.483,0.682,29.19,0.711,0.859,0.907,0.621,4.04,0.138,High attention,Premium,clear,22.7,93.0
1978_302_Peru,1978,302,Peru,Poland,A,tournament,Hisense,loss,0,1576,66.6,39.7,14.92,44.7,103.06,0.259,0.411,33.45,0.901,0.647,0.931,0.509,3.586,0.107,Mid attention,Scalable,cloudy,22.3,62.4
1978_303_Argentina,1978,303,Argentina,Peru,A,tournament,Hyundai,win,3,1753,76.8,58.0,19.5,55.7,175.55,0.496,0.631,30.74,0.75,0.813,0.936,0.684,4.03,0.131,Mid attention,Premium,clear,18.0,65.8
1978_304_Austria,1978,304,Austria,Germany,A,tournament,McDonald's,win,3,1660,70.5,44.6,14.99,53.5,149.86,0.422,0.487,21.71,0.447,0.702,0.72,0.513,3.344,0.154,Mid attention,Scalable,clear,27.0,40.8
1978_305_Brazil,1978,305,Brazil,Poland,A,tournament,Adidas,win,3,1829,78.8,57.4,18.61,51.3,109.17,0.378,0.552,33.15,0.774,0.809,0.916,0.641,3.811,0.115,Mid attention,Premium,rain,26.9,37.4
1978_306_Italy,1978,306,Italy,Netherlands,A,tournament,Visa,loss,0,1755,77.8,61.6,11.04,49.1,118.31,0.332,0.343,33.4,0.741,0.761,0.842,0.442,3.381,0.101,Mid attention,Scalable,clear,26.6,83.3
1978_307_Brazil,1978,307,Brazil,Italy,A,tournament,Adidas,win,3,1829,78.8,57.4,18.61,49.1,206.66,0.409,0.58,33.15,0.774,0.809,0.916,0.657,3.864,0.117,Mid attention,Premium,cloudy,32.2,43.2
1978_308_Argentina,1978,308,Argentina,Netherlands,A,tournament,Hyundai,win,3,1753,76.8,58.0,19.5,51.3,155.11,0.445,0.595,30.74,0.75,0.813,0.936,0.661,3.867,0.126,Mid attention,Premium,clear,31.7,41.3
1982_309_Argentina,1982,309,Argentina,Belgium,A,tournament,Hyundai,loss,0,1753,76.8,58.0,19.5,46.16,99.44,0.331,0.539,30.74,0.75,0.813,0.936,0.52,3.754,0.122,Mid attention,Scalable,clear,20.8,57.4
1982_310_Brazil,1982,310,Brazil,Russia,A,tournament,Adidas,win,3,1829,78.8,57.4,18.61,50.56,157.38,0.45,0.568,33.15,0.774,0.809,0.916,0.66,3.881,0.117,Mid attention,Premium,clear,25.2,56.6
1982_311_Italy,1982,311,Italy,Poland,A,tournament,Visa,draw,1,1755,77.8,61.6,11.04,43.96,120.59,0.337,0.312,33.4,0.741,0.761,0.842,0.465,3.354,0.1,Low attention,Scalable,rain,19.3,43.6
1982_312_Hungary,1982,312,Hungary,El Salvador,A,tournament,Adidas,win,3,1691,78.9,42.6,16.61,68.16,512.34,0.844,0.778,33.47,0.767,0.712,0.937,0.808,4.169,0.125,High attention,Premium,windy,23.1,53.1
1982_313_Peru,1982,313,Peru,Cameroon,A,tournament,Hisense,draw,1,1576,66.6,39.7,14.92,43.96,136.06,0.363,0.421,33.45,0.901,0.647,0.931,0.565,3.674,0.11,Mid attention,Scalable,clear,19.4,77.7
1982_314_Scotland,1982,314,Scotland,New Zealand,A,tournament,Budweiser,win,3,1529,67.9,31.6,17.66,59.36,152.48,0.51,0.595,26.35,0.637,0.686,0.905,0.634,3.664,0.139,Mid attention,Premium,windy,32.7,45.1
1982_315_England,1982,315,England,France,A,tournament,McDonald's,win,3,1695,76.6,52.6,19.34,52.76,224.38,0.494,0.63,20.29,0.426,0.819,0.654,0.573,3.522,0.174,Mid attention,Scalable,cloudy,25.2,35.7
1982_316_Germany,1982,316,Germany,Algeria,A,tournament,Coca-Cola,loss,0,1798,81.3,65.9,22.15,50.56,86.29,0.348,0.63,29.19,0.711,0.859,0.907,0.544,3.997,0.137,Mid attention,Scalable,cloudy,21.7,73.1
1982_317_Spain,1982,317,Spain,Honduras,A,tournament,Budweiser,draw,1,1708,77.4,45.2,19.26,48.36,141.89,0.37,0.565,27.85,0.668,0.724,0.933,0.542,3.908,0.14,Mid attention,Scalable,rain,30.2,65.9
1982_318_Chile,1982,318,Chile,Austria,A,tournament,Hisense,loss,0,1622,72.9,38.6,16.65,46.16,230.57,0.382,0.521,27.36,0.824,0.681,0.911,0.547,4.052,0.148,Mid attention,Scalable,rain,10.0,48.1
1982_319_Czechoslovakia,1982,319,Czechoslovakia,Kuwait,A,tournament,Visa,draw,1,1636,72.1,45.6,14.05,48.36,133.77,0.39,0.424,31.09,0.706,0.715,0.89,0.505,3.427,0.11,Mid attention,Scalable,rain,10.9,32.7
1982_320_Yugoslavia,1982,320,Yugoslavia,Northern Ireland,A,tournament,Qatar Airways,draw,1,1669,74.2,37.3,11.34,43.96,77.32,0.244,0.301,17.82,0.375,0.762,0.645,0.319,3.206,0.18,Low attention,Watchlist,cloudy,27.8,46.1
1982_321_Argentina,1982,321,Argentina,Hungary,A,tournament,Hyundai,win,3,1753,76.8,58.0,19.5,54.96,140.58,0.463,0.611,30.74,0.75,0.813,0.936,0.671,3.874,0.126,Mid attention,Premium,cloudy,23.4,57.1
1982_322_Brazil,1982,322,Brazil,Scotland,A,tournament,Adidas,win,3,1829,78.8,57.4,18.61,54.96,236.01,0.498,0.629,33.15,0.774,0.809,0.916,0.692,4.046,0.122,Mid attention,Premium,clear,24.5,76.7
1982_323_Italy,1982,323,Italy,Peru,A,tournament,Visa,draw,1,1755,77.8,61.6,11.04,48.36,153.54,0.408,0.353,33.4,0.741,0.761,0.842,0.493,3.504,0.105,Mid attention,Scalable,clear,15.0,41.4
1982_324_Belgium,1982,324,Belgium,El Salvador,A,tournament,Visa,win,3,1674,71.5,40.4,23.19,46.16,104.3,0.339,0.639,26.85,0.655,0.72,0.914,0.626,3.736,0.139,Mid attention,Premium,rain,22.9,56.6
1982_325_Poland,1982,325,Poland,Cameroon,A,tournament,Coca-Cola,draw,1,1685,72.7,42.5,15.85,43.96,103.69,0.343,0.431,28.97,0.685,0.749,0.899,0.492,3.589,0.124,Mid attention,Scalable,clear,35.0,68.8
1982_326_Russia,1982,326,Russia,New Zealand,A,tournament,Hyundai,win,3,1676,72.7,49.8,18.23,50.56,123.53,0.401,0.543,26.07,0.662,0.69,0.874,0.604,3.891,0.149,Mid attention,Scalable,clear,27.9,19.9
1982_327_England,1982,327,England,Czechoslovakia,A,tournament,McDonald's,win,3,1695,76.6,52.6,19.34,48.36,152.9,0.332,0.572,20.29,0.426,0.819,0.654,0.522,3.444,0.17,Mid attention,Scalable,clear,24.0,74.5
1982_328_Germany,1982,328,Germany,Chile,A,tournament,Coca-Cola,win,3,1798,81.3,65.9,22.15,54.96,228.45,0.497,0.719,29.19,0.711,0.859,0.907,0.704,4.191,0.144,High attention,Premium,clear,20.4,39.1
1982_329_Spain,1982,329,Spain,Yugoslavia,A,tournament,Budweiser,win,3,1708,77.4,45.2,19.26,50.56,194.0,0.394,0.601,27.85,0.668,0.724,0.933,0.627,3.857,0.138,Mid attention,Premium,cloudy,20.6,63.3
1982_330_Algeria,1982,330,Algeria,Austria,A,tournament,Hisense,loss,0,1543,72.2,36.3,11.9,48.36,157.02,0.364,0.377,30.28,0.856,0.66,0.889,0.5,3.621,0.12,Mid attention,Scalable,cloudy,10.2,61.9
1982_331_France,1982,331,France,Kuwait,A,tournament,Qatar Airways,win,3,1748,77.8,46.5,18.67,54.96,108.17,0.461,0.575,24.02,0.501,0.801,0.711,0.572,3.658,0.152,Mid attention,Scalable,cloudy,24.5,75.4
1982_332_Honduras,1982,332,Honduras,Northern Ireland,A,tournament,Visa,draw,1,1414,62.9,9.5,7.33,48.36,95.28,0.355,0.23,28.19,0.637,0.538,0.906,0.401,2.835,0.101,Low attention,Scalable,clear,28.1,66.8
1982_333_Belgium,1982,333,Belgium,Hungary,A,tournament,Visa,draw,1,1674,71.5,40.4,23.19,48.36,160.45,0.361,0.677,26.85,0.655,0.72,0.914,0.578,3.697,0.138,High attention,Scalable,cloudy,13.5,20.0
1982_334_Poland,1982,334,Poland,Peru,A,tournament,Coca-Cola,win,3,1685,72.7,42.5,15.85,57.16,112.07,0.419,0.516,28.97,0.685,0.749,0.899,0.605,3.682,0.127,Mid attention,Scalable,clear,19.0,45.4
1982_335_Russia,1982,335,Russia,Scotland,A,tournament,Hyundai,draw,1,1676,72.7,49.8,18.23,52.76,141.54,0.418,0.565,26.07,0.662,0.69,0.874,0.548,3.87,0.148,Mid attention,Scalable,rain,16.1,60.2
1982_336_Argentina,1982,336,Argentina,El Salvador,A,tournament,Hyundai,win,3,1753,76.8,58.0,19.5,48.36,150.48,0.34,0.575,30.74,0.75,0.813,0.936,0.635,3.888,0.126,Mid attention,Premium,cloudy,17.2,54.9
1982_337_Brazil,1982,337,Brazil,New Zealand,A,tournament,Adidas,win,3,1829,78.8,57.4,18.61,52.76,109.64,0.378,0.561,33.15,0.774,0.809,0.916,0.644,3.923,0.118,Mid attention,Premium,cloudy,23.3,65.6
1982_338_Italy,1982,338,Italy,Cameroon,A,tournament,Visa,draw,1,1755,77.8,61.6,11.04,48.36,103.74,0.352,0.332,33.4,0.741,0.761,0.842,0.475,3.414,0.102,Mid attention,Scalable,cloudy,10.5,70.6
1982_339_Algeria,1982,339,Algeria,Chile,A,tournament,Hisense,win,3,1543,72.2,36.3,11.9,54.96,152.97,0.481,0.416,30.28,0.856,0.66,0.889,0.636,3.676,0.121,Mid attention,Premium,windy,26.7,67.7
1982_340_France,1982,340,France,Czechoslovakia,A,tournament,Qatar Airways,draw,1,1748,77.8,46.5,18.67,48.36,159.13,0.396,0.557,24.02,0.501,0.801,0.711,0.486,3.549,0.148,Mid attention,Scalable,rain,27.5,54.6
1982_341_Honduras,1982,341,Honduras,Yugoslavia,A,tournament,Visa,loss,0,1414,62.9,9.5,7.33,46.16,177.57,0.303,0.253,28.19,0.637,0.538,0.906,0.367,2.875,0.102,Low attention,Watchlist,cloudy,21.5,28.5
1982_342_England,1982,342,England,Kuwait,A,tournament,McDonald's,win,3,1695,76.6,52.6,19.34,46.16,156.35,0.361,0.56,20.29,0.426,0.819,0.654,0.522,3.522,0.174,Mid attention,Scalable,cloudy,8.1,50.7
1982_343_Germany,1982,343,Germany,Austria,A,tournament,Coca-Cola,win,3,1798,81.3,65.9,22.15,46.16,134.66,0.34,0.624,29.19,0.711,0.859,0.907,0.64,3.955,0.135,Mid attention,Premium,clear,17.0,64.7
1982_344_Spain,1982,344,Spain,Northern Ireland,A,tournament,Budweiser,loss,0,1708,77.4,45.2,19.26,46.16,107.04,0.332,0.536,27.85,0.668,0.724,0.933,0.491,3.793,0.136,Mid attention,Scalable,windy,30.4,40.6
1982_345_Austria,1982,345,Austria,France,A,tournament,McDonald's,loss,0,1660,70.5,44.6,14.99,46.16,97.73,0.359,0.42,21.71,0.447,0.702,0.72,0.376,3.259,0.15,Mid attention,Watchlist,clear,6.3,68.1
1982_346_Poland,1982,346,Poland,Belgium,A,tournament,Coca-Cola,win,3,1685,72.7,42.5,15.85,50.56,125.23,0.325,0.481,28.97,0.685,0.749,0.899,0.574,3.584,0.124,Mid attention,Scalable,clear,20.9,72.5
1982_347_Germany,1982,347,Germany,England,A,tournament,Coca-Cola,draw,1,1798,81.3,65.9,22.15,43.96,140.9,0.301,0.614,29.19,0.711,0.859,0.907,0.562,3.957,0.136,Mid attention,Scalable,windy,15.9,60.0
1982_348_Italy,1982,348,Italy,Argentina,A,tournament,Visa,win,3,1755,77.8,61.6,11.04,50.56,158.76,0.42,0.369,33.4,0.741,0.761,0.842,0.568,3.441,0.103,Mid attention,Scalable,rain,27.8,15.0
1982_349_Austria,1982,349,Austria,Northern Ireland,A,tournament,McDonald's,draw,1,1660,70.5,44.6,14.99,52.76,83.75,0.336,0.454,21.71,0.447,0.702,0.72,0.418,3.365,0.155,Mid attention,Scalable,clear,18.9,37.6
1982_350_Belgium,1982,350,Belgium,Russia,A,tournament,Visa,loss,0,1674,71.5,40.4,23.19,46.16,105.86,0.36,0.639,26.85,0.655,0.72,0.914,0.531,3.626,0.135,Mid attention,Scalable,clear,25.4,88.2
1982_351_Argentina,1982,351,Argentina,Brazil,A,tournament,Hyundai,loss,0,1753,76.8,58.0,19.5,52.76,211.24,0.473,0.628,30.74,0.75,0.813,0.936,0.579,3.833,0.125,Mid attention,Scalable,clear,26.4,49.3
1982_352_Spain,1982,352,Spain,Germany,A,tournament,Budweiser,loss,0,1708,77.4,45.2,19.26,50.56,147.72,0.42,0.581,27.85,0.668,0.724,0.933,0.523,3.787,0.136,Mid attention,Scalable,cloudy,34.0,26.3
1982_353_France,1982,353,France,Northern Ireland,A,tournament,Qatar Airways,win,3,1748,77.8,46.5,18.67,54.96,105.62,0.403,0.574,24.02,0.501,0.801,0.711,0.561,3.595,0.15,Mid attention,Scalable,clear,21.8,77.8
1982_354_Poland,1982,354,Poland,Russia,A,tournament,Coca-Cola,draw,1,1685,72.7,42.5,15.85,43.96,242.96,0.407,0.492,28.97,0.685,0.749,0.899,0.526,3.693,0.127,Mid attention,Scalable,windy,25.3,58.2
1982_355_Italy,1982,355,Italy,Brazil,A,tournament,Visa,win,3,1755,77.8,61.6,11.04,54.96,155.79,0.48,0.395,33.4,0.741,0.761,0.842,0.589,3.474,0.104,Mid attention,Scalable,windy,14.1,75.7
1982_356_Spain,1982,356,Spain,England,A,tournament,Budweiser,draw,1,1708,77.4,45.2,19.26,43.96,139.9,0.323,0.537,27.85,0.668,0.724,0.933,0.523,3.797,0.136,Mid attention,Scalable,cloudy,30.1,62.4
1982_357_Germany,1982,357,Germany,France,A,tournament,Coca-Cola,draw,1,1798,81.3,65.9,22.15,57.16,182.68,0.5,0.713,29.19,0.711,0.859,0.907,0.636,4.075,0.14,High attention,Premium,cloudy,18.4,65.3
1982_358_Poland,1982,358,Poland,Italy,A,tournament,Coca-Cola,loss,0,1685,72.7,42.5,15.85,48.36,124.68,0.364,0.468,28.97,0.685,0.749,0.899,0.476,3.562,0.123,Mid attention,Scalable,clear,19.6,63.8
1982_359_Poland,1982,359,Poland,France,A,tournament,Coca-Cola,win,3,1685,72.7,42.5,15.85,54.96,128.11,0.409,0.509,28.97,0.685,0.749,0.899,0.6,3.637,0.126,Mid attention,Scalable,clear,22.9,69.2
1982_360_Italy,1982,360,Italy,Germany,A,tournament,Visa,win,3,1755,77.8,61.6,11.04,52.76,273.1,0.499,0.432,33.4,0.741,0.761,0.842,0.606,3.572,0.107,Mid attention,Scalable,rain,13.6,94.4
1986_361_Bulgaria,1986,361,Bulgaria,Italy,A,group_or_knockout,Hisense,draw,1,1502,65.2,28.9,10.5,49.82,188.54,0.41,0.363,33.88,0.911,0.675,0.918,0.555,3.342,0.099,Mid attention,Scalable,clear,24.4,73.5
1986_362_Canada,1986,362,Canada,France,A,group_or_knockout,Hisense,loss,0,1404,62.1,14.1,8.35,47.62,171.3,0.389,0.286,28.16,0.821,0.646,0.897,0.458,3.452,0.123,Low attention,Scalable,clear,28.8,32.7
1986_363_Spain,1986,363,Spain,Brazil,A,group_or_knockout,Budweiser,loss,0,1708,77.4,45.2,19.26,47.62,159.91,0.399,0.568,27.85,0.668,0.724,0.933,0.515,3.714,0.133,Mid attention,Scalable,clear,24.8,65.1
1986_364_Argentina,1986,364,Argentina,South Korea,A,group_or_knockout,Hyundai,win,3,1753,76.8,58.0,19.5,54.22,116.99,0.388,0.596,30.74,0.75,0.813,0.936,0.652,3.852,0.125,Mid attention,Premium,clear,13.5,76.3
1986_365_Morocco,1986,365,Morocco,Poland,A,group_or_knockout,Mengniu,draw,1,1552,69.2,34.3,12.67,45.42,185.61,0.36,0.392,19.44,0.364,0.668,0.598,0.371,2.993,0.154,Mid attention,Watchlist,cloudy,22.3,77.2
1986_366_Russia,1986,366,Russia,Hungary,A,group_or_knockout,Hyundai,win,3,1676,72.7,49.8,18.23,58.62,132.29,0.518,0.596,26.07,0.662,0.69,0.874,0.645,3.882,0.149,Mid attention,Premium,rain,27.5,51.2
1986_367_Algeria,1986,367,Algeria,Northern Ireland,A,group_or_knockout,Hisense,draw,1,1543,72.2,36.3,11.9,49.82,154.12,0.372,0.385,30.28,0.856,0.66,0.889,0.538,3.669,0.121,Mid attention,Scalable,rain,11.7,76.6
1986_368_Mexico,1986,368,Mexico,Belgium,A,group_or_knockout,Hyundai,win,3,1612,72.1,37.6,18.89,52.02,93.93,0.355,0.557,28.5,0.701,0.712,0.897,0.614,3.582,0.126,Mid attention,Scalable,cloudy,16.6,72.8
1986_369_Portugal,1986,369,Portugal,England,A,group_or_knockout,Mengniu,win,3,1702,76.8,47.1,14.4,47.62,76.85,0.323,0.404,17.76,0.359,0.8,0.643,0.434,3.211,0.181,Mid attention,Scalable,hot,28.3,96.0
1986_370_Paraguay,1986,370,Paraguay,Iraq,A,group_or_knockout,Hyundai,win,3,1578,69.9,30.5,12.88,47.62,148.77,0.387,0.395,26.2,0.66,0.667,0.921,0.544,3.625,0.138,Mid attention,Scalable,clear,24.6,46.0
1986_371_Scotland,1986,371,Scotland,Denmark,A,group_or_knockout,Budweiser,loss,0,1529,67.9,31.6,17.66,47.62,108.5,0.338,0.504,26.35,0.637,0.686,0.905,0.469,3.481,0.132,Mid attention,Scalable,hot,25.5,49.9
1986_372_Uruguay,1986,372,Uruguay,Germany,A,group_or_knockout,Vivo,draw,1,1684,74.8,44.8,20.58,49.82,81.57,0.381,0.582,19.75,0.435,0.797,0.741,0.471,3.481,0.176,Mid attention,Scalable,cloudy,34.2,53.1
1986_373_France,1986,373,France,Russia,A,group_or_knockout,Qatar Airways,draw,1,1748,77.8,46.5,18.67,49.82,165.64,0.423,0.569,24.02,0.501,0.801,0.711,0.496,3.537,0.147,Mid attention,Scalable,clear,25.8,50.2
1986_374_Italy,1986,374,Italy,Argentina,A,group_or_knockout,Visa,draw,1,1755,77.8,61.6,11.04,49.82,257.76,0.483,0.408,33.4,0.741,0.761,0.842,0.527,3.49,0.104,Mid attention,Scalable,windy,26.9,43.8
1986_375_South_Korea,1986,375,South Korea,Bulgaria,A,group_or_knockout,McDonald's,draw,1,1548,70.3,20.2,12.83,49.82,210.08,0.444,0.434,25.44,0.5,0.67,0.723,0.448,3.193,0.126,Mid attention,Scalable,clear,39.0,15.0
1986_376_Brazil,1986,376,Brazil,Algeria,A,group_or_knockout,Adidas,win,3,1829,78.8,57.4,18.61,47.62,126.62,0.414,0.537,33.15,0.774,0.809,0.916,0.642,3.853,0.116,Mid attention,Premium,clear,21.7,51.0
1986_377_England,1986,377,England,Morocco,A,group_or_knockout,McDonald's,draw,1,1695,76.6,52.6,19.34,45.42,130.12,0.321,0.544,20.29,0.426,0.819,0.654,0.443,3.445,0.17,Mid attention,Scalable,clear,18.2,63.9
1986_378_Hungary,1986,378,Hungary,Canada,A,group_or_knockout,Adidas,win,3,1691,78.9,42.6,16.61,49.82,182.54,0.356,0.522,33.47,0.767,0.712,0.937,0.623,3.657,0.109,Mid attention,Premium,clear,25.6,50.1
1986_379_Mexico,1986,379,Mexico,Paraguay,A,group_or_knockout,Hyundai,draw,1,1612,72.1,37.6,18.89,49.82,194.92,0.463,0.587,28.5,0.701,0.712,0.897,0.578,3.672,0.129,Mid attention,Scalable,clear,25.6,89.0
1986_380_Northern_Ireland,1986,380,Northern Ireland,Spain,A,group_or_knockout,Qatar Airways,loss,0,1543,66.3,29.3,14.28,52.02,135.02,0.392,0.453,21.11,0.427,0.682,0.667,0.388,3.079,0.146,Mid attention,Scalable,cloudy,19.8,58.2
1986_381_Poland,1986,381,Poland,Portugal,A,group_or_knockout,Coca-Cola,win,3,1685,72.7,42.5,15.85,47.62,137.39,0.36,0.469,28.97,0.685,0.749,0.899,0.576,3.563,0.123,Mid attention,Scalable,hot,16.8,78.7
1986_382_Denmark,1986,382,Denmark,Uruguay,A,group_or_knockout,Coca-Cola,win,3,1642,71.5,43.1,19.09,60.82,189.06,0.575,0.657,33.85,0.744,0.715,0.895,0.706,3.62,0.107,Mid attention,Premium,clear,36.9,62.2
1986_383_Germany,1986,383,Germany,Scotland,A,group_or_knockout,Coca-Cola,win,3,1798,81.3,65.9,22.15,52.02,173.59,0.386,0.677,29.19,0.711,0.859,0.907,0.668,4.098,0.14,High attention,Premium,cloudy,25.0,71.2
1986_384_Iraq,1986,384,Iraq,Belgium,A,group_or_knockout,Hyundai,loss,0,1388,63.6,11.4,6.1,52.02,143.22,0.375,0.241,29.12,0.681,0.596,0.858,0.391,3.0,0.103,Low attention,Scalable,clear,18.6,62.5
1986_385_Hungary,1986,385,Hungary,France,A,group_or_knockout,Adidas,loss,0,1691,78.9,42.6,16.61,52.02,143.74,0.366,0.518,33.47,0.767,0.712,0.937,0.524,3.557,0.106,Mid attention,Scalable,hot,28.5,79.9
1986_386_Russia,1986,386,Russia,Canada,A,group_or_knockout,Hyundai,win,3,1676,72.7,49.8,18.23,49.82,209.51,0.407,0.576,26.07,0.662,0.69,0.874,0.617,3.961,0.152,Mid attention,Scalable,clear,22.3,58.9
1986_387_Argentina,1986,387,Argentina,Bulgaria,A,group_or_knockout,Hyundai,win,3,1753,76.8,58.0,19.5,49.82,199.75,0.434,0.605,30.74,0.75,0.813,0.936,0.663,3.916,0.127,Mid attention,Premium,clear,21.5,65.9
1986_388_South_Korea,1986,388,South Korea,Italy,A,group_or_knockout,McDonald's,loss,0,1548,70.3,20.2,12.83,56.42,184.29,0.5,0.463,25.44,0.5,0.67,0.723,0.436,3.145,0.124,Mid attention,Scalable,cloudy,26.4,63.9
1986_389_England,1986,389,England,Poland,A,group_or_knockout,McDonald's,win,3,1695,76.6,52.6,19.34,52.02,240.56,0.481,0.632,20.29,0.426,0.819,0.654,0.572,3.557,0.175,Mid attention,Scalable,rain,15.2,53.4
1986_390_Mexico,1986,390,Mexico,Iraq,A,group_or_knockout,Hyundai,win,3,1612,72.1,37.6,18.89,47.62,122.13,0.308,0.542,28.5,0.701,0.712,0.897,0.6,3.659,0.128,Mid attention,Scalable,rain,25.1,64.5
1986_391_Paraguay,1986,391,Paraguay,Belgium,A,group_or_knockout,Hyundai,draw,1,1578,69.9,30.5,12.88,54.22,244.08,0.437,0.477,26.2,0.66,0.667,0.921,0.518,3.713,0.142,Mid attention,Scalable,cloudy,34.5,93.8
1986_392_Portugal,1986,392,Portugal,Morocco,A,group_or_knockout,Mengniu,loss,0,1702,76.8,47.1,14.4,54.22,180.36,0.46,0.489,17.76,0.359,0.8,0.643,0.391,3.385,0.191,Mid attention,Scalable,rain,25.8,53.7
1986_393_Algeria,1986,393,Algeria,Spain,A,group_or_knockout,Hisense,loss,0,1543,72.2,36.3,11.9,52.02,371.49,0.546,0.493,30.28,0.856,0.66,0.889,0.577,3.86,0.127,Mid attention,Scalable,clear,20.7,64.7
1986_394_Northern_Ireland,1986,394,Northern Ireland,Brazil,A,group_or_knockout,Qatar Airways,loss,0,1543,66.3,29.3,14.28,52.02,106.46,0.398,0.441,21.11,0.427,0.682,0.667,0.384,3.005,0.142,Mid attention,Scalable,clear,20.0,78.1
1986_395_Denmark,1986,395,Denmark,Germany,A,group_or_knockout,Coca-Cola,win,3,1642,71.5,43.1,19.09,49.82,117.38,0.387,0.559,33.85,0.744,0.715,0.895,0.635,3.458,0.102,Mid attention,Premium,clear,20.5,76.2
1986_396_Scotland,1986,396,Scotland,Uruguay,A,group_or_knockout,Budweiser,draw,1,1529,67.9,31.6,17.66,45.42,145.94,0.341,0.506,26.35,0.637,0.686,0.905,0.504,3.466,0.132,Mid attention,Scalable,clear,21.5,58.2
1986_397_Mexico,1986,397,Mexico,Bulgaria,A,group_or_knockout,Hyundai,win,3,1612,72.1,37.6,18.89,49.82,159.12,0.416,0.572,28.5,0.701,0.712,0.897,0.63,3.654,0.128,Mid attention,Premium,clear,20.7,19.9
1986_398_Russia,1986,398,Russia,Belgium,A,group_or_knockout,Hyundai,loss,0,1676,72.7,49.8,18.23,60.82,300.05,0.617,0.683,26.07,0.662,0.69,0.874,0.596,4.047,0.155,High attention,Scalable,cloudy,28.5,66.3
1986_399_Argentina,1986,399,Argentina,Uruguay,A,group_or_knockout,Hyundai,win,3,1753,76.8,58.0,19.5,47.62,112.86,0.355,0.554,30.74,0.75,0.813,0.936,0.63,3.758,0.122,Mid attention,Premium,clear,12.6,22.5
1986_400_Brazil,1986,400,Brazil,Poland,A,group_or_knockout,Adidas,win,3,1829,78.8,57.4,18.61,54.22,199.62,0.452,0.609,33.15,0.774,0.809,0.916,0.676,3.934,0.119,Mid attention,Premium,cloudy,28.2,81.5
1986_401_Italy,1986,401,Italy,France,A,group_or_knockout,Visa,loss,0,1755,77.8,61.6,11.04,49.82,197.14,0.415,0.381,33.4,0.741,0.761,0.842,0.472,3.449,0.103,Mid attention,Scalable,cloudy,20.7,60.7
1986_402_Morocco,1986,402,Morocco,Germany,A,group_or_knockout,Mengniu,loss,0,1552,69.2,34.3,12.67,47.62,165.76,0.381,0.397,19.44,0.364,0.668,0.598,0.343,2.932,0.151,Mid attention,Watchlist,rain,25.3,74.0
1986_403_Denmark,1986,403,Denmark,Spain,A,group_or_knockout,Coca-Cola,loss,0,1642,71.5,43.1,19.09,58.62,128.0,0.497,0.617,33.85,0.744,0.715,0.895,0.577,3.559,0.105,Mid attention,Scalable,rain,16.2,43.6
1986_404_England,1986,404,England,Paraguay,A,group_or_knockout,McDonald's,win,3,1695,76.6,52.6,19.34,52.02,220.48,0.449,0.624,20.29,0.426,0.819,0.654,0.563,3.582,0.177,Mid attention,Scalable,clear,31.0,33.2
1986_405_Brazil,1986,405,Brazil,France,A,group_or_knockout,Adidas,draw,1,1829,78.8,57.4,18.61,49.82,200.86,0.437,0.582,33.15,0.774,0.809,0.916,0.597,3.892,0.117,Mid attention,Scalable,clear,30.5,62.2
1986_406_Mexico,1986,406,Mexico,Germany,A,group_or_knockout,Hyundai,draw,1,1612,72.1,37.6,18.89,45.42,153.52,0.335,0.542,28.5,0.701,0.712,0.897,0.538,3.514,0.123,Mid attention,Scalable,cloudy,28.8,57.5
1986_407_Argentina,1986,407,Argentina,England,A,group_or_knockout,Hyundai,win,3,1753,76.8,58.0,19.5,52.02,157.41,0.416,0.6,30.74,0.75,0.813,0.936,0.658,3.803,0.124,Mid attention,Premium,cloudy,13.9,50.1
1986_408_Spain,1986,408,Spain,Belgium,A,group_or_knockout,Budweiser,draw,1,1708,77.4,45.2,19.26,49.82,151.67,0.413,0.578,27.85,0.668,0.724,0.933,0.555,3.772,0.135,Mid attention,Scalable,clear,28.0,59.4
1986_409_Argentina,1986,409,Argentina,Belgium,A,group_or_knockout,Hyundai,win,3,1753,76.8,58.0,19.5,49.82,139.26,0.328,0.579,30.74,0.75,0.813,0.936,0.634,3.813,0.124,Mid attention,Premium,clear,25.4,96.0
1986_410_France,1986,410,France,Germany,A,group_or_knockout,Qatar Airways,loss,0,1748,77.8,46.5,18.67,49.82,170.35,0.367,0.571,24.02,0.501,0.801,0.711,0.453,3.548,0.148,Mid attention,Scalable,rain,13.4,71.4
1986_411_France,1986,411,France,Belgium,A,group_or_knockout,Qatar Airways,win,3,1748,77.8,46.5,18.67,58.62,168.98,0.46,0.624,24.02,0.501,0.801,0.711,0.59,3.577,0.149,Mid attention,Scalable,cloudy,22.9,74.8
1986_412_Argentina,1986,412,Argentina,Germany,A,group_or_knockout,Hyundai,win,3,1753,76.8,58.0,19.5,56.42,127.13,0.385,0.614,30.74,0.75,0.813,0.936,0.658,3.793,0.123,Mid attention,Premium,clear,25.2,71.5
