text_id,source,domain,narrative_topic,sentiment_score,text_svd_01,text_svd_02,text_svd_03,text_svd_04,text_svd_05,text_svd_06,text_svd_07,text_svd_08,text_svd_09,text_svd_10,text_svd_11,text_svd_12,text_svd_13,text_svd_14,text_svd_15,text_svd_16,text_svd_17,text_svd_18,text_svd_19,text_svd_20,text_svd_21,text_svd_22,text_svd_23,text_svd_24,text_x,text_y
480,real_match_record_fact,github.com,real_match_fact,0.0,0.287204,0.541185,0.718492,0.924494,0.294301,0.721814,0.447196,0.365027,0.296022,0.517015,0.46292,0.450267,0.730907,0.439416,0.773642,0.452901,0.127059,0.303861,0.472073,0.872783,0.691318,0.796764,0.577783,0.629298,0.287204,0.541185
481,real_match_record_fact,github.com,real_match_fact,0.177,0.227877,0.559383,0.620733,0.831264,0.198361,0.548498,0.374533,0.656748,0.277403,0.495331,0.69876,0.396307,0.636108,0.349731,0.720849,0.265996,0.359945,0.144928,0.618233,0.525985,0.581776,0.739023,0.537007,0.43888,0.227877,0.559383
482,real_match_record_fact,github.com,real_match_fact,0.174,0.241127,0.535494,0.671099,0.826001,0.186673,0.56984,0.311004,0.654903,0.303246,0.614676,0.634204,0.394525,0.677761,0.334905,0.762013,0.379441,0.315077,0.292908,0.57687,0.411205,0.630887,0.543002,0.357125,0.500644,0.241127,0.535494
483,real_match_record_fact,github.com,real_match_fact,0.174,0.227146,0.52593,0.745224,0.869445,0.054075,0.437809,0.160187,0.738928,0.585083,0.461975,0.686904,0.274862,0.533208,0.199483,0.684873,0.234519,0.243628,0.135961,0.378954,0.730275,0.495281,0.329538,0.243649,0.302004,0.227146,0.52593
484,real_match_record_fact,github.com,real_match_fact,0.174,0.159305,0.50714,0.764819,0.61679,0.12187,0.496633,0.206541,0.68186,0.349573,0.51979,0.621944,0.441882,0.558442,0.676061,0.720897,0.305724,0.317537,0.379208,0.531829,0.468245,0.607723,0.422278,0.718802,0.416898,0.159305,0.50714
485,real_match_record_fact,github.com,real_match_fact,0.171,0.289682,0.531302,0.727504,0.861104,0.233628,0.587322,0.289328,0.365249,0.42257,0.687697,0.736993,0.447568,0.753805,0.268847,0.583204,0.283775,0.391056,0.304207,0.497984,0.515685,0.754033,0.793644,0.382663,0.670532,0.289682,0.531302
486,real_match_record_fact,github.com,real_match_fact,0.177,0.245842,0.552464,0.674029,0.845911,0.181059,0.598892,0.305406,0.730947,0.254749,0.5772,0.681575,0.426252,0.636303,0.46041,0.694909,0.354461,0.434614,0.201727,0.592762,0.546472,0.638146,0.550636,0.282013,0.517203,0.245842,0.552464
487,real_match_record_fact,github.com,real_match_fact,0.174,0.19656,0.499884,0.714592,0.954104,0.135566,0.437997,0.158047,0.683196,0.355755,0.548275,0.45226,0.402577,0.610614,0.252792,0.835938,0.289208,0.353613,0.51508,0.360245,0.626585,0.630013,0.734217,0.308833,0.36976,0.19656,0.499884
488,real_match_record_fact,github.com,real_match_fact,0.0,0.324558,0.508699,0.701707,0.900038,0.258861,0.677916,0.480162,0.351741,0.326955,0.4695,0.549857,0.486008,0.882585,0.55409,0.57079,0.21237,0.211813,0.279417,0.58109,0.733194,0.67744,0.55036,0.462505,0.642778,0.324558,0.508699
489,real_match_record_fact,github.com,real_match_fact,0.0,0.254842,0.566313,0.653196,0.846795,0.18457,0.62369,0.469645,0.646765,0.476363,0.649181,0.52686,0.48866,0.699714,0.51821,0.813756,0.555806,0.112579,0.199274,0.562689,0.611087,0.620346,0.517768,0.694816,0.453034,0.254842,0.566313
490,real_match_record_fact,github.com,real_match_fact,0.0,0.290095,0.501807,0.614146,0.825427,0.174326,0.587511,0.466316,0.712593,0.375094,0.567565,0.542457,0.486554,0.709264,0.41212,0.709411,0.327156,0.215478,0.154925,0.829775,0.68533,0.62166,0.620309,0.657519,0.483569,0.290095,0.501807
491,real_match_record_fact,github.com,real_match_fact,0.174,0.216052,0.509654,0.744548,0.875818,0.08001,0.315335,0.029273,0.673069,0.590448,0.587657,0.765103,0.514544,0.665667,0.142581,0.711131,0.255559,0.234876,0.18648,0.394679,0.706012,0.477864,0.398319,0.344062,0.361261,0.216052,0.509654
492,real_match_record_fact,github.com,real_match_fact,0.171,0.299974,0.545657,0.727946,0.855434,0.211883,0.695309,0.404513,0.421065,0.417014,0.578855,0.668684,0.238856,0.63892,0.319132,0.55969,0.265789,0.399509,0.260943,0.484841,0.535801,0.770416,0.73571,0.295582,0.620443,0.299974,0.545657
493,real_match_record_fact,github.com,real_match_fact,0.0,0.212153,0.541973,0.638908,0.891719,0.125632,0.533548,0.356854,0.779075,0.471477,0.621016,0.482709,0.447093,0.635621,0.665721,0.743403,0.595418,0.224458,0.128067,0.519767,0.668664,0.538836,0.521157,0.670874,0.479919,0.212153,0.541973
494,real_match_record_fact,github.com,real_match_fact,0.177,0.185059,0.518768,0.784662,0.571295,0.149299,0.608841,0.267161,0.694294,0.22975,0.549934,0.673046,0.432128,0.624858,0.469562,0.697309,0.294537,0.364733,0.285524,0.539671,0.566492,0.677397,0.514255,0.353007,0.544607,0.185059,0.518768
495,real_match_record_fact,github.com,real_match_fact,0.171,0.302205,0.548027,0.71322,0.907964,0.288132,0.668574,0.328715,0.288315,0.320835,0.429981,0.701562,0.528111,0.591621,0.43041,0.62499,0.20012,0.403392,0.210403,0.624774,0.710248,0.782603,0.721104,0.393777,0.625914,0.302205,0.548027
496,real_match_record_fact,github.com,real_match_fact,0.174,0.292108,0.495185,0.657134,0.835769,0.214186,0.561878,0.370297,0.607578,0.358759,0.618178,0.661256,0.438643,0.571524,0.401102,0.795426,0.36125,0.277341,0.303119,0.595013,0.491013,0.67677,0.479944,0.477753,0.46495,0.292108,0.495185
497,real_match_record_fact,github.com,real_match_fact,0.177,0.230622,0.550632,0.616349,0.836961,0.203594,0.584709,0.416976,0.571344,0.435728,0.567263,0.695687,0.430469,0.539472,0.557199,0.864219,0.432737,0.234021,0.115239,0.662562,0.566417,0.54818,0.820161,0.650149,0.502467,0.230622,0.550632
498,real_match_record_fact,github.com,real_match_fact,0.174,0.200077,0.522082,0.704371,0.96054,0.149573,0.457524,0.295751,0.602639,0.421754,0.520141,0.459127,0.492361,0.682275,0.646752,0.848105,0.086215,0.34185,0.665548,0.401905,0.637824,0.536419,0.520921,0.427709,0.29521,0.200077,0.522082
499,real_match_record_fact,github.com,real_match_fact,0.177,0.265043,0.542749,0.700763,0.834087,0.16123,0.544925,0.2561,0.582451,0.480858,0.651982,0.787425,0.463953,0.491799,0.482264,0.863003,0.361701,0.123566,0.087115,0.454076,0.848078,0.604327,0.34157,0.350923,0.383356,0.265043,0.542749
500,real_match_record_fact,github.com,real_match_fact,0.174,0.209205,0.531279,0.654237,0.867642,0.183519,0.518312,0.300069,0.642562,0.331955,0.556647,0.703086,0.413269,0.663434,0.305221,0.743817,0.35267,0.332248,0.170575,0.588942,0.459373,0.703984,0.652604,0.406258,0.421857,0.209205,0.531279
501,real_match_record_fact,github.com,real_match_fact,0.177,0.215082,0.529664,0.647409,0.848335,0.283708,0.647712,0.395013,0.408206,0.327526,0.475782,0.698961,0.446888,0.588076,0.552942,0.866876,0.431157,0.197168,0.124191,0.546739,0.58904,0.513697,0.661944,0.524139,0.534171,0.215082,0.529664
502,real_match_record_fact,github.com,real_match_fact,0.0,0.182972,0.505723,0.696169,0.923558,0.0272,0.319869,0.095936,0.859057,0.617549,0.53364,0.463113,0.539138,0.828702,0.367899,0.58344,0.349112,0.334658,0.300229,0.470155,0.612072,0.440434,0.530975,0.641877,0.54781,0.182972,0.505723
503,real_match_record_fact,github.com,real_match_fact,0.0,0.256193,0.551315,0.722449,0.861919,0.213459,0.595704,0.309215,0.567913,0.375651,0.3677,0.630096,0.648219,0.587463,0.273337,0.67047,0.218902,0.141323,0.068875,0.701154,1.0,0.574603,0.251774,0.45063,0.316591,0.256193,0.551315
504,real_match_record_fact,github.com,real_match_fact,0.174,0.185742,0.50137,0.718031,0.911525,0.112083,0.365586,0.100882,0.631615,0.59554,0.601089,0.687667,0.533129,0.751837,0.246783,0.694793,0.315482,0.402604,0.310674,0.446207,0.462252,0.581813,0.654413,0.384535,0.471098,0.185742,0.50137
505,real_match_record_fact,github.com,real_match_fact,0.0,0.175257,0.52723,0.631965,0.886394,0.085578,0.456057,0.294482,0.89551,0.354737,0.479804,0.473207,0.409469,0.753539,0.423277,0.635988,0.376838,0.251199,0.144426,0.619131,0.619061,0.564347,0.522696,0.680041,0.501313,0.175257,0.52723
506,real_match_record_fact,github.com,real_match_fact,0.177,0.244105,0.538398,0.624634,0.823647,0.19245,0.616736,0.384306,0.562602,0.417393,0.658813,0.694087,0.446179,0.545351,0.64871,0.873738,0.382718,0.279216,0.1827,0.563512,0.626695,0.631263,0.605008,0.445615,0.568843,0.244105,0.538398
507,real_match_record_fact,github.com,real_match_fact,0.177,0.275527,0.54171,0.72025,0.810171,0.16857,0.521786,0.219601,0.631636,0.349293,0.630899,0.745702,0.406491,0.629587,0.213329,0.73505,0.261301,0.22377,0.14715,0.484774,0.725914,0.572917,0.359564,0.228417,0.308569,0.275527,0.54171
508,real_match_record_fact,github.com,real_match_fact,0.174,0.177118,0.50355,0.662457,0.902437,0.128776,0.441262,0.168856,0.680072,0.387445,0.566408,0.602616,0.379528,0.628358,0.39135,0.709956,0.354535,0.374141,0.295653,0.424539,0.442897,0.651468,0.547421,0.375487,0.443409,0.177118,0.50355
509,real_match_record_fact,github.com,real_match_fact,0.177,0.200013,0.531902,0.635676,0.87498,0.253319,0.638528,0.343178,0.489876,0.272816,0.286852,0.688009,0.625113,0.445501,0.537922,0.74937,0.157541,0.396669,0.198004,0.768736,0.710361,0.650652,0.535728,0.433528,0.598927,0.200013,0.531902
510,real_match_record_fact,github.com,real_match_fact,0.174,0.17076,0.511753,0.695062,0.898087,0.100329,0.339889,0.134686,0.741539,0.540549,0.502539,0.719503,0.509034,0.717365,0.285562,0.694845,0.288066,0.385799,0.203637,0.554962,0.500721,0.488031,0.716212,0.552475,0.543187,0.17076,0.511753
511,real_match_record_fact,github.com,real_match_fact,0.174,0.149441,0.496401,0.719415,0.934321,0.196855,0.42935,0.170381,0.474759,0.604074,0.428414,0.731362,0.574832,0.645068,0.484986,0.838003,0.463213,0.206101,0.180559,0.423972,0.564174,0.413199,0.65058,0.637576,0.597522,0.149441,0.496401
512,real_match_record_fact,github.com,real_match_fact,0.174,0.239162,0.531812,0.707349,0.880048,0.067601,0.352642,0.092535,0.77068,0.409332,0.486669,0.718233,0.377974,0.574692,0.267178,0.726724,0.195476,0.210843,0.077157,0.464008,0.765646,0.48231,0.440078,0.416136,0.333009,0.239162,0.531812
513,real_match_record_fact,github.com,real_match_fact,0.177,0.201709,0.529321,0.701546,0.78697,0.235958,0.573721,0.463651,0.519655,0.334578,0.606327,0.648054,0.513434,0.827837,0.582448,0.675385,0.140317,0.551935,0.358505,0.411357,0.379964,0.49816,0.373067,0.154965,0.389596,0.201709,0.529321
514,real_match_record_fact,github.com,real_match_fact,0.177,0.207101,0.540211,0.692953,0.876277,0.340713,0.697479,0.470476,0.355302,0.175964,0.430309,0.42785,0.616517,0.754251,0.564776,0.653401,0.381962,0.609109,0.354552,0.349069,0.311984,0.460795,0.429149,0.340331,0.471918,0.207101,0.540211
515,real_match_record_fact,github.com,real_match_fact,0.0,0.245118,0.56212,0.651081,0.859124,0.210863,0.626193,0.474272,0.51096,0.65273,0.540881,0.477305,0.916122,0.765551,0.649107,0.494722,0.317027,0.529344,0.523752,0.701604,0.624702,0.607517,0.421035,0.406645,0.523218,0.245118,0.56212
516,real_match_record_fact,github.com,real_match_fact,0.174,0.30579,0.575313,0.664991,0.83086,0.287724,0.662476,0.454615,0.365921,0.404626,0.570184,0.539217,0.588898,0.671307,0.775135,0.577967,0.287821,0.487817,0.61465,0.479312,0.306967,0.554113,0.481922,0.516184,0.345001,0.30579,0.575313
517,real_match_record_fact,github.com,real_match_fact,0.0,0.270932,0.56721,0.649036,0.819612,0.228518,0.648587,0.539968,0.581113,0.371102,0.603883,0.375013,0.590096,0.926559,0.568994,0.470701,0.370936,0.45283,0.493362,0.472378,0.442881,0.511528,0.454777,0.34337,0.434088,0.270932,0.56721
518,real_match_record_fact,github.com,real_match_fact,0.171,0.345895,0.581348,0.637122,0.841504,0.2618,0.747756,0.425016,0.432931,0.504763,0.595207,0.501552,0.575004,0.727605,0.696097,0.587281,0.239534,0.466752,0.623299,0.535665,0.285782,0.474596,0.486717,0.613236,0.401697,0.345895,0.581348
519,real_match_record_fact,github.com,real_match_fact,0.177,0.165607,0.547928,0.710624,0.868308,0.243245,0.70551,0.728132,0.218435,0.628406,0.716612,0.479236,0.417605,0.464773,0.742939,0.448892,0.344197,0.298424,0.319876,0.383022,0.399024,0.393718,0.727091,0.235679,0.597301,0.165607,0.547928
520,real_match_record_fact,github.com,real_match_fact,0.174,0.239889,0.547578,0.630782,0.868033,0.223038,0.572333,0.390119,0.451711,0.55123,0.551313,0.463878,0.522752,0.608297,0.95884,0.627218,0.485694,0.487634,0.513937,0.273547,0.433835,0.389669,0.631077,0.423971,0.474626,0.239889,0.547578
521,real_match_record_fact,github.com,real_match_fact,0.0,0.335104,0.588016,0.642803,0.843482,0.238534,0.669616,0.503217,0.391703,0.558403,0.508648,0.374908,0.815375,0.698505,0.736944,0.398136,0.28484,0.472687,0.610188,0.472281,0.719696,0.457993,0.242993,0.238533,0.25063,0.335104,0.588016
522,real_match_record_fact,github.com,real_match_fact,0.177,0.273784,0.566099,0.659127,0.911587,0.288995,0.647324,0.405822,0.21424,0.458405,0.589057,0.531258,0.634896,0.590307,0.679096,0.373887,0.28406,0.72142,0.43732,0.43919,0.644378,0.795085,0.605638,0.369453,0.396413,0.273784,0.566099
523,real_match_record_fact,github.com,real_match_fact,0.0,0.279066,0.550581,0.639636,0.884078,0.258364,0.718404,0.60724,0.522411,0.418267,0.592038,0.467312,0.778643,0.68455,0.710501,0.38163,0.325483,0.499897,0.600481,0.573811,0.647723,0.59183,0.599949,0.409563,0.57434,0.279066,0.550581
524,real_match_record_fact,github.com,real_match_fact,0.0,0.311001,0.53445,0.645504,0.844712,0.27349,0.737737,0.578967,0.465939,0.567887,0.650536,0.318061,0.598057,0.862588,0.830015,0.612918,0.53981,0.354585,0.63666,0.412982,0.66183,0.458824,0.620072,0.399528,0.484332,0.311001,0.53445
525,real_match_record_fact,github.com,real_match_fact,0.177,0.206279,0.525666,0.68019,0.863311,0.231559,0.60875,0.493055,0.392398,0.521054,0.63739,0.638597,0.406274,0.60708,0.743271,0.7756,0.261313,0.311801,0.391304,0.400649,0.479777,0.624155,0.549296,0.281143,0.404148,0.206279,0.525666
526,real_match_record_fact,github.com,real_match_fact,0.177,0.23817,0.550678,0.677375,0.866431,0.306809,0.678539,0.416648,0.381498,0.277091,0.340165,0.499077,0.550138,0.783995,0.583858,0.56138,0.423852,0.426011,0.512645,0.467093,0.311237,0.415754,0.55843,0.312803,0.5105,0.23817,0.550678
527,real_match_record_fact,github.com,real_match_fact,0.0,0.250938,0.554826,0.670952,0.828708,0.221545,0.607503,0.457405,0.52333,0.560051,0.646858,0.464122,0.713578,0.992492,0.461088,0.486596,0.443561,0.436651,0.504829,0.531773,0.43635,0.499828,0.499501,0.361388,0.45468,0.250938,0.554826
528,real_match_record_fact,github.com,real_match_fact,0.174,0.286056,0.57577,0.664543,0.774002,0.311661,0.666673,0.494712,0.417467,0.421963,0.493343,0.532704,0.739282,0.54398,0.766849,0.582442,0.275584,0.688014,0.502781,0.531374,0.445602,0.487371,0.437353,0.396721,0.392602,0.286056,0.57577
529,real_match_record_fact,github.com,real_match_fact,0.0,0.253009,0.564926,0.635759,0.838743,0.202488,0.648556,0.526098,0.621967,0.372274,0.560906,0.374008,0.627614,0.900236,0.65904,0.46485,0.351661,0.456471,0.505046,0.474484,0.480948,0.562325,0.392699,0.339542,0.506082,0.253009,0.564926
530,real_match_record_fact,github.com,real_match_fact,0.171,0.302873,0.560604,0.650064,0.836971,0.274112,0.751962,0.43909,0.459999,0.365596,0.67775,0.405225,0.571802,0.715089,0.520093,0.63102,0.234076,0.66702,0.448148,0.338278,0.279928,0.495099,0.447432,0.464158,0.438086,0.302873,0.560604
531,real_match_record_fact,github.com,real_match_fact,0.177,0.192897,0.519545,0.707265,0.864861,0.26409,0.594966,0.531133,0.260089,0.301831,0.767464,0.453726,0.523986,0.692769,0.580835,0.324432,0.194271,0.403454,0.4744,0.410559,0.349088,0.50093,0.806176,0.17419,0.684811,0.192897,0.519545
532,real_match_record_fact,github.com,real_match_fact,0.174,0.198914,0.532993,0.653138,0.924828,0.21147,0.521519,0.282656,0.380805,0.368012,0.556436,0.438678,0.407508,0.732714,0.745388,0.285613,0.381332,0.699124,0.459643,0.198037,0.521872,0.587947,0.603989,0.41196,0.486886,0.198914,0.532993
533,real_match_record_fact,github.com,real_match_fact,0.177,0.305919,0.538272,0.655215,0.853135,0.282923,0.6211,0.463299,0.238143,0.589027,0.609777,0.507521,0.633396,0.657777,0.859308,0.540723,0.485152,0.423924,0.622733,0.211581,0.603244,0.358243,0.335937,0.206286,0.256917,0.305919,0.538272
534,real_match_record_fact,github.com,real_match_fact,0.177,0.292668,0.567711,0.645695,0.853257,0.282171,0.667016,0.463934,0.326436,0.540852,0.640669,0.540005,0.57862,0.665228,0.784696,0.660264,0.479545,0.455324,0.480127,0.34141,0.425543,0.558061,0.649267,0.338968,0.392017,0.292668,0.567711
535,real_match_record_fact,github.com,real_match_fact,0.177,0.239412,0.556728,0.650497,0.877938,0.256432,0.772079,0.676707,0.455867,0.593913,0.590155,0.623282,0.485614,0.535706,0.773212,0.541918,0.530517,0.419415,0.505882,0.316747,0.43295,0.435329,0.620775,0.308572,0.513012,0.239412,0.556728
536,real_match_record_fact,github.com,real_match_fact,0.0,0.324212,0.568494,0.643152,0.826136,0.242874,0.736713,0.51984,0.567206,0.443819,0.587405,0.305647,0.606065,0.934773,0.637311,0.505758,0.389943,0.413085,0.652749,0.458122,0.547628,0.493652,0.584824,0.275946,0.473885,0.324212,0.568494
537,real_match_record_fact,github.com,real_match_fact,0.0,0.2709,0.563214,0.664248,0.800565,0.277449,0.698749,0.594463,0.43362,0.492325,0.691933,0.412438,0.628469,0.736546,0.791859,0.615925,0.516825,0.406445,0.452366,0.427601,0.466103,0.48769,0.465023,0.522919,0.40663,0.2709,0.563214
538,real_match_record_fact,github.com,real_match_fact,0.171,0.251438,0.547966,0.650078,0.835416,0.218365,0.636637,0.413603,0.548552,0.340316,0.578907,0.527491,0.530558,0.756104,0.685467,0.579854,0.32255,0.53117,0.519881,0.46656,0.400985,0.561666,0.455903,0.162072,0.559945,0.251438,0.547966
539,real_match_record_fact,github.com,real_match_fact,0.0,0.240945,0.564473,0.670608,0.86952,0.242947,0.754593,0.588661,0.528129,0.447685,0.598373,0.258672,0.803091,0.65996,0.592692,0.616628,0.185111,0.636783,0.43929,0.613227,0.536198,0.598914,0.357949,0.632447,0.451292,0.240945,0.564473
540,real_match_record_fact,github.com,real_match_fact,0.174,0.229465,0.545115,0.673692,0.827733,0.243342,0.615681,0.49027,0.427937,0.523577,0.566923,0.643607,0.446337,0.6459,0.803515,0.790721,0.290405,0.328191,0.335113,0.383536,0.511467,0.550881,0.505766,0.357159,0.389016,0.229465,0.545115
541,real_match_record_fact,github.com,real_match_fact,0.174,0.31575,0.568819,0.639029,0.851795,0.32914,0.751618,0.450222,0.29653,0.442368,0.460348,0.519253,0.578149,0.682973,0.770875,0.648387,0.490366,0.386892,0.43072,0.408748,0.412461,0.386968,0.570419,0.455285,0.484895,0.31575,0.568819
542,real_match_record_fact,github.com,real_match_fact,0.0,0.247349,0.565172,0.651832,0.838694,0.25594,0.615241,0.558024,0.409455,0.707176,0.680135,0.484986,0.792961,0.887436,0.649644,0.56621,0.559339,0.354602,0.465565,0.433253,0.474354,0.47064,0.558724,0.558706,0.425178,0.247349,0.565172
543,real_match_record_fact,github.com,real_match_fact,0.177,0.303144,0.581208,0.650845,0.875934,0.305512,0.673122,0.43617,0.253505,0.398601,0.615683,0.524402,0.534099,0.74845,0.811705,0.396693,0.324202,0.601796,0.485035,0.371563,0.502532,0.665695,0.531488,0.560022,0.375097,0.303144,0.581208
544,real_match_record_fact,github.com,real_match_fact,0.0,0.218848,0.547991,0.661168,0.877417,0.232394,0.791448,0.725638,0.560722,0.614048,0.466823,0.478087,0.689346,0.676379,0.653063,0.33894,0.368826,0.57793,0.612846,0.604844,0.680329,0.643625,0.566328,0.355592,0.536576,0.218848,0.547991
545,real_match_record_fact,github.com,real_match_fact,0.177,0.282373,0.509129,0.623924,0.865411,0.300412,0.683683,0.494076,0.330828,0.506109,0.611749,0.505649,0.53557,0.635968,0.823553,0.62351,0.492295,0.465724,0.560134,0.34574,0.468306,0.462959,0.600309,0.432439,0.422433,0.282373,0.509129
546,real_match_record_fact,github.com,real_match_fact,0.177,0.240799,0.551702,0.680805,0.875777,0.269604,0.63942,0.598738,0.224979,0.417188,0.815848,0.467923,0.548788,0.501693,0.789919,0.480623,0.303242,0.253551,0.345655,0.380074,0.401838,0.372202,0.740697,0.310333,0.628336,0.240799,0.551702
547,real_match_record_fact,github.com,real_match_fact,0.174,0.212794,0.530083,0.65553,0.90192,0.183398,0.51022,0.289424,0.510633,0.460267,0.5314,0.462473,0.504164,0.726839,0.680004,0.508288,0.381966,0.588191,0.567986,0.316059,0.346659,0.503455,0.604383,0.229392,0.408325,0.212794,0.530083
548,real_match_record_fact,github.com,real_match_fact,0.174,0.350604,0.592699,0.671438,0.828911,0.26905,0.668565,0.460753,0.354297,0.550869,0.583613,0.461628,0.700117,0.803121,0.834489,0.526109,0.317783,0.425981,0.768351,0.356903,0.563356,0.410489,0.345997,0.158751,0.271432,0.350604,0.592699
549,real_match_record_fact,github.com,real_match_fact,0.177,0.205674,0.49847,0.690726,0.861985,0.22827,0.682069,0.53289,0.422094,0.611512,0.492483,0.517709,0.429614,0.745636,0.525255,0.478831,0.37918,0.573285,0.525484,0.380574,0.320227,0.567503,0.563988,0.033349,0.341439,0.205674,0.49847
550,real_match_record_fact,github.com,real_match_fact,0.177,0.227056,0.541627,0.668967,0.790143,0.249379,0.635681,0.461816,0.515159,0.337544,0.575812,0.557585,0.604433,0.765989,0.726319,0.588135,0.297242,0.643959,0.486783,0.4144,0.320426,0.514221,0.354587,0.170541,0.514018,0.227056,0.541627
551,real_match_record_fact,github.com,real_match_fact,0.0,0.205187,0.509971,0.669104,0.907224,0.162187,0.527528,0.563178,0.521129,0.464087,0.679645,0.223016,0.661576,0.738556,0.877658,0.312657,0.193131,0.28081,0.5002,0.548314,0.433813,0.290746,0.427876,0.562612,0.400028,0.205187,0.509971
552,real_match_record_fact,github.com,real_match_fact,0.177,0.187821,0.527595,0.700218,0.855779,0.229054,0.523245,0.416812,0.402103,0.632242,0.551189,0.736134,0.799827,0.699021,0.53238,0.650085,0.048835,0.592828,0.434002,0.633466,0.5436,0.603415,0.489275,0.212518,0.464511,0.187821,0.527595
553,real_match_record_fact,github.com,real_match_fact,0.0,0.298933,0.532181,0.667618,0.842607,0.231993,0.688439,0.515167,0.535108,0.484141,0.622538,0.315238,0.623385,1.0,0.619244,0.5108,0.402208,0.415668,0.63847,0.447334,0.55715,0.549968,0.616223,0.151573,0.415914,0.298933,0.532181
554,real_match_record_fact,github.com,real_match_fact,0.177,0.207616,0.537676,0.697728,0.790651,0.300324,0.652434,0.534243,0.459509,0.260748,0.681579,0.453805,0.650767,0.762889,0.604618,0.678703,0.308204,0.804024,0.355149,0.321301,0.235323,0.496055,0.328544,0.262207,0.404338,0.207616,0.537676
555,real_match_record_fact,github.com,real_match_fact,0.177,0.172744,0.521441,0.703431,0.877313,0.273054,0.599425,0.413903,0.399681,0.244206,0.361931,0.655389,0.498856,0.859501,0.530425,0.657015,0.126424,0.395928,0.34369,0.434687,0.425748,0.491023,0.434848,0.167355,0.47166,0.172744,0.521441
556,real_match_record_fact,github.com,real_match_fact,0.177,0.234982,0.509236,0.655196,0.885797,0.204282,0.518058,0.392859,0.323897,0.669552,0.558732,0.462307,0.634098,0.627383,1.0,0.522185,0.433768,0.4082,0.601397,0.120673,0.59395,0.280509,0.307032,0.200127,0.28522,0.234982,0.509236
557,real_match_record_fact,github.com,real_match_fact,0.174,0.270418,0.526669,0.685503,0.816519,0.246712,0.740851,0.56717,0.503119,0.58065,0.49838,0.425629,0.459468,0.806079,0.625662,0.519126,0.383135,0.533226,0.666902,0.38951,0.434094,0.469058,0.643322,0.0,0.465924,0.270418,0.526669
558,real_match_record_fact,github.com,real_match_fact,0.0,0.255581,0.566827,0.665818,0.863557,0.227759,0.698382,0.57767,0.544926,0.372647,0.661372,0.355927,0.746707,0.86146,0.811809,0.649026,0.263137,0.578145,0.404132,0.550315,0.460056,0.640775,0.19243,0.54002,0.426103,0.255581,0.566827
559,real_match_record_fact,github.com,real_match_fact,0.177,0.200834,0.537404,0.698733,0.884354,0.34275,0.62069,0.430049,0.233663,0.514488,0.409069,0.667272,0.793745,0.88508,0.660575,0.572685,0.326478,0.478689,0.558645,0.543113,0.269302,0.452653,0.450705,0.470082,0.465576,0.200834,0.537404
560,real_match_record_fact,github.com,real_match_fact,0.0,0.258586,0.536937,0.683171,0.853936,0.222844,0.606051,0.6573,0.273782,0.59131,0.767737,0.2998,0.744376,0.700945,0.838452,0.362857,0.372497,0.153494,0.443227,0.301208,0.637667,0.232934,0.316399,0.196372,0.288843,0.258586,0.536937
561,real_match_record_fact,github.com,real_match_fact,0.0,0.220197,0.554926,0.656832,0.873586,0.164339,0.678512,0.568479,0.566845,0.748714,0.47705,0.325577,0.466873,0.696248,0.853618,0.531058,0.57443,0.387999,0.438385,0.388273,0.549478,0.403604,0.477662,0.499535,0.457393,0.220197,0.554926
562,real_match_record_fact,github.com,real_match_fact,0.177,0.200169,0.529224,0.675397,0.8448,0.227353,0.56607,0.379876,0.452853,0.536129,0.590043,0.632927,0.713478,0.851748,0.573253,0.549691,0.325634,0.593775,0.555121,0.453937,0.316356,0.555504,0.486423,0.172378,0.593451,0.200169,0.529224
563,real_match_record_fact,github.com,real_match_fact,0.177,0.199004,0.543353,0.670666,0.844967,0.202359,0.710772,0.534274,0.554346,0.573869,0.40755,0.524219,0.3786,0.650884,0.645975,0.519242,0.344852,0.56494,0.512043,0.454168,0.353428,0.608482,0.421995,0.06486,0.507674,0.199004,0.543353
564,real_match_record_fact,github.com,real_match_fact,0.177,0.155695,0.471295,0.664693,0.903695,0.210058,0.46163,0.332969,0.431558,0.729809,0.462986,0.536335,0.850108,0.5937,0.735167,0.470853,0.247278,0.709573,0.633796,0.529901,0.489616,0.446712,0.567515,0.342554,0.506728,0.155695,0.471295
565,real_match_record_fact,github.com,real_match_fact,0.0,0.196073,0.517221,0.940584,0.16843,0.191622,0.636898,0.297372,0.611791,0.42551,0.601724,0.457473,0.716473,0.785465,0.376358,0.400283,0.60516,0.409056,0.464133,0.494633,0.480582,0.61486,0.649147,0.706213,0.470868,0.196073,0.517221
566,real_match_record_fact,github.com,real_match_fact,0.174,0.156983,0.531886,0.806187,0.496569,0.22743,0.745996,0.44812,0.610082,0.412983,0.444145,0.562767,0.368845,0.515571,0.379928,0.451357,0.586826,0.54877,0.461224,0.434754,0.32608,0.56399,0.678982,0.373148,0.479945,0.156983,0.531886
567,real_match_record_fact,github.com,real_match_fact,0.177,0.120389,0.496247,0.830325,0.512936,0.302677,0.71099,0.41519,0.34013,0.140123,0.240311,0.50901,0.56299,0.790551,0.69143,0.497193,0.380668,0.430097,0.562156,0.393002,0.310952,0.428733,0.596352,0.292215,0.600895,0.120389,0.496247
