text_id,source,title,url,domain,language,sourcecountry,published_at,sentiment_score,narrative_topic
680,real_match_record_fact,"FIFA World Cup match on 1986-06-01 00:00:00: Spain played Brazil in Guadalajara, Mexico. The recorded result class was B_win with weather context rain, neutral site True, event attention proxy 47.62 and media repost proxy 152.09.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-01 00:00:00,0.177,real_match_fact
681,real_match_record_fact,"FIFA World Cup match on 1986-06-02 00:00:00: Argentina played South Korea in Mexico City, Mexico. The recorded result class was A_win with weather context rain, neutral site True, event attention proxy 54.22 and media repost proxy 267.49.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-02 00:00:00,0.171,real_match_fact
682,real_match_record_fact,"FIFA World Cup match on 1986-06-02 00:00:00: Morocco played Poland in Monterrey, Mexico. The recorded result class was draw with weather context cloudy, neutral site True, event attention proxy 45.42 and media repost proxy 107.64.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-02 00:00:00,0.0,real_match_fact
683,real_match_record_fact,"FIFA World Cup match on 1986-06-02 00:00:00: Russia played Hungary in Irapuato, Mexico. The recorded result class was A_win with weather context rain, neutral site True, event attention proxy 58.62 and media repost proxy 215.82.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-02 00:00:00,0.177,real_match_fact
684,real_match_record_fact,"FIFA World Cup match on 1986-06-03 00:00:00: Algeria played Northern Ireland in Guadalajara, Mexico. The recorded result class was draw with weather context clear, neutral site True, event attention proxy 49.82 and media repost proxy 197.14.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-03 00:00:00,0.0,real_match_fact
685,real_match_record_fact,"FIFA World Cup match on 1986-06-03 00:00:00: Mexico played Belgium in Mexico City, Mexico. The recorded result class was A_win with weather context clear, neutral site False, event attention proxy 52.02 and media repost proxy 181.08.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-03 00:00:00,0.174,real_match_fact
686,real_match_record_fact,"FIFA World Cup match on 1986-06-03 00:00:00: Portugal played England in Monterrey, Mexico. The recorded result class was A_win with weather context clear, neutral site True, event attention proxy 47.62 and media repost proxy 103.98.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-03 00:00:00,0.177,real_match_fact
687,real_match_record_fact,"FIFA World Cup match on 1986-06-04 00:00:00: Paraguay played Iraq in Toluca, Mexico. The recorded result class was A_win with weather context clear, neutral site True, event attention proxy 47.62 and media repost proxy 201.83.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-04 00:00:00,0.177,real_match_fact
688,real_match_record_fact,"FIFA World Cup match on 1986-06-04 00:00:00: Scotland played Denmark in Nezahualcóyotl, Mexico. The recorded result class was B_win with weather context clear, neutral site True, event attention proxy 47.62 and media repost proxy 191.99.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-04 00:00:00,0.174,real_match_fact
689,real_match_record_fact,"FIFA World Cup match on 1986-06-04 00:00:00: Uruguay played Germany in Querétaro, Mexico. The recorded result class was draw with weather context cloudy, neutral site True, event attention proxy 49.82 and media repost proxy 168.39.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-04 00:00:00,0.0,real_match_fact
690,real_match_record_fact,"FIFA World Cup match on 1986-06-05 00:00:00: France played Russia in León, Mexico. The recorded result class was draw with weather context clear, neutral site True, event attention proxy 49.82 and media repost proxy 150.75.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-05 00:00:00,0.0,real_match_fact
691,real_match_record_fact,"FIFA World Cup match on 1986-06-05 00:00:00: Italy played Argentina in Puebla, Mexico. The recorded result class was draw with weather context cloudy, neutral site True, event attention proxy 49.82 and media repost proxy 151.67.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-05 00:00:00,0.0,real_match_fact
692,real_match_record_fact,"FIFA World Cup match on 1986-06-05 00:00:00: South Korea played Bulgaria in Mexico City, Mexico. The recorded result class was draw with weather context cloudy, neutral site True, event attention proxy 49.82 and media repost proxy 139.26.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-05 00:00:00,0.0,real_match_fact
693,real_match_record_fact,"FIFA World Cup match on 1986-06-06 00:00:00: Brazil played Algeria in Guadalajara, Mexico. The recorded result class was A_win with weather context rain, neutral site True, event attention proxy 47.62 and media repost proxy 162.82.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-06 00:00:00,0.177,real_match_fact
694,real_match_record_fact,"FIFA World Cup match on 1986-06-06 00:00:00: England played Morocco in Monterrey, Mexico. The recorded result class was draw with weather context rain, neutral site True, event attention proxy 45.42 and media repost proxy 130.93.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-06 00:00:00,0.0,real_match_fact
695,real_match_record_fact,"FIFA World Cup match on 1986-06-06 00:00:00: Hungary played Canada in Irapuato, Mexico. The recorded result class was A_win with weather context clear, neutral site True, event attention proxy 49.82 and media repost proxy 112.26.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-06 00:00:00,0.177,real_match_fact
696,real_match_record_fact,"FIFA World Cup match on 1986-06-07 00:00:00: Mexico played Paraguay in Mexico City, Mexico. The recorded result class was draw with weather context clear, neutral site False, event attention proxy 49.82 and media repost proxy 106.15.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-07 00:00:00,0.0,real_match_fact
697,real_match_record_fact,"FIFA World Cup match on 1986-06-07 00:00:00: Northern Ireland played Spain in Guadalajara, Mexico. The recorded result class was B_win with weather context cloudy, neutral site True, event attention proxy 52.02 and media repost proxy 120.43.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-07 00:00:00,0.174,real_match_fact
698,real_match_record_fact,"FIFA World Cup match on 1986-06-07 00:00:00: Poland played Portugal in Monterrey, Mexico. The recorded result class was A_win with weather context cloudy, neutral site True, event attention proxy 47.62 and media repost proxy 144.81.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-07 00:00:00,0.177,real_match_fact
699,real_match_record_fact,"FIFA World Cup match on 1986-06-08 00:00:00: Denmark played Uruguay in Nezahualcóyotl, Mexico. The recorded result class was A_win with weather context clear, neutral site True, event attention proxy 60.82 and media repost proxy 172.5.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-08 00:00:00,0.174,real_match_fact
700,real_match_record_fact,"FIFA World Cup match on 1986-06-08 00:00:00: Germany played Scotland in Querétaro, Mexico. The recorded result class was A_win with weather context clear, neutral site True, event attention proxy 52.02 and media repost proxy 157.89.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-08 00:00:00,0.174,real_match_fact
701,real_match_record_fact,"FIFA World Cup match on 1986-06-08 00:00:00: Iraq played Belgium in Toluca, Mexico. The recorded result class was B_win with weather context rain, neutral site True, event attention proxy 52.02 and media repost proxy 171.03.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-08 00:00:00,0.177,real_match_fact
702,real_match_record_fact,"FIFA World Cup match on 1986-06-09 00:00:00: Hungary played France in León, Mexico. The recorded result class was B_win with weather context cloudy, neutral site True, event attention proxy 52.02 and media repost proxy 124.71.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-09 00:00:00,0.174,real_match_fact
703,real_match_record_fact,"FIFA World Cup match on 1986-06-09 00:00:00: Russia played Canada in Irapuato, Mexico. The recorded result class was A_win with weather context clear, neutral site True, event attention proxy 49.82 and media repost proxy 214.61.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-09 00:00:00,0.177,real_match_fact
704,real_match_record_fact,"FIFA World Cup match on 1986-06-10 00:00:00: Argentina played Bulgaria in Mexico City, Mexico. The recorded result class was A_win with weather context cloudy, neutral site True, event attention proxy 49.82 and media repost proxy 132.09.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-10 00:00:00,0.174,real_match_fact
705,real_match_record_fact,"FIFA World Cup match on 1986-06-10 00:00:00: South Korea played Italy in Puebla, Mexico. The recorded result class was B_win with weather context hot, neutral site True, event attention proxy 56.42 and media repost proxy 142.8.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-10 00:00:00,0.174,real_match_fact
706,real_match_record_fact,"FIFA World Cup match on 1986-06-11 00:00:00: England played Poland in Monterrey, Mexico. The recorded result class was A_win with weather context clear, neutral site True, event attention proxy 52.02 and media repost proxy 170.15.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-11 00:00:00,0.177,real_match_fact
707,real_match_record_fact,"FIFA World Cup match on 1986-06-11 00:00:00: Mexico played Iraq in Mexico City, Mexico. The recorded result class was A_win with weather context hot, neutral site False, event attention proxy 47.62 and media repost proxy 81.37.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-11 00:00:00,0.174,real_match_fact
708,real_match_record_fact,"FIFA World Cup match on 1986-06-11 00:00:00: Paraguay played Belgium in Toluca, Mexico. The recorded result class was draw with weather context clear, neutral site True, event attention proxy 54.22 and media repost proxy 124.18.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-11 00:00:00,0.0,real_match_fact
709,real_match_record_fact,"FIFA World Cup match on 1986-06-11 00:00:00: Portugal played Morocco in Guadalajara, Mexico. The recorded result class was B_win with weather context cloudy, neutral site True, event attention proxy 54.22 and media repost proxy 203.92.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-11 00:00:00,0.177,real_match_fact
710,real_match_record_fact,"FIFA World Cup match on 1986-06-12 00:00:00: Algeria played Spain in Monterrey, Mexico. The recorded result class was B_win with weather context cloudy, neutral site True, event attention proxy 52.02 and media repost proxy 91.39.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-12 00:00:00,0.177,real_match_fact
711,real_match_record_fact,"FIFA World Cup match on 1986-06-12 00:00:00: Northern Ireland played Brazil in Guadalajara, Mexico. The recorded result class was B_win with weather context clear, neutral site True, event attention proxy 52.02 and media repost proxy 203.27.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-12 00:00:00,0.174,real_match_fact
712,real_match_record_fact,"FIFA World Cup match on 1986-06-13 00:00:00: Denmark played Germany in Querétaro, Mexico. The recorded result class was A_win with weather context hot, neutral site True, event attention proxy 49.82 and media repost proxy 217.36.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-13 00:00:00,0.174,real_match_fact
713,real_match_record_fact,"FIFA World Cup match on 1986-06-13 00:00:00: Scotland played Uruguay in Nezahualcóyotl, Mexico. The recorded result class was draw with weather context cloudy, neutral site True, event attention proxy 45.42 and media repost proxy 117.04.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-13 00:00:00,0.0,real_match_fact
714,real_match_record_fact,"FIFA World Cup match on 1986-06-15 00:00:00: Mexico played Bulgaria in Mexico City, Mexico. The recorded result class was A_win with weather context windy, neutral site False, event attention proxy 49.82 and media repost proxy 154.49.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-15 00:00:00,0.174,real_match_fact
715,real_match_record_fact,"FIFA World Cup match on 1986-06-15 00:00:00: Russia played Belgium in León, Mexico. The recorded result class was B_win with weather context clear, neutral site True, event attention proxy 60.82 and media repost proxy 237.76.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-15 00:00:00,0.174,real_match_fact
716,real_match_record_fact,"FIFA World Cup match on 1986-06-16 00:00:00: Argentina played Uruguay in Puebla, Mexico. The recorded result class was A_win with weather context hot, neutral site True, event attention proxy 47.62 and media repost proxy 119.41.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-16 00:00:00,0.177,real_match_fact
717,real_match_record_fact,"FIFA World Cup match on 1986-06-16 00:00:00: Brazil played Poland in Guadalajara, Mexico. The recorded result class was A_win with weather context windy, neutral site True, event attention proxy 54.22 and media repost proxy 197.56.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-16 00:00:00,0.177,real_match_fact
718,real_match_record_fact,"FIFA World Cup match on 1986-06-17 00:00:00: Italy played France in Mexico City, Mexico. The recorded result class was B_win with weather context cloudy, neutral site True, event attention proxy 49.82 and media repost proxy 117.98.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-17 00:00:00,0.174,real_match_fact
719,real_match_record_fact,"FIFA World Cup match on 1986-06-17 00:00:00: Morocco played Germany in Monterrey, Mexico. The recorded result class was B_win with weather context clear, neutral site True, event attention proxy 47.62 and media repost proxy 119.05.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-17 00:00:00,0.177,real_match_fact
720,real_match_record_fact,"FIFA World Cup match on 1986-06-18 00:00:00: Denmark played Spain in Querétaro, Mexico. The recorded result class was B_win with weather context rain, neutral site True, event attention proxy 58.62 and media repost proxy 133.92.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-18 00:00:00,0.174,real_match_fact
721,real_match_record_fact,"FIFA World Cup match on 1986-06-18 00:00:00: England played Paraguay in Mexico City, Mexico. The recorded result class was A_win with weather context cloudy, neutral site True, event attention proxy 52.02 and media repost proxy 163.62.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-18 00:00:00,0.174,real_match_fact
722,real_match_record_fact,"FIFA World Cup match on 1986-06-21 00:00:00: Brazil played France in Guadalajara, Mexico. The recorded result class was draw with weather context windy, neutral site True, event attention proxy 49.82 and media repost proxy 196.89.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-21 00:00:00,0.0,real_match_fact
723,real_match_record_fact,"FIFA World Cup match on 1986-06-21 00:00:00: Mexico played Germany in Monterrey, Mexico. The recorded result class was draw with weather context cloudy, neutral site False, event attention proxy 45.42 and media repost proxy 123.27.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-21 00:00:00,0.0,real_match_fact
724,real_match_record_fact,"FIFA World Cup match on 1986-06-22 00:00:00: Argentina played England in Mexico City, Mexico. The recorded result class was A_win with weather context clear, neutral site True, event attention proxy 52.02 and media repost proxy 104.13.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-22 00:00:00,0.174,real_match_fact
725,real_match_record_fact,"FIFA World Cup match on 1986-06-22 00:00:00: Spain played Belgium in Puebla, Mexico. The recorded result class was draw with weather context clear, neutral site True, event attention proxy 49.82 and media repost proxy 105.14.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-22 00:00:00,0.0,real_match_fact
726,real_match_record_fact,"FIFA World Cup match on 1986-06-25 00:00:00: Argentina played Belgium in Mexico City, Mexico. The recorded result class was A_win with weather context rain, neutral site True, event attention proxy 49.82 and media repost proxy 159.0.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-25 00:00:00,0.174,real_match_fact
727,real_match_record_fact,"FIFA World Cup match on 1986-06-25 00:00:00: France played Germany in Guadalajara, Mexico. The recorded result class was B_win with weather context windy, neutral site True, event attention proxy 49.82 and media repost proxy 238.6.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-25 00:00:00,0.177,real_match_fact
728,real_match_record_fact,"FIFA World Cup match on 1986-06-28 00:00:00: France played Belgium in Puebla, Mexico. The recorded result class was A_win with weather context clear, neutral site True, event attention proxy 58.62 and media repost proxy 187.04.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-28 00:00:00,0.177,real_match_fact
729,real_match_record_fact,"FIFA World Cup match on 1986-06-29 00:00:00: Argentina played Germany in Mexico City, Mexico. The recorded result class was A_win with weather context rain, neutral site True, event attention proxy 56.42 and media repost proxy 144.68.",https://github.com/martj42/international_results,github.com,English,Global,1986-06-29 00:00:00,0.174,real_match_fact
730,real_match_record_fact,"FIFA World Cup match on 1990-06-08 00:00:00: Argentina played Cameroon in Milan, Italy. The recorded result class was B_win with weather context windy, neutral site True, event attention proxy 49.08 and media repost proxy 173.81.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-08 00:00:00,0.177,real_match_fact
731,real_match_record_fact,"FIFA World Cup match on 1990-06-09 00:00:00: Italy played Austria in Rome, Italy. The recorded result class was A_win with weather context clear, neutral site False, event attention proxy 49.08 and media repost proxy 131.16.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-09 00:00:00,0.177,real_match_fact
732,real_match_record_fact,"FIFA World Cup match on 1990-06-09 00:00:00: Russia played Romania in Bari, Italy. The recorded result class was B_win with weather context clear, neutral site True, event attention proxy 51.28 and media repost proxy 131.81.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-09 00:00:00,0.177,real_match_fact
733,real_match_record_fact,"FIFA World Cup match on 1990-06-09 00:00:00: United Arab Emirates played Colombia in Bologna, Italy. The recorded result class was B_win with weather context rain, neutral site True, event attention proxy 51.28 and media repost proxy 112.05.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-09 00:00:00,0.171,real_match_fact
734,real_match_record_fact,"FIFA World Cup match on 1990-06-10 00:00:00: Brazil played Sweden in Turin, Italy. The recorded result class was A_win with weather context cloudy, neutral site True, event attention proxy 53.48 and media repost proxy 226.71.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-10 00:00:00,0.177,real_match_fact
735,real_match_record_fact,"FIFA World Cup match on 1990-06-10 00:00:00: Germany played Yugoslavia in Milan, Italy. The recorded result class was A_win with weather context clear, neutral site True, event attention proxy 57.88 and media repost proxy 81.24.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-10 00:00:00,0.177,real_match_fact
736,real_match_record_fact,"FIFA World Cup match on 1990-06-10 00:00:00: United States played Czechoslovakia in Florence, Italy. The recorded result class was B_win with weather context hot, neutral site True, event attention proxy 60.08 and media repost proxy 214.66.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-10 00:00:00,0.174,real_match_fact
737,real_match_record_fact,"FIFA World Cup match on 1990-06-11 00:00:00: Costa Rica played Scotland in Genoa, Italy. The recorded result class was A_win with weather context cloudy, neutral site True, event attention proxy 49.08 and media repost proxy 123.17.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-11 00:00:00,0.174,real_match_fact
738,real_match_record_fact,"FIFA World Cup match on 1990-06-11 00:00:00: England played Republic of Ireland in Cagliari, Italy. The recorded result class was draw with weather context hot, neutral site True, event attention proxy 51.28 and media repost proxy 130.63.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-11 00:00:00,0.0,real_match_fact
739,real_match_record_fact,"FIFA World Cup match on 1990-06-12 00:00:00: Belgium played South Korea in Verona, Italy. The recorded result class was A_win with weather context hot, neutral site True, event attention proxy 51.28 and media repost proxy 235.37.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-12 00:00:00,0.174,real_match_fact
740,real_match_record_fact,"FIFA World Cup match on 1990-06-12 00:00:00: Netherlands played Egypt in Palermo, Italy. The recorded result class was draw with weather context rain, neutral site True, event attention proxy 51.28 and media repost proxy 119.98.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-12 00:00:00,0.0,real_match_fact
741,real_match_record_fact,"FIFA World Cup match on 1990-06-13 00:00:00: Argentina played Russia in Naples, Italy. The recorded result class was A_win with weather context cloudy, neutral site True, event attention proxy 51.28 and media repost proxy 121.13.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-13 00:00:00,0.177,real_match_fact
742,real_match_record_fact,"FIFA World Cup match on 1990-06-13 00:00:00: Uruguay played Spain in Udine, Italy. The recorded result class was draw with weather context clear, neutral site True, event attention proxy 46.88 and media repost proxy 129.16.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-13 00:00:00,0.0,real_match_fact
743,real_match_record_fact,"FIFA World Cup match on 1990-06-14 00:00:00: Cameroon played Romania in Bari, Italy. The recorded result class was A_win with weather context cloudy, neutral site True, event attention proxy 53.48 and media repost proxy 171.6.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-14 00:00:00,0.177,real_match_fact
744,real_match_record_fact,"FIFA World Cup match on 1990-06-14 00:00:00: Italy played United States in Rome, Italy. The recorded result class was A_win with weather context clear, neutral site False, event attention proxy 49.08 and media repost proxy 123.93.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-14 00:00:00,0.174,real_match_fact
745,real_match_record_fact,"FIFA World Cup match on 1990-06-14 00:00:00: Yugoslavia played Colombia in Bologna, Italy. The recorded result class was A_win with weather context cloudy, neutral site True, event attention proxy 49.08 and media repost proxy 90.27.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-14 00:00:00,0.177,real_match_fact
746,real_match_record_fact,"FIFA World Cup match on 1990-06-15 00:00:00: Austria played Czechoslovakia in Florence, Italy. The recorded result class was B_win with weather context clear, neutral site True, event attention proxy 49.08 and media repost proxy 110.06.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-15 00:00:00,0.177,real_match_fact
747,real_match_record_fact,"FIFA World Cup match on 1990-06-15 00:00:00: Germany played United Arab Emirates in Milan, Italy. The recorded result class was A_win with weather context cloudy, neutral site True, event attention proxy 60.08 and media repost proxy 245.78.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-15 00:00:00,0.171,real_match_fact
748,real_match_record_fact,"FIFA World Cup match on 1990-06-16 00:00:00: Brazil played Costa Rica in Turin, Italy. The recorded result class was A_win with weather context clear, neutral site True, event attention proxy 49.08 and media repost proxy 143.22.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-16 00:00:00,0.174,real_match_fact
749,real_match_record_fact,"FIFA World Cup match on 1990-06-16 00:00:00: England played Netherlands in Cagliari, Italy. The recorded result class was draw with weather context clear, neutral site True, event attention proxy 46.88 and media repost proxy 152.0.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-16 00:00:00,0.0,real_match_fact
750,real_match_record_fact,"FIFA World Cup match on 1990-06-16 00:00:00: Sweden played Scotland in Genoa, Italy. The recorded result class was B_win with weather context clear, neutral site True, event attention proxy 53.48 and media repost proxy 142.04.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-16 00:00:00,0.177,real_match_fact
751,real_match_record_fact,"FIFA World Cup match on 1990-06-17 00:00:00: Belgium played Uruguay in Verona, Italy. The recorded result class was A_win with weather context cloudy, neutral site True, event attention proxy 55.68 and media repost proxy 132.29.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-17 00:00:00,0.177,real_match_fact
752,real_match_record_fact,"FIFA World Cup match on 1990-06-17 00:00:00: Republic of Ireland played Egypt in Palermo, Italy. The recorded result class was draw with weather context rain, neutral site True, event attention proxy 46.88 and media repost proxy 214.29.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-17 00:00:00,0.0,real_match_fact
753,real_match_record_fact,"FIFA World Cup match on 1990-06-17 00:00:00: South Korea played Spain in Udine, Italy. The recorded result class was B_win with weather context clear, neutral site True, event attention proxy 55.68 and media repost proxy 150.95.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-17 00:00:00,0.174,real_match_fact
754,real_match_record_fact,"FIFA World Cup match on 1990-06-18 00:00:00: Argentina played Romania in Naples, Italy. The recorded result class was draw with weather context hot, neutral site True, event attention proxy 51.28 and media repost proxy 129.43.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-18 00:00:00,0.0,real_match_fact
755,real_match_record_fact,"FIFA World Cup match on 1990-06-18 00:00:00: Cameroon played Russia in Bari, Italy. The recorded result class was B_win with weather context hot, neutral site True, event attention proxy 55.68 and media repost proxy 216.27.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-18 00:00:00,0.177,real_match_fact
756,real_match_record_fact,"FIFA World Cup match on 1990-06-19 00:00:00: Austria played United States in Florence, Italy. The recorded result class was A_win with weather context clear, neutral site True, event attention proxy 53.48 and media repost proxy 124.84.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-19 00:00:00,0.174,real_match_fact
757,real_match_record_fact,"FIFA World Cup match on 1990-06-19 00:00:00: Germany played Colombia in Milan, Italy. The recorded result class was draw with weather context cloudy, neutral site True, event attention proxy 51.28 and media repost proxy 124.06.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-19 00:00:00,0.0,real_match_fact
758,real_match_record_fact,"FIFA World Cup match on 1990-06-19 00:00:00: Italy played Czechoslovakia in Rome, Italy. The recorded result class was A_win with weather context clear, neutral site False, event attention proxy 51.28 and media repost proxy 146.96.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-19 00:00:00,0.177,real_match_fact
759,real_match_record_fact,"FIFA World Cup match on 1990-06-19 00:00:00: Yugoslavia played United Arab Emirates in Bologna, Italy. The recorded result class was A_win with weather context clear, neutral site True, event attention proxy 57.88 and media repost proxy 165.41.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-19 00:00:00,0.171,real_match_fact
760,real_match_record_fact,"FIFA World Cup match on 1990-06-20 00:00:00: Brazil played Scotland in Turin, Italy. The recorded result class was A_win with weather context cloudy, neutral site True, event attention proxy 49.08 and media repost proxy 150.83.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-20 00:00:00,0.177,real_match_fact
761,real_match_record_fact,"FIFA World Cup match on 1990-06-20 00:00:00: Sweden played Costa Rica in Genoa, Italy. The recorded result class was B_win with weather context clear, neutral site True, event attention proxy 53.48 and media repost proxy 274.51.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-20 00:00:00,0.174,real_match_fact
762,real_match_record_fact,"FIFA World Cup match on 1990-06-21 00:00:00: Belgium played Spain in Verona, Italy. The recorded result class was B_win with weather context hot, neutral site True, event attention proxy 53.48 and media repost proxy 167.91.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-21 00:00:00,0.177,real_match_fact
763,real_match_record_fact,"FIFA World Cup match on 1990-06-21 00:00:00: England played Egypt in Cagliari, Italy. The recorded result class was A_win with weather context windy, neutral site True, event attention proxy 49.08 and media repost proxy 72.07.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-21 00:00:00,0.177,real_match_fact
764,real_match_record_fact,"FIFA World Cup match on 1990-06-21 00:00:00: Republic of Ireland played Netherlands in Palermo, Italy. The recorded result class was draw with weather context hot, neutral site True, event attention proxy 51.28 and media repost proxy 160.56.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-21 00:00:00,0.0,real_match_fact
765,real_match_record_fact,"FIFA World Cup match on 1990-06-21 00:00:00: South Korea played Uruguay in Udine, Italy. The recorded result class was B_win with weather context cloudy, neutral site True, event attention proxy 49.08 and media repost proxy 141.75.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-21 00:00:00,0.174,real_match_fact
766,real_match_record_fact,"FIFA World Cup match on 1990-06-23 00:00:00: Cameroon played Colombia in Naples, Italy. The recorded result class was A_win with weather context cloudy, neutral site True, event attention proxy 53.48 and media repost proxy 154.7.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-23 00:00:00,0.177,real_match_fact
767,real_match_record_fact,"FIFA World Cup match on 1990-06-23 00:00:00: Czechoslovakia played Costa Rica in Bari, Italy. The recorded result class was A_win with weather context windy, neutral site True, event attention proxy 57.88 and media repost proxy 177.19.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-23 00:00:00,0.174,real_match_fact
768,real_match_record_fact,"FIFA World Cup match on 1990-06-24 00:00:00: Brazil played Argentina in Turin, Italy. The recorded result class was B_win with weather context clear, neutral site True, event attention proxy 49.08 and media repost proxy 139.13.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-24 00:00:00,0.177,real_match_fact
769,real_match_record_fact,"FIFA World Cup match on 1990-06-24 00:00:00: Germany played Netherlands in Milan, Italy. The recorded result class was A_win with weather context clear, neutral site True, event attention proxy 53.48 and media repost proxy 150.59.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-24 00:00:00,0.177,real_match_fact
770,real_match_record_fact,"FIFA World Cup match on 1990-06-25 00:00:00: Republic of Ireland played Romania in Genoa, Italy. The recorded result class was draw with weather context cloudy, neutral site True, event attention proxy 46.88 and media repost proxy 159.05.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-25 00:00:00,0.0,real_match_fact
771,real_match_record_fact,"FIFA World Cup match on 1990-06-25 00:00:00: Italy played Uruguay in Rome, Italy. The recorded result class was A_win with weather context clear, neutral site False, event attention proxy 51.28 and media repost proxy 125.9.",https://github.com/martj42/international_results,github.com,English,Global,1990-06-25 00:00:00,0.177,real_match_fact
