panel_id,team,sponsor,stage,predicted_roi,media_value_index,fan_conversion_rate,social_spread_index,brand_influence_score,commercial_decision_score
1986_412_Argentina,Argentina,Hyundai,group_or_knockout,3.936,0.472243,0.436297,0.496741,0.824585,0.574429
2010_750_Japan,Japan,Adidas,group_or_knockout,3.939,0.560186,0.46233,0.398019,0.711341,0.573912
2014_773_Croatia,Croatia,Hisense,group_or_knockout,4.305,0.500636,0.318648,0.171844,0.688495,0.573594
1954_82_South_Korea,South Korea,Hisense,tournament,4.09,0.442492,0.469656,0.392618,0.660317,0.57343
1986_383_Germany,Germany,Coca-Cola,group_or_knockout,3.941,0.430603,0.483516,0.479801,0.834073,0.573337
1978_305_Poland,Poland,Coca-Cola,tournament,4.174,0.405351,0.380005,0.381712,0.746106,0.572835
1986_403_Spain,Spain,Budweiser,group_or_knockout,3.835,0.488627,0.547184,0.528212,0.728164,0.572724
1982_329_Spain,Spain,Budweiser,tournament,3.889,0.4248,0.532533,0.570562,0.728164,0.572685
1974_267_Brazil,Brazil,Adidas,tournament,3.808,0.36299,0.583626,0.593094,0.900554,0.572611
2006_660_Ukraine,Ukraine,Qatar Airways,group_or_knockout,3.951,0.573897,0.427902,0.409608,0.690038,0.572604
2014_830_France,France,Qatar Airways,group_or_knockout,3.925,0.47878,0.498516,0.40478,0.829643,0.572516
1978_301_Netherlands,Netherlands,Hisense,tournament,3.858,0.399843,0.543742,0.527983,0.882297,0.572515
2002_595_Germany,Germany,Coca-Cola,group_or_knockout,3.942,0.452528,0.490399,0.428999,0.834073,0.572485
2002_601_England,England,McDonald's,group_or_knockout,3.947,0.495082,0.562738,0.533455,0.452957,0.572372
2010_767_Argentina,Argentina,Hyundai,group_or_knockout,3.914,0.518125,0.447752,0.423399,0.824585,0.571954
2022_942_Germany,Germany,Coca-Cola,group_or_knockout,3.633,0.662749,0.527612,0.48446,0.834073,0.571907
1982_321_Hungary,Hungary,Adidas,tournament,3.915,0.465607,0.533622,0.487967,0.691749,0.57181
1978_280_Germany,Germany,Coca-Cola,tournament,3.903,0.461413,0.490153,0.464438,0.834073,0.571622
2006_678_Ecuador,Ecuador,McDonald's,group_or_knockout,4.059,0.549678,0.529656,0.39035,0.356037,0.570917
1982_321_Argentina,Argentina,Hyundai,tournament,3.915,0.465607,0.431232,0.517048,0.824585,0.570735
2006_665_Serbia,Serbia,Vivo,group_or_knockout,4.045,0.6031,0.5662,0.316766,0.299325,0.570498
2010_762_Slovakia,Slovakia,McDonald's,group_or_knockout,4.085,0.579596,0.60034,0.332939,0.185391,0.570277
1998_574_Italy,Italy,Visa,group_or_knockout,3.985,0.424792,0.414033,0.465091,0.874646,0.570277
2002_619_Spain,Spain,Budweiser,group_or_knockout,3.601,0.605915,0.563797,0.636129,0.728164,0.570213
2014_801_Bosnia_and_Herzegovina,Bosnia and Herzegovina,Budweiser,group_or_knockout,3.786,0.6928,0.374395,0.598356,0.563717,0.570197
2014_834_Argentina,Argentina,Hyundai,group_or_knockout,3.918,0.472933,0.433985,0.49368,0.824585,0.570166
1986_378_Hungary,Hungary,Adidas,group_or_knockout,4.083,0.354021,0.513074,0.439429,0.691749,0.57009
1998_580_France,France,Qatar Airways,group_or_knockout,3.946,0.44669,0.490502,0.418271,0.829643,0.570068
2002_596_Tunisia,Tunisia,Coca-Cola,group_or_knockout,4.051,0.488194,0.409902,0.413439,0.680922,0.569969
2002_615_Saudi_Arabia,Saudi Arabia,Qatar Airways,group_or_knockout,3.782,0.554123,0.528947,0.535283,0.683783,0.56989
2014_828_Belgium,Belgium,Visa,group_or_knockout,3.86,0.597315,0.439902,0.454606,0.704752,0.569637
2018_859_Croatia,Croatia,Hisense,group_or_knockout,4.03,0.601281,0.32882,0.36097,0.688495,0.569499
1954_85_Brazil,Brazil,Adidas,tournament,4.068,0.200926,0.557869,0.488607,0.900554,0.569262
1990_423_Netherlands,Netherlands,Hisense,group_or_knockout,3.887,0.380758,0.539859,0.496569,0.882297,0.568972
1994_503_Argentina,Argentina,Hyundai,group_or_knockout,3.761,0.559859,0.452273,0.546747,0.824585,0.56887
1982_353_Northern_Ireland,Northern Ireland,Hisense,tournament,4.02,0.534538,0.386252,0.451801,0.61808,0.568845
2010_715_Australia,Australia,Mengniu,group_or_knockout,4.012,0.568844,0.600711,0.38977,0.258668,0.568783
1958_129_Brazil,Brazil,Adidas,tournament,4.088,0.181751,0.550985,0.494953,0.900554,0.56866
1990_431_Costa_Rica,Costa Rica,Visa,group_or_knockout,4.212,0.377697,0.427224,0.359234,0.635323,0.568563
1986_385_France,France,Qatar Airways,group_or_knockout,4.007,0.395182,0.479293,0.414764,0.829643,0.568327
1974_242_Germany,Germany,Coca-Cola,tournament,3.963,0.387157,0.472748,0.494084,0.834073,0.568204
2006_703_France,France,Qatar Airways,group_or_knockout,4.096,0.369515,0.477967,0.327657,0.829643,0.567899
2014_826_Algeria,Algeria,Budweiser,group_or_knockout,4.027,0.55204,0.461056,0.33967,0.577479,0.56779
1986_395_Germany,Germany,Coca-Cola,group_or_knockout,3.826,0.466219,0.485283,0.542845,0.834073,0.567507
1986_395_Denmark,Denmark,Adidas,group_or_knockout,3.826,0.466219,0.439101,0.5998,0.837247,0.567485
2014_784_Portugal,Portugal,Mengniu,group_or_knockout,3.945,0.577765,0.586101,0.391658,0.379403,0.567164
2002_625_Belgium,Belgium,Visa,group_or_knockout,3.829,0.605712,0.439656,0.467458,0.704752,0.567091
2022_962_Morocco,Morocco,Coca-Cola,group_or_knockout,4.044,0.560425,0.449252,0.339953,0.534742,0.566648
2022_903_England,England,McDonald's,group_or_knockout,3.618,0.743695,0.605653,0.506338,0.452957,0.565739
1998_527_Argentina,Argentina,Hyundai,group_or_knockout,3.938,0.428579,0.422529,0.515044,0.824585,0.565304
1974_237_Italy,Italy,Visa,tournament,3.976,0.41253,0.409902,0.465005,0.874646,0.565038
1954_99_Hungary,Hungary,Adidas,tournament,4.003,0.363352,0.508892,0.506657,0.691749,0.564934
2022_908_Australia,Australia,Mengniu,group_or_knockout,4.033,0.585014,0.607153,0.298,0.258668,0.564817
1986_385_Hungary,Hungary,Adidas,group_or_knockout,4.007,0.395182,0.521529,0.431275,0.691749,0.564451
2010_749_Netherlands,Netherlands,Hisense,group_or_knockout,3.603,0.537599,0.566551,0.58462,0.882297,0.564278
2018_899_England,England,McDonald's,group_or_knockout,3.812,0.585944,0.578026,0.496946,0.452957,0.563225
1982_326_New_Zealand,New Zealand,McDonald's,tournament,4.159,0.522939,0.53323,0.352328,0.186112,0.563197
2022_941_Japan,Japan,Adidas,group_or_knockout,3.819,0.602868,0.461786,0.425079,0.711341,0.563191
1986_376_Algeria,Algeria,Budweiser,group_or_knockout,4.223,0.380124,0.425611,0.34247,0.577479,0.562857
1978_303_Argentina,Argentina,Hyundai,tournament,3.961,0.432238,0.424841,0.455107,0.824585,0.562696
2010_770_Spain,Spain,Budweiser,group_or_knockout,3.871,0.440811,0.533663,0.498022,0.728164,0.562685
1994_485_Nigeria,Nigeria,Coca-Cola,group_or_knockout,3.991,0.486716,0.455395,0.411849,0.648902,0.562507
2022_922_Mexico,Mexico,Vivo,group_or_knockout,3.954,0.524556,0.657906,0.345777,0.362371,0.562042
2022_907_Tunisia,Tunisia,Coca-Cola,group_or_knockout,3.938,0.533518,0.413046,0.441039,0.680922,0.561957
1978_295_Argentina,Argentina,Hyundai,tournament,3.954,0.38929,0.410139,0.542621,0.824585,0.561465
1990_443_Scotland,Scotland,Adidas,group_or_knockout,4.228,0.385821,0.377467,0.319001,0.659456,0.561348
1974_267_Netherlands,Netherlands,Hisense,tournament,3.808,0.36299,0.529728,0.593567,0.882297,0.561149
2014_792_Chile,Chile,Hisense,group_or_knockout,3.919,0.542254,0.436656,0.425619,0.667483,0.560857
1998_540_Paraguay,Paraguay,Hyundai,group_or_knockout,3.908,0.468038,0.458632,0.544095,0.64409,0.560551
1982_328_Chile,Chile,Hisense,tournament,3.949,0.510347,0.430019,0.436751,0.667483,0.560152
1954_96_Hungary,Hungary,Adidas,tournament,4.099,0.311385,0.501618,0.427076,0.691749,0.560092
2022_957_Brazil,Brazil,Adidas,group_or_knockout,3.482,0.568677,0.612773,0.602854,0.900554,0.559813
2014_777_Colombia,Colombia,Mengniu,group_or_knockout,3.619,0.681735,0.673584,0.602816,0.269293,0.559674
2010_734_Japan,Japan,Adidas,group_or_knockout,3.938,0.505781,0.445121,0.401925,0.711341,0.559194
1994_492_South_Korea,South Korea,Hisense,group_or_knockout,3.957,0.501337,0.47393,0.381094,0.660317,0.559152
2014_781_Bosnia_and_Herzegovina,Bosnia and Herzegovina,Budweiser,group_or_knockout,4.045,0.578846,0.355717,0.355166,0.563717,0.55909
2018_843_Denmark,Denmark,Adidas,group_or_knockout,3.685,0.55756,0.456701,0.572398,0.837247,0.558945
1994_503_Romania,Romania,Qatar Airways,group_or_knockout,3.761,0.559859,0.440283,0.522502,0.780763,0.558936
1958_135_France,France,Qatar Airways,tournament,3.896,0.43984,0.482437,0.429058,0.829643,0.558702
2002_603_Sweden,Sweden,Budweiser,group_or_knockout,3.832,0.511795,0.448441,0.527692,0.721092,0.558672
2010_772_Spain,Spain,Budweiser,group_or_knockout,3.853,0.440064,0.532975,0.496372,0.728164,0.558595
2010_764_Portugal,Portugal,Mengniu,group_or_knockout,3.916,0.531519,0.569334,0.462597,0.379403,0.558151
2006_690_South_Korea,South Korea,Hisense,group_or_knockout,3.885,0.519149,0.474814,0.444581,0.660317,0.557837
2022_956_Switzerland,Switzerland,Visa,group_or_knockout,3.556,0.693097,0.519927,0.518649,0.745008,0.557808
2018_858_Peru,Peru,Budweiser,group_or_knockout,3.996,0.49433,0.458498,0.331883,0.676601,0.557307
2014_832_Costa_Rica,Costa Rica,Visa,group_or_knockout,3.96,0.495383,0.440149,0.434183,0.635323,0.557289
1986_363_Brazil,Brazil,Adidas,group_or_knockout,3.729,0.36867,0.576003,0.596314,0.900554,0.557269
1990_413_Argentina,Argentina,Hyundai,group_or_knockout,3.93,0.410353,0.416334,0.50386,0.824585,0.557027
1998_536_Italy,Italy,Visa,group_or_knockout,3.95,0.438075,0.413786,0.393624,0.874646,0.556207
1958_135_Germany,Germany,Coca-Cola,tournament,3.896,0.43984,0.479581,0.410503,0.834073,0.556033
2014_831_Belgium,Belgium,Visa,group_or_knockout,3.973,0.506035,0.420238,0.365835,0.704752,0.556001
2018_899_Belgium,Belgium,Visa,group_or_knockout,3.812,0.585944,0.432772,0.451874,0.704752,0.555949
1966_195_Russia,Russia,Hyundai,tournament,3.986,0.330447,0.474176,0.483209,0.802854,0.555902
2002_643_South_Korea,South Korea,Hisense,group_or_knockout,3.691,0.625899,0.490985,0.51692,0.660317,0.555881
1986_373_Russia,Russia,Hyundai,group_or_knockout,3.909,0.39511,0.486516,0.472307,0.802854,0.55555
1962_168_Czechoslovakia,Czechoslovakia,Coca-Cola,tournament,4.139,0.300962,0.483228,0.386086,0.677672,0.555276
1990_438_Russia,Russia,Hyundai,group_or_knockout,3.638,0.539293,0.506766,0.601575,0.802854,0.555261
2010_718_Japan,Japan,Adidas,group_or_knockout,3.84,0.532374,0.442758,0.47375,0.711341,0.555236
2018_890_Japan,Japan,Adidas,group_or_knockout,3.832,0.604693,0.464786,0.342427,0.711341,0.55514
2002_640_Senegal,Senegal,Budweiser,group_or_knockout,3.789,0.483991,0.497088,0.496533,0.785861,0.554898
1998_558_Iran,Iran,Adidas,group_or_knockout,3.977,0.494369,0.410591,0.456792,0.599925,0.554743
1970_229_Uruguay,Uruguay,Vivo,tournament,4.144,0.335063,0.628502,0.360834,0.360239,0.554641
1986_403_Denmark,Denmark,Adidas,group_or_knockout,3.835,0.488627,0.44692,0.449057,0.837247,0.554503
1958_110_Argentina,Argentina,Hyundai,tournament,3.918,0.376729,0.403697,0.57177,0.824585,0.554482
1994_476_Spain,Spain,Budweiser,group_or_knockout,3.85,0.421033,0.527468,0.508033,0.728164,0.554455
1990_415_Russia,Russia,Hyundai,group_or_knockout,3.932,0.393387,0.488139,0.432408,0.802854,0.554439
2010_724_South_Africa,South Africa,Hyundai,group_or_knockout,3.765,0.655178,0.394707,0.510289,0.61679,0.554389
1998_578_France,France,Qatar Airways,group_or_knockout,3.953,0.411419,0.477423,0.367496,0.829643,0.554234
1994_499_Argentina,Argentina,Hyundai,group_or_knockout,3.948,0.416091,0.417711,0.446868,0.824585,0.554128
1994_474_Saudi_Arabia,Saudi Arabia,Qatar Airways,group_or_knockout,3.917,0.445787,0.508399,0.42762,0.683783,0.554061
2018_882_Colombia,Colombia,Mengniu,group_or_knockout,3.85,0.548113,0.662088,0.459956,0.269293,0.554026
2006_677_Poland,Poland,Coca-Cola,group_or_knockout,3.715,0.597706,0.404776,0.561892,0.746106,0.553796
1998_557_South_Korea,South Korea,Hisense,group_or_knockout,3.828,0.518058,0.469502,0.50343,0.660317,0.553574
1990_450_Czechoslovakia,Czechoslovakia,Coca-Cola,group_or_knockout,3.746,0.525445,0.517636,0.533638,0.677672,0.553563
1982_320_Yugoslavia,Yugoslavia,Qatar Airways,tournament,3.874,0.41931,0.482036,0.604888,0.61998,0.553399
1990_441_Italy,Italy,Visa,group_or_knockout,3.943,0.40956,0.404837,0.4388,0.874646,0.553259
1970_206_Czechoslovakia,Czechoslovakia,Coca-Cola,tournament,4.129,0.326787,0.490111,0.33472,0.677672,0.553022
1974_270_Netherlands,Netherlands,Hisense,tournament,3.848,0.349024,0.526533,0.503076,0.882297,0.552767
2006_661_Saudi_Arabia,Saudi Arabia,Qatar Airways,group_or_knockout,3.561,0.633295,0.531793,0.597735,0.683783,0.552729
1990_452_Germany,Germany,Coca-Cola,group_or_knockout,3.835,0.441306,0.474957,0.473527,0.834073,0.552248
1990_422_South_Korea,South Korea,Hisense,group_or_knockout,3.827,0.503941,0.465372,0.522331,0.660317,0.552172
2018_890_Belgium,Belgium,Visa,group_or_knockout,3.832,0.604693,0.436902,0.361546,0.704752,0.552138
2006_659_Poland,Poland,Coca-Cola,group_or_knockout,3.99,0.459828,0.383591,0.401516,0.746106,0.551742
1994_475_Greece,Greece,Qatar Airways,group_or_knockout,3.993,0.502492,0.415265,0.396333,0.595463,0.551635
1990_441_Czechoslovakia,Czechoslovakia,Coca-Cola,group_or_knockout,3.943,0.40956,0.499399,0.444634,0.677672,0.551399
2018_875_Nigeria,Nigeria,Coca-Cola,group_or_knockout,3.664,0.653708,0.476529,0.503726,0.648902,0.551052
1982_336_Argentina,Argentina,Hyundai,tournament,3.951,0.376966,0.404632,0.497624,0.824585,0.550867
2014_808_Chile,Chile,Hisense,group_or_knockout,3.93,0.525002,0.433461,0.368771,0.667483,0.55071
2022_943_Belgium,Belgium,Visa,group_or_knockout,3.612,0.655281,0.43493,0.58424,0.704752,0.550454
2022_916_Portugal,Portugal,Mengniu,group_or_knockout,3.639,0.698034,0.588403,0.512318,0.379403,0.550236
1998_567_Paraguay,Paraguay,Hyundai,group_or_knockout,4.004,0.417925,0.449046,0.422329,0.64409,0.549794
1986_373_France,France,Qatar Airways,group_or_knockout,3.909,0.39511,0.467981,0.435871,0.829643,0.549792
2010_728_Nigeria,Nigeria,Coca-Cola,group_or_knockout,3.611,0.658701,0.473283,0.56571,0.648902,0.549732
1998_544_Jamaica,Jamaica,Vivo,group_or_knockout,4.047,0.571758,0.555443,0.307009,0.189321,0.549696
2014_824_Mexico,Mexico,Vivo,group_or_knockout,3.91,0.515968,0.649153,0.343685,0.362371,0.549556
1970_213_Brazil,Brazil,Adidas,tournament,4.021,0.193664,0.547738,0.438006,0.900554,0.549435
1994_509_Spain,Spain,Budweiser,group_or_knockout,3.86,0.420817,0.52678,0.458623,0.728164,0.549349
1950_64_Brazil,Brazil,Adidas,tournament,4.076,0.143017,0.537218,0.452234,0.900554,0.5493
1978_279_France,France,Qatar Airways,tournament,3.921,0.387291,0.468228,0.426677,0.829643,0.549209
1994_514_Brazil,Brazil,Adidas,group_or_knockout,3.673,0.391711,0.577574,0.578337,0.900554,0.548997
2010_770_Germany,Germany,Coca-Cola,group_or_knockout,3.871,0.440811,0.479581,0.393271,0.834073,0.548876
1958_106_Paraguay,Paraguay,Hyundai,tournament,3.966,0.458424,0.458437,0.391644,0.64409,0.548562
2010_739_Portugal,Portugal,Mengniu,group_or_knockout,3.642,0.693428,0.590026,0.500479,0.379403,0.548452
2018_848_Sweden,Sweden,Budweiser,group_or_knockout,3.807,0.508582,0.446375,0.497564,0.721092,0.548417
1958_120_Brazil,Brazil,Adidas,tournament,4.007,0.187225,0.543362,0.465559,0.900554,0.548311
1994_501_Germany,Germany,Coca-Cola,group_or_knockout,3.856,0.452785,0.480023,0.390642,0.834073,0.548246
1978_279_Argentina,Argentina,Hyundai,tournament,3.921,0.387291,0.405074,0.503628,0.824585,0.548109
1982_331_Kuwait,Kuwait,Hisense,tournament,4.134,0.539064,0.345648,0.367656,0.363892,0.547944
2014_782_Honduras,Honduras,Visa,group_or_knockout,4.099,0.541493,0.365559,0.285529,0.505418,0.547776
1986_409_Argentina,Argentina,Hyundai,group_or_knockout,3.89,0.403917,0.411269,0.510762,0.824585,0.547731
2002_629_Denmark,Denmark,Adidas,group_or_knockout,3.818,0.479555,0.440478,0.446229,0.837247,0.54758
1994_486_Netherlands,Netherlands,Hisense,group_or_knockout,3.692,0.421442,0.537003,0.559599,0.882297,0.547555
2006_697_Australia,Australia,Mengniu,group_or_knockout,3.981,0.499284,0.575683,0.423336,0.258668,0.547525
1978_299_Brazil,Brazil,Adidas,tournament,3.815,0.291978,0.558845,0.546888,0.900554,0.547447
2018_840_Portugal,Portugal,Mengniu,group_or_knockout,3.59,0.72451,0.59204,0.515338,0.379403,0.547419
2002_621_Costa_Rica,Costa Rica,Visa,group_or_knockout,3.688,0.654109,0.466841,0.463621,0.635323,0.547185
1958_112_Brazil,Brazil,Adidas,tournament,4.013,0.165794,0.537166,0.489932,0.900554,0.547083
2026_965_South_Africa,South Africa,Hyundai,group_or_knockout,3.667,0.700332,0.400163,0.516049,0.61679,0.546673
2014_802_Belgium,Belgium,Visa,group_or_knockout,3.784,0.561557,0.4222,0.476622,0.704752,0.546592
1998_520_Chile,Chile,Hisense,group_or_knockout,3.958,0.492538,0.425447,0.360427,0.667483,0.546511
1966_186_Portugal,Portugal,Mengniu,tournament,4.156,0.343041,0.53394,0.381048,0.379403,0.546502
1954_77_Mexico,Mexico,Vivo,tournament,4.148,0.310939,0.617693,0.346535,0.362371,0.546393
1974_259_Netherlands,Netherlands,Hisense,tournament,3.823,0.349342,0.522845,0.496731,0.882297,0.546326
1966_195_Hungary,Hungary,Adidas,tournament,3.986,0.330447,0.497879,0.463284,0.691749,0.546269
2014_797_Italy,Italy,Visa,group_or_knockout,3.919,0.447512,0.413539,0.351957,0.874646,0.546256
2010_755_Portugal,Portugal,Mengniu,group_or_knockout,3.578,0.644328,0.568636,0.679566,0.379403,0.546178
2022_937_Argentina,Argentina,Hyundai,group_or_knockout,3.598,0.593764,0.448287,0.564742,0.824585,0.545801
2022_903_Iran,Iran,Adidas,group_or_knockout,3.618,0.743695,0.460194,0.445674,0.599925,0.54576
2014_783_Ecuador,Ecuador,McDonald's,group_or_knockout,3.912,0.577981,0.521293,0.383965,0.356037,0.545587
2014_777_Greece,Greece,Qatar Airways,group_or_knockout,3.619,0.681735,0.438906,0.569993,0.595463,0.545454
2022_921_Saudi_Arabia,Saudi Arabia,Qatar Airways,group_or_knockout,3.63,0.596091,0.527026,0.509805,0.683783,0.545061
1982_344_Spain,Spain,Budweiser,tournament,3.855,0.368364,0.510947,0.534805,0.728164,0.544634
1994_476_Germany,Germany,Coca-Cola,group_or_knockout,3.85,0.421033,0.471074,0.434641,0.834073,0.54462
2006_674_Ukraine,Ukraine,Qatar Airways,group_or_knockout,3.774,0.586409,0.414721,0.457775,0.690038,0.54462
2006_677_Costa_Rica,Costa Rica,Visa,group_or_knockout,3.715,0.597706,0.451944,0.512116,0.635323,0.544239
2006_664_Sweden,Sweden,Budweiser,group_or_knockout,3.813,0.475265,0.43605,0.522085,0.721092,0.543852
1990_422_Belgium,Belgium,Visa,group_or_knockout,3.827,0.503941,0.406615,0.505511,0.704752,0.543685
1974_245_Argentina,Argentina,Hyundai,tournament,3.867,0.387832,0.404139,0.548375,0.824585,0.543613
2006_675_Tunisia,Tunisia,Coca-Cola,group_or_knockout,3.922,0.519923,0.407539,0.3606,0.680922,0.543539
1954_81_Germany,Germany,Coca-Cola,tournament,3.87,0.362971,0.455488,0.509207,0.834073,0.543447
1962_138_Mexico,Mexico,Vivo,tournament,4.15,0.284314,0.609433,0.372956,0.362371,0.543144
1998_531_Germany,Germany,Coca-Cola,group_or_knockout,3.874,0.408945,0.468567,0.412231,0.834073,0.543132
1998_576_Argentina,Argentina,Hyundai,group_or_knockout,3.861,0.448804,0.422036,0.432574,0.824585,0.542846
1982_351_Argentina,Argentina,Hyundai,tournament,3.867,0.42705,0.415153,0.466362,0.824585,0.542742
1970_232_Italy,Italy,Visa,tournament,4.07,0.337953,0.391368,0.313435,0.874646,0.54272
2010_744_South_Africa,South Africa,Hyundai,group_or_knockout,3.726,0.639464,0.385512,0.517949,0.61679,0.542613
2002_643_Turkey,Turkey,Hyundai,group_or_knockout,3.691,0.625899,0.400019,0.488533,0.730971,0.542598
1994_495_Italy,Italy,Visa,group_or_knockout,3.916,0.412942,0.402526,0.397593,0.874646,0.542463
2018_856_Spain,Spain,Budweiser,group_or_knockout,3.581,0.542882,0.539458,0.595717,0.728164,0.54234
1994_467_Romania,Romania,Qatar Airways,group_or_knockout,3.526,0.618277,0.43831,0.647481,0.780763,0.542318
2002_587_Paraguay,Paraguay,Hyundai,group_or_knockout,3.842,0.511494,0.465023,0.429771,0.64409,0.542165
1990_464_Germany,Germany,Coca-Cola,group_or_knockout,3.842,0.395685,0.462814,0.478596,0.834073,0.542123
1982_348_Argentina,Argentina,Hyundai,tournament,3.875,0.411338,0.410334,0.481433,0.824585,0.542114
1934_22_Brazil,Brazil,Adidas,tournament,4.013,0.158998,0.534413,0.467221,0.900554,0.541913
1982_329_Yugoslavia,Yugoslavia,Qatar Airways,tournament,3.889,0.4248,0.485036,0.488262,0.61998,0.541795
1982_348_Italy,Italy,Visa,tournament,3.875,0.411338,0.400214,0.455283,0.874646,0.541638
2018_857_Denmark,Denmark,Adidas,group_or_knockout,3.848,0.468846,0.43866,0.380247,0.837247,0.54161
1994_515_Sweden,Sweden,Budweiser,group_or_knockout,3.817,0.479476,0.436738,0.491871,0.721092,0.541465
1994_516_Italy,Italy,Visa,group_or_knockout,4.079,0.31706,0.384484,0.333258,0.874646,0.541445
1986_387_Argentina,Argentina,Hyundai,group_or_knockout,3.924,0.37519,0.403944,0.472078,0.824585,0.541421
1966_176_Hungary,Hungary,Adidas,tournament,3.979,0.333775,0.497879,0.431894,0.691749,0.541218
2006_647_Ivory_Coast,Ivory Coast,McDonald's,group_or_knockout,4.016,0.522519,0.540433,0.328289,0.270527,0.541113
1954_99_Uruguay,Uruguay,Vivo,tournament,4.003,0.363352,0.620827,0.429041,0.360239,0.541065
2010_728_Greece,Greece,Qatar Airways,group_or_knockout,3.611,0.658701,0.431334,0.595282,0.595463,0.540977
1998_557_Belgium,Belgium,Visa,group_or_knockout,3.828,0.518058,0.410745,0.454938,0.704752,0.540652
2002_593_Japan,Japan,Adidas,group_or_knockout,3.86,0.517696,0.438875,0.369172,0.711341,0.540634
2018_870_Saudi_Arabia,Saudi Arabia,Qatar Airways,group_or_knockout,3.783,0.513498,0.514738,0.406846,0.683783,0.540612
1990_445_Spain,Spain,Budweiser,group_or_knockout,3.695,0.459796,0.523235,0.572848,0.728164,0.540551
2018_895_Sweden,Sweden,Budweiser,group_or_knockout,3.782,0.524165,0.448194,0.449077,0.721092,0.540426
1994_489_Switzerland,Switzerland,Visa,group_or_knockout,3.82,0.435958,0.458571,0.503111,0.745008,0.540382
2002_614_Denmark,Denmark,Adidas,group_or_knockout,3.791,0.454941,0.429906,0.48173,0.837247,0.539877
2022_940_France,France,Qatar Airways,group_or_knockout,3.496,0.615907,0.499389,0.561876,0.829643,0.539744
1978_301_Germany,Germany,Coca-Cola,tournament,3.858,0.399843,0.463502,0.431375,0.834073,0.539725
1994_466_Spain,Spain,Budweiser,group_or_knockout,3.807,0.432921,0.524222,0.448963,0.728164,0.539687
2022_916_Ghana,Ghana,Vivo,group_or_knockout,3.639,0.698034,0.647385,0.406614,0.314982,0.539612
1990_454_Italy,Italy,Visa,group_or_knockout,3.93,0.387078,0.393577,0.409289,0.874646,0.539576
1954_88_Italy,Italy,Visa,tournament,3.741,0.436065,0.396228,0.591409,0.874646,0.53884
2002_620_Argentina,Argentina,Hyundai,group_or_knockout,3.732,0.48907,0.424492,0.519946,0.824585,0.538792
2002_600_France,France,Qatar Airways,group_or_knockout,3.9,0.383837,0.463163,0.390323,0.829643,0.538283
1978_280_Mexico,Mexico,Vivo,tournament,3.903,0.461413,0.631944,0.379866,0.362371,0.538134
1990_460_Germany,Germany,Coca-Cola,group_or_knockout,3.859,0.37949,0.457307,0.458003,0.834073,0.538058
1974_245_Italy,Italy,Visa,tournament,3.867,0.387832,0.39033,0.490552,0.874646,0.538038
2006_654_Ghana,Ghana,Vivo,group_or_knockout,3.941,0.493143,0.625861,0.31601,0.314982,0.537878
2002_591_Ecuador,Ecuador,McDonald's,group_or_knockout,3.961,0.508296,0.504577,0.390273,0.356037,0.53785
2006_692_Ukraine,Ukraine,Qatar Airways,group_or_knockout,3.72,0.562589,0.402526,0.538655,0.690038,0.537797
2002_614_France,France,Qatar Airways,group_or_knockout,3.791,0.454941,0.475944,0.411971,0.829643,0.537637
2006_680_Sweden,Sweden,Budweiser,group_or_knockout,3.76,0.525421,0.445882,0.46125,0.721092,0.537626
2002_630_Germany,Germany,Coca-Cola,group_or_knockout,3.852,0.404449,0.464879,0.415144,0.834073,0.537523
2006_692_Tunisia,Tunisia,Coca-Cola,group_or_knockout,3.72,0.562589,0.407437,0.536224,0.680922,0.537429
1998_545_Serbia,Serbia,Vivo,group_or_knockout,3.99,0.521266,0.530354,0.332935,0.299325,0.537396
2006_688_Japan,Japan,Adidas,group_or_knockout,3.776,0.570917,0.444772,0.373533,0.711341,0.537354
2006_657_France,France,Qatar Airways,group_or_knockout,3.896,0.390419,0.465228,0.376215,0.829643,0.537334
2022_904_United_States,United States,Mengniu,group_or_knockout,3.553,0.658724,0.684547,0.569929,0.252885,0.537249
2010_739_North_Korea,North Korea,Adidas,group_or_knockout,3.642,0.693428,0.425437,0.439356,0.645981,0.536927
1990_414_Austria,Austria,McDonald's,group_or_knockout,3.941,0.364822,0.711762,0.385734,0.335321,0.536905
1982_323_Italy,Italy,Visa,tournament,3.91,0.380671,0.392889,0.427937,0.874646,0.536686
2002_644_Germany,Germany,Coca-Cola,group_or_knockout,3.819,0.436056,0.472204,0.396424,0.834073,0.536629
1990_414_Italy,Italy,Visa,group_or_knockout,3.941,0.364822,0.389693,0.41227,0.874646,0.53658
1990_418_Germany,Germany,Coca-Cola,group_or_knockout,3.852,0.423014,0.469697,0.371591,0.834073,0.536377
1998_570_Serbia,Serbia,Vivo,group_or_knockout,3.995,0.508639,0.526224,0.342507,0.299325,0.536207
2018_862_Switzerland,Switzerland,Visa,group_or_knockout,3.357,0.676297,0.499174,0.698614,0.745008,0.5361
1990_457_Italy,Italy,Visa,group_or_knockout,3.978,0.347336,0.386498,0.387087,0.874646,0.535971
1978_294_Spain,Spain,Budweiser,tournament,3.783,0.367664,0.502636,0.585812,0.728164,0.535844
1998_575_Germany,Germany,Coca-Cola,group_or_knockout,3.83,0.43373,0.470827,0.3801,0.834073,0.535766
