match_id,year,team_a,team_b,stage,neutral_site,host_advantage_a,stadium_capacity_k,temperature_c,humidity,weather,event_attention_m,media_reposts_k,result,city,country,date
201,1970,Mexico,Russia,tournament,False,0.18,62.4,17.1,64.8,clear,39.58,80.28,draw,Mexico City,Mexico,1970-05-31
202,1970,Bulgaria,Peru,tournament,True,0.0,76.3,17.8,75.1,hot,50.58,127.01,B_win,León,Mexico,1970-06-02
203,1970,England,Romania,tournament,True,0.0,59.2,37.7,59.6,clear,41.78,140.73,A_win,Guadalajara,Mexico,1970-06-02
204,1970,Israel,Uruguay,tournament,True,0.0,66.4,33.8,95.4,windy,43.98,148.46,B_win,Puebla,Mexico,1970-06-02
205,1970,Belgium,El Salvador,tournament,True,0.0,31.3,20.5,52.0,windy,46.18,107.73,A_win,Mexico City,Mexico,1970-06-03
206,1970,Brazil,Czechoslovakia,tournament,True,0.0,57.4,20.8,63.2,clear,50.58,151.23,A_win,Guadalajara,Mexico,1970-06-03
207,1970,Germany,Morocco,tournament,True,0.0,47.0,16.1,45.2,rain,46.18,244.26,A_win,León,Mexico,1970-06-03
208,1970,Italy,Sweden,tournament,True,0.0,42.2,11.6,52.4,cloudy,41.78,118.81,A_win,Toluca,Mexico,1970-06-03
209,1970,Belgium,Russia,tournament,True,0.0,46.6,22.3,62.0,rain,50.58,119.04,B_win,Mexico City,Mexico,1970-06-06
210,1970,Czechoslovakia,Romania,tournament,True,0.0,53.7,17.0,71.5,clear,46.18,125.7,B_win,Guadalajara,Mexico,1970-06-06
211,1970,Italy,Uruguay,tournament,True,0.0,69.9,22.5,63.1,clear,39.58,116.06,draw,Puebla,Mexico,1970-06-06
212,1970,Morocco,Peru,tournament,True,0.0,40.8,13.4,78.1,clear,46.18,126.5,B_win,León,Mexico,1970-06-06
213,1970,Brazil,England,tournament,True,0.0,58.4,18.4,56.5,cloudy,41.78,118.35,A_win,Guadalajara,Mexico,1970-06-07
214,1970,Bulgaria,Germany,tournament,True,0.0,51.7,23.9,52.7,windy,54.98,104.88,B_win,León,Mexico,1970-06-07
215,1970,Israel,Sweden,tournament,True,0.0,53.7,25.2,96.0,rain,43.98,95.99,draw,Toluca,Mexico,1970-06-07
216,1970,Mexico,El Salvador,tournament,False,0.18,71.0,25.5,64.3,rain,48.38,132.59,A_win,Mexico City,Mexico,1970-06-07
217,1970,Brazil,Romania,tournament,True,0.0,65.0,15.1,46.5,windy,50.58,138.0,A_win,Guadalajara,Mexico,1970-06-10
218,1970,El Salvador,Russia,tournament,True,0.0,75.4,28.1,46.9,rain,43.98,107.25,B_win,Mexico City,Mexico,1970-06-10
219,1970,Germany,Peru,tournament,True,0.0,56.0,18.2,42.9,clear,48.38,131.57,A_win,León,Mexico,1970-06-10
220,1970,Sweden,Uruguay,tournament,True,0.0,49.0,26.8,73.0,hot,41.78,121.45,A_win,Puebla,Mexico,1970-06-10
221,1970,Bulgaria,Morocco,tournament,True,0.0,55.1,22.9,52.2,clear,43.98,161.22,draw,León,Mexico,1970-06-11
222,1970,Czechoslovakia,England,tournament,True,0.0,61.2,14.7,60.0,clear,41.78,116.12,B_win,Guadalajara,Mexico,1970-06-11
223,1970,Israel,Italy,tournament,True,0.0,60.3,21.1,57.0,cloudy,39.58,126.48,draw,Toluca,Mexico,1970-06-11
224,1970,Mexico,Belgium,tournament,False,0.18,43.9,25.2,69.7,windy,41.78,102.59,A_win,Mexico City,Mexico,1970-06-11
225,1970,Brazil,Peru,tournament,True,0.0,59.2,26.7,44.5,clear,52.78,177.03,A_win,Guadalajara,Mexico,1970-06-14
226,1970,England,Germany,tournament,True,0.0,61.0,22.2,40.8,cloudy,50.58,160.57,B_win,León,Mexico,1970-06-14
227,1970,Mexico,Italy,tournament,False,0.18,90.7,32.2,61.6,clear,50.58,184.19,B_win,Toluca,Mexico,1970-06-14
228,1970,Russia,Uruguay,tournament,True,0.0,82.4,29.0,67.6,clear,41.78,145.79,B_win,Mexico City,Mexico,1970-06-14
229,1970,Brazil,Uruguay,tournament,True,0.0,46.9,21.5,63.3,clear,48.38,163.03,A_win,Guadalajara,Mexico,1970-06-17
230,1970,Germany,Italy,tournament,True,0.0,54.3,27.5,45.0,rain,54.98,152.84,B_win,Mexico City,Mexico,1970-06-17
231,1970,Germany,Uruguay,tournament,True,0.0,39.0,34.6,68.8,hot,41.78,127.87,A_win,Mexico City,Mexico,1970-06-20
232,1970,Brazil,Italy,tournament,True,0.0,50.3,34.8,46.1,clear,50.58,194.68,A_win,Mexico City,Mexico,1970-06-21
233,1974,Brazil,Yugoslavia,tournament,True,0.0,62.1,15.6,49.7,clear,41.04,97.71,draw,Frankfurt am Main,Germany,1974-06-13
234,1974,DR Congo,Scotland,tournament,True,0.0,73.7,17.4,42.9,clear,45.44,108.9,B_win,Dortmund,Germany,1974-06-14
235,1974,German DR,Australia,tournament,True,0.0,48.5,31.9,78.8,clear,45.44,136.62,A_win,Hamburg,Germany,1974-06-14
236,1974,Germany,Chile,tournament,False,0.18,49.5,16.7,68.1,cloudy,43.24,138.8,A_win,Berlin,Germany,1974-06-14
237,1974,Italy,Haiti,tournament,True,0.0,30.1,15.1,67.7,rain,49.84,113.08,A_win,Munich,Germany,1974-06-15
238,1974,Poland,Argentina,tournament,True,0.0,55.9,20.1,78.0,cloudy,52.04,145.63,A_win,Stuttgart,Germany,1974-06-15
239,1974,Sweden,Bulgaria,tournament,True,0.0,44.2,25.5,96.0,clear,41.04,114.23,draw,Düsseldorf,Germany,1974-06-15
240,1974,Uruguay,Netherlands,tournament,True,0.0,51.1,22.4,30.7,cloudy,45.44,69.83,B_win,Hanover,Germany,1974-06-15
241,1974,Chile,German DR,tournament,True,0.0,46.6,19.1,46.2,clear,45.44,122.11,draw,Berlin,Germany,1974-06-18
242,1974,Germany,Australia,tournament,False,0.18,56.8,19.0,48.1,clear,47.64,130.27,A_win,Hamburg,Germany,1974-06-18
243,1974,Scotland,Brazil,tournament,True,0.0,35.1,18.7,44.4,windy,41.04,112.13,draw,Frankfurt am Main,Germany,1974-06-18
244,1974,Yugoslavia,DR Congo,tournament,True,0.0,38.9,17.7,40.8,rain,60.84,258.45,A_win,Gelsenkirchen,Germany,1974-06-18
245,1974,Argentina,Italy,tournament,True,0.0,85.7,36.7,53.2,windy,45.44,92.39,draw,Stuttgart,Germany,1974-06-19
246,1974,Bulgaria,Uruguay,tournament,True,0.0,41.3,24.8,38.5,hot,45.44,103.08,draw,Hanover,Germany,1974-06-19
247,1974,Haiti,Poland,tournament,True,0.0,43.7,28.3,63.4,cloudy,56.44,77.62,B_win,Munich,Germany,1974-06-19
248,1974,Netherlands,Sweden,tournament,True,0.0,81.9,20.1,58.8,windy,41.04,102.5,draw,Dortmund,Germany,1974-06-19
249,1974,Australia,Chile,tournament,True,0.0,95.0,21.9,65.7,clear,41.04,104.98,draw,Berlin,Germany,1974-06-22
250,1974,DR Congo,Brazil,tournament,True,0.0,42.8,18.7,66.1,clear,47.64,118.02,B_win,Gelsenkirchen,Germany,1974-06-22
251,1974,Germany,German DR,tournament,False,0.18,53.2,7.1,67.6,clear,43.24,168.5,B_win,Hamburg,Germany,1974-06-22
252,1974,Scotland,Yugoslavia,tournament,True,0.0,62.4,14.7,52.0,clear,45.44,165.23,draw,Frankfurt am Main,Germany,1974-06-22
253,1974,Argentina,Haiti,tournament,True,0.0,80.5,12.1,91.9,clear,52.04,151.99,A_win,Munich,Germany,1974-06-23
254,1974,Bulgaria,Netherlands,tournament,True,0.0,45.2,9.5,61.8,clear,52.04,134.05,B_win,Dortmund,Germany,1974-06-23
255,1974,Poland,Italy,tournament,True,0.0,54.8,15.8,28.2,rain,47.64,181.45,A_win,Stuttgart,Germany,1974-06-23
256,1974,Sweden,Uruguay,tournament,True,0.0,68.1,30.9,42.0,rain,47.64,135.39,A_win,Düsseldorf,Germany,1974-06-23
257,1974,Brazil,German DR,tournament,True,0.0,63.7,22.7,30.2,cloudy,43.24,98.26,A_win,Hanover,Germany,1974-06-26
258,1974,Germany,Yugoslavia,tournament,False,0.18,53.1,30.7,58.3,clear,45.44,80.31,A_win,Düsseldorf,Germany,1974-06-26
259,1974,Netherlands,Argentina,tournament,True,0.0,56.3,25.5,56.1,rain,49.84,125.87,A_win,Gelsenkirchen,Germany,1974-06-26
260,1974,Sweden,Poland,tournament,True,0.0,40.1,27.7,50.5,clear,43.24,152.64,B_win,Stuttgart,Germany,1974-06-26
261,1974,Argentina,Brazil,tournament,True,0.0,54.9,17.6,90.2,clear,47.64,257.52,B_win,Hanover,Germany,1974-06-30
262,1974,German DR,Netherlands,tournament,True,0.0,54.5,26.1,66.8,clear,45.44,132.11,B_win,Gelsenkirchen,Germany,1974-06-30
263,1974,Germany,Sweden,tournament,False,0.18,61.0,27.4,69.6,clear,54.24,125.1,A_win,Düsseldorf,Germany,1974-06-30
264,1974,Poland,Yugoslavia,tournament,True,0.0,50.8,19.5,43.1,clear,47.64,97.7,A_win,Frankfurt am Main,Germany,1974-06-30
265,1974,Argentina,German DR,tournament,True,0.0,64.1,26.4,42.0,rain,45.44,151.55,draw,Gelsenkirchen,Germany,1974-07-03
266,1974,Germany,Poland,tournament,False,0.18,71.2,26.4,58.6,rain,43.24,75.39,A_win,Frankfurt am Main,Germany,1974-07-03
267,1974,Netherlands,Brazil,tournament,True,0.0,60.0,19.7,60.8,rain,45.44,151.49,A_win,Dortmund,Germany,1974-07-03
268,1974,Sweden,Yugoslavia,tournament,True,0.0,62.6,16.3,28.3,clear,47.64,171.17,A_win,Düsseldorf,Germany,1974-07-03
269,1974,Brazil,Poland,tournament,True,0.0,58.7,15.9,55.1,rain,43.24,139.62,B_win,Munich,Germany,1974-07-06
270,1974,Germany,Netherlands,tournament,False,0.18,58.0,23.5,58.2,rain,47.64,128.02,A_win,Munich,Germany,1974-07-07
271,1978,Germany,Poland,tournament,True,0.0,48.6,25.0,54.6,clear,42.5,142.26,draw,Buenos Aires,Argentina,1978-06-01
272,1978,Argentina,Hungary,tournament,False,0.18,62.1,18.2,45.0,cloudy,49.1,147.19,A_win,Buenos Aires,Argentina,1978-06-02
273,1978,France,Italy,tournament,True,0.0,56.7,23.2,49.4,cloudy,49.1,112.84,B_win,Mar del Plata,Argentina,1978-06-02
274,1978,Mexico,Tunisia,tournament,True,0.0,85.2,26.4,55.2,cloudy,51.3,246.12,B_win,Rosario,Argentina,1978-06-02
275,1978,Austria,Spain,tournament,True,0.0,78.5,26.7,59.5,clear,49.1,127.15,A_win,Buenos Aires,Argentina,1978-06-03
276,1978,Brazil,Sweden,tournament,True,0.0,63.0,32.3,67.7,cloudy,46.9,166.54,draw,Mar del Plata,Argentina,1978-06-03
277,1978,Iran,Netherlands,tournament,True,0.0,48.1,30.7,75.3,clear,49.1,71.28,B_win,Mendoza,Argentina,1978-06-03
278,1978,Peru,Scotland,tournament,True,0.0,43.5,17.0,53.3,clear,51.3,209.58,A_win,Córdoba,Argentina,1978-06-03
279,1978,Argentina,France,tournament,False,0.18,73.5,33.1,50.7,clear,49.1,211.69,A_win,Buenos Aires,Argentina,1978-06-06
280,1978,Germany,Mexico,tournament,True,0.0,61.4,19.8,65.0,windy,55.7,160.51,A_win,Córdoba,Argentina,1978-06-06
281,1978,Hungary,Italy,tournament,True,0.0,64.2,29.3,67.8,clear,51.3,171.43,B_win,Mar del Plata,Argentina,1978-06-06
282,1978,Poland,Tunisia,tournament,True,0.0,35.3,23.4,51.1,clear,44.7,149.36,A_win,Rosario,Argentina,1978-06-06
283,1978,Austria,Sweden,tournament,True,0.0,70.1,20.5,70.6,clear,44.7,106.7,A_win,Buenos Aires,Argentina,1978-06-07
284,1978,Brazil,Spain,tournament,True,0.0,63.9,12.2,73.7,hot,42.5,141.56,draw,Mar del Plata,Argentina,1978-06-07
285,1978,Iran,Scotland,tournament,True,0.0,43.6,22.0,78.7,cloudy,46.9,106.87,draw,Córdoba,Argentina,1978-06-07
286,1978,Netherlands,Peru,tournament,True,0.0,51.9,13.6,86.5,hot,42.5,102.42,draw,Mendoza,Argentina,1978-06-07
287,1978,Argentina,Italy,tournament,False,0.18,61.4,28.8,44.1,clear,44.7,175.13,B_win,Buenos Aires,Argentina,1978-06-10
288,1978,France,Hungary,tournament,True,0.0,58.7,32.1,58.2,clear,51.3,192.6,A_win,Mar del Plata,Argentina,1978-06-10
289,1978,Germany,Tunisia,tournament,True,0.0,54.2,18.2,58.2,cloudy,42.5,99.66,draw,Córdoba,Argentina,1978-06-10
290,1978,Mexico,Poland,tournament,True,0.0,56.7,24.8,56.4,clear,51.3,119.38,B_win,Rosario,Argentina,1978-06-10
291,1978,Austria,Brazil,tournament,True,0.0,54.7,18.6,47.6,rain,44.7,106.61,B_win,Mar del Plata,Argentina,1978-06-11
292,1978,Iran,Peru,tournament,True,0.0,60.0,19.2,34.2,hot,53.5,187.7,B_win,Córdoba,Argentina,1978-06-11
293,1978,Netherlands,Scotland,tournament,True,0.0,77.1,27.6,59.5,cloudy,53.5,115.55,B_win,Mendoza,Argentina,1978-06-11
294,1978,Spain,Sweden,tournament,True,0.0,24.6,22.8,45.7,windy,44.7,141.15,A_win,Buenos Aires,Argentina,1978-06-11
295,1978,Argentina,Poland,tournament,False,0.18,54.9,33.4,59.4,cloudy,46.9,165.2,A_win,Rosario,Argentina,1978-06-14
296,1978,Austria,Netherlands,tournament,True,0.0,60.3,20.1,45.3,clear,55.7,155.29,B_win,Córdoba,Argentina,1978-06-14
297,1978,Brazil,Peru,tournament,True,0.0,61.8,29.0,40.4,cloudy,49.1,186.17,A_win,Mendoza,Argentina,1978-06-14
298,1978,Germany,Italy,tournament,True,0.0,53.2,23.6,61.7,clear,42.5,111.53,draw,Buenos Aires,Argentina,1978-06-14
299,1978,Argentina,Brazil,tournament,False,0.18,35.2,27.8,60.4,rain,42.5,114.39,draw,Rosario,Argentina,1978-06-18
300,1978,Austria,Italy,tournament,True,0.0,62.3,20.3,67.3,clear,44.7,97.16,B_win,Buenos Aires,Argentina,1978-06-18
301,1978,Germany,Netherlands,tournament,True,0.0,80.5,22.7,93.0,clear,51.3,194.9,draw,Córdoba,Argentina,1978-06-18
302,1978,Peru,Poland,tournament,True,0.0,38.1,22.3,62.4,cloudy,44.7,103.06,B_win,Mendoza,Argentina,1978-06-18
303,1978,Argentina,Peru,tournament,False,0.18,69.2,18.0,65.8,clear,55.7,175.55,A_win,Rosario,Argentina,1978-06-21
304,1978,Austria,Germany,tournament,True,0.0,53.7,27.0,40.8,clear,53.5,149.86,A_win,Córdoba,Argentina,1978-06-21
305,1978,Brazil,Poland,tournament,True,0.0,57.2,26.9,37.4,rain,51.3,109.17,A_win,Mendoza,Argentina,1978-06-21
306,1978,Italy,Netherlands,tournament,True,0.0,44.3,26.6,83.3,clear,49.1,118.31,B_win,Buenos Aires,Argentina,1978-06-21
307,1978,Brazil,Italy,tournament,True,0.0,53.7,32.2,43.2,cloudy,49.1,206.66,A_win,Buenos Aires,Argentina,1978-06-24
308,1978,Argentina,Netherlands,tournament,False,0.18,74.9,31.7,41.3,clear,51.3,155.11,A_win,Buenos Aires,Argentina,1978-06-25
309,1982,Argentina,Belgium,tournament,True,0.0,65.6,20.8,57.4,clear,46.16,99.44,B_win,Barcelona,Spain,1982-06-13
310,1982,Brazil,Russia,tournament,True,0.0,80.5,25.2,56.6,clear,50.56,157.38,A_win,Seville,Spain,1982-06-14
311,1982,Italy,Poland,tournament,True,0.0,73.3,19.3,43.6,rain,43.96,120.59,draw,Vigo,Spain,1982-06-14
312,1982,Hungary,El Salvador,tournament,True,0.0,63.7,23.1,53.1,windy,68.16,512.34,A_win,Elche,Spain,1982-06-15
313,1982,Peru,Cameroon,tournament,True,0.0,80.7,19.4,77.7,clear,43.96,136.06,draw,La Coruña,Spain,1982-06-15
314,1982,Scotland,New Zealand,tournament,True,0.0,63.7,32.7,45.1,windy,59.36,152.48,A_win,Málaga,Spain,1982-06-15
315,1982,England,France,tournament,True,0.0,68.8,25.2,35.7,cloudy,52.76,224.38,A_win,Bilbao,Spain,1982-06-16
316,1982,Germany,Algeria,tournament,True,0.0,54.1,21.7,73.1,cloudy,50.56,86.29,B_win,Gijón,Spain,1982-06-16
317,1982,Spain,Honduras,tournament,False,0.18,58.9,30.2,65.9,rain,48.36,141.89,draw,Valencia,Spain,1982-06-16
318,1982,Chile,Austria,tournament,True,0.0,48.9,10.0,48.1,rain,46.16,230.57,B_win,Oviedo,Spain,1982-06-17
319,1982,Czechoslovakia,Kuwait,tournament,True,0.0,70.9,10.9,32.7,rain,48.36,133.77,draw,Valladolid,Spain,1982-06-17
320,1982,Yugoslavia,Northern Ireland,tournament,True,0.0,42.7,27.8,46.1,cloudy,43.96,77.32,draw,Zaragoza,Spain,1982-06-17
321,1982,Argentina,Hungary,tournament,True,0.0,68.2,23.4,57.1,cloudy,54.96,140.58,A_win,Alicante,Spain,1982-06-18
322,1982,Brazil,Scotland,tournament,True,0.0,55.5,24.5,76.7,clear,54.96,236.01,A_win,Seville,Spain,1982-06-18
323,1982,Italy,Peru,tournament,True,0.0,73.2,15.0,41.4,clear,48.36,153.54,draw,Vigo,Spain,1982-06-18
324,1982,Belgium,El Salvador,tournament,True,0.0,67.8,22.9,56.6,rain,46.16,104.3,A_win,Elche,Spain,1982-06-19
325,1982,Poland,Cameroon,tournament,True,0.0,81.7,35.0,68.8,clear,43.96,103.69,draw,La Coruña,Spain,1982-06-19
326,1982,Russia,New Zealand,tournament,True,0.0,67.5,27.9,19.9,clear,50.56,123.53,A_win,Málaga,Spain,1982-06-19
327,1982,England,Czechoslovakia,tournament,True,0.0,37.6,24.0,74.5,clear,48.36,152.9,A_win,Bilbao,Spain,1982-06-20
328,1982,Germany,Chile,tournament,True,0.0,57.1,20.4,39.1,clear,54.96,228.45,A_win,Gijón,Spain,1982-06-20
329,1982,Spain,Yugoslavia,tournament,False,0.18,42.8,20.6,63.3,cloudy,50.56,194.0,A_win,Valencia,Spain,1982-06-20
330,1982,Algeria,Austria,tournament,True,0.0,51.3,10.2,61.9,cloudy,48.36,157.02,B_win,Oviedo,Spain,1982-06-21
331,1982,France,Kuwait,tournament,True,0.0,77.6,24.5,75.4,cloudy,54.96,108.17,A_win,Valladolid,Spain,1982-06-21
332,1982,Honduras,Northern Ireland,tournament,True,0.0,66.3,28.1,66.8,clear,48.36,95.28,draw,Zaragoza,Spain,1982-06-21
333,1982,Belgium,Hungary,tournament,True,0.0,48.9,13.5,20.0,cloudy,48.36,160.45,draw,Elche,Spain,1982-06-22
334,1982,Poland,Peru,tournament,True,0.0,44.8,19.0,45.4,clear,57.16,112.07,A_win,La Coruña,Spain,1982-06-22
335,1982,Russia,Scotland,tournament,True,0.0,58.4,16.1,60.2,rain,52.76,141.54,draw,Málaga,Spain,1982-06-22
336,1982,Argentina,El Salvador,tournament,True,0.0,42.2,17.2,54.9,cloudy,48.36,150.48,A_win,Alicante,Spain,1982-06-23
337,1982,Brazil,New Zealand,tournament,True,0.0,49.3,23.3,65.6,cloudy,52.76,109.64,A_win,Seville,Spain,1982-06-23
338,1982,Italy,Cameroon,tournament,True,0.0,62.1,10.5,70.6,cloudy,48.36,103.74,draw,Vigo,Spain,1982-06-23
339,1982,Algeria,Chile,tournament,True,0.0,73.0,26.7,67.7,windy,54.96,152.97,A_win,Oviedo,Spain,1982-06-24
340,1982,France,Czechoslovakia,tournament,True,0.0,65.9,27.5,54.6,rain,48.36,159.13,draw,Valladolid,Spain,1982-06-24
341,1982,Honduras,Yugoslavia,tournament,True,0.0,28.2,21.5,28.5,cloudy,46.16,177.57,B_win,Zaragoza,Spain,1982-06-24
342,1982,England,Kuwait,tournament,True,0.0,62.0,8.1,50.7,cloudy,46.16,156.35,A_win,Bilbao,Spain,1982-06-25
343,1982,Germany,Austria,tournament,True,0.0,58.9,17.0,64.7,clear,46.16,134.66,A_win,Gijón,Spain,1982-06-25
344,1982,Spain,Northern Ireland,tournament,False,0.18,63.4,30.4,40.6,windy,46.16,107.04,B_win,Valencia,Spain,1982-06-25
345,1982,Austria,France,tournament,True,0.0,79.0,6.3,68.1,clear,46.16,97.73,B_win,Madrid,Spain,1982-06-28
346,1982,Poland,Belgium,tournament,True,0.0,31.2,20.9,72.5,clear,50.56,125.23,A_win,Barcelona,Spain,1982-06-28
347,1982,Germany,England,tournament,True,0.0,50.3,15.9,60.0,windy,43.96,140.9,draw,Madrid,Spain,1982-06-29
348,1982,Italy,Argentina,tournament,True,0.0,65.7,27.8,15.0,rain,50.56,158.76,A_win,Barcelona,Spain,1982-06-29
349,1982,Austria,Northern Ireland,tournament,True,0.0,37.4,18.9,37.6,clear,52.76,83.75,draw,Madrid,Spain,1982-07-01
350,1982,Belgium,Russia,tournament,True,0.0,77.2,25.4,88.2,clear,46.16,105.86,B_win,Barcelona,Spain,1982-07-01
351,1982,Argentina,Brazil,tournament,True,0.0,62.8,26.4,49.3,clear,52.76,211.24,B_win,Barcelona,Spain,1982-07-02
352,1982,Spain,Germany,tournament,False,0.18,69.0,34.0,26.3,cloudy,50.56,147.72,B_win,Madrid,Spain,1982-07-02
353,1982,France,Northern Ireland,tournament,True,0.0,50.6,21.8,77.8,clear,54.96,105.62,A_win,Madrid,Spain,1982-07-04
354,1982,Poland,Russia,tournament,True,0.0,68.6,25.3,58.2,windy,43.96,242.96,draw,Barcelona,Spain,1982-07-04
355,1982,Italy,Brazil,tournament,True,0.0,71.9,14.1,75.7,windy,54.96,155.79,A_win,Barcelona,Spain,1982-07-05
356,1982,Spain,England,tournament,False,0.18,61.0,30.1,62.4,cloudy,43.96,139.9,draw,Madrid,Spain,1982-07-05
357,1982,Germany,France,tournament,True,0.0,61.0,18.4,65.3,cloudy,57.16,182.68,draw,Seville,Spain,1982-07-08
358,1982,Poland,Italy,tournament,True,0.0,61.5,19.6,63.8,clear,48.36,124.68,B_win,Barcelona,Spain,1982-07-08
359,1982,Poland,France,tournament,True,0.0,46.8,22.9,69.2,clear,54.96,128.11,A_win,Alicante,Spain,1982-07-10
360,1982,Italy,Germany,tournament,True,0.0,56.1,13.6,94.4,rain,52.76,273.1,A_win,Madrid,Spain,1982-07-11
361,1986,Bulgaria,Italy,group_or_knockout,True,0.0,56.0,24.4,73.5,clear,49.82,188.54,draw,Mexico City,Mexico,1986-05-31
362,1986,Canada,France,group_or_knockout,True,0.0,63.0,28.8,32.7,clear,47.62,171.3,B_win,León,Mexico,1986-06-01
363,1986,Spain,Brazil,group_or_knockout,True,0.0,71.0,24.8,65.1,clear,47.62,159.91,B_win,Guadalajara,Mexico,1986-06-01
364,1986,Argentina,South Korea,group_or_knockout,True,0.0,44.2,13.5,76.3,clear,54.22,116.99,A_win,Mexico City,Mexico,1986-06-02
365,1986,Morocco,Poland,group_or_knockout,True,0.0,56.4,22.3,77.2,cloudy,45.42,185.61,draw,Monterrey,Mexico,1986-06-02
366,1986,Russia,Hungary,group_or_knockout,True,0.0,77.3,27.5,51.2,rain,58.62,132.29,A_win,Irapuato,Mexico,1986-06-02
367,1986,Algeria,Northern Ireland,group_or_knockout,True,0.0,48.3,11.7,76.6,rain,49.82,154.12,draw,Guadalajara,Mexico,1986-06-03
368,1986,Mexico,Belgium,group_or_knockout,False,0.18,47.3,16.6,72.8,cloudy,52.02,93.93,A_win,Mexico City,Mexico,1986-06-03
369,1986,Portugal,England,group_or_knockout,True,0.0,60.6,28.3,96.0,hot,47.62,76.85,A_win,Monterrey,Mexico,1986-06-03
370,1986,Paraguay,Iraq,group_or_knockout,True,0.0,69.0,24.6,46.0,clear,47.62,148.77,A_win,Toluca,Mexico,1986-06-04
371,1986,Scotland,Denmark,group_or_knockout,True,0.0,58.1,25.5,49.9,hot,47.62,108.5,B_win,Nezahualcóyotl,Mexico,1986-06-04
372,1986,Uruguay,Germany,group_or_knockout,True,0.0,75.3,34.2,53.1,cloudy,49.82,81.57,draw,Querétaro,Mexico,1986-06-04
373,1986,France,Russia,group_or_knockout,True,0.0,69.1,25.8,50.2,clear,49.82,165.64,draw,León,Mexico,1986-06-05
374,1986,Italy,Argentina,group_or_knockout,True,0.0,68.9,26.9,43.8,windy,49.82,257.76,draw,Puebla,Mexico,1986-06-05
375,1986,South Korea,Bulgaria,group_or_knockout,True,0.0,65.2,39.0,15.0,clear,49.82,210.08,draw,Mexico City,Mexico,1986-06-05
376,1986,Brazil,Algeria,group_or_knockout,True,0.0,88.3,21.7,51.0,clear,47.62,126.62,A_win,Guadalajara,Mexico,1986-06-06
377,1986,England,Morocco,group_or_knockout,True,0.0,55.3,18.2,63.9,clear,45.42,130.12,draw,Monterrey,Mexico,1986-06-06
378,1986,Hungary,Canada,group_or_knockout,True,0.0,32.0,25.6,50.1,clear,49.82,182.54,A_win,Irapuato,Mexico,1986-06-06
379,1986,Mexico,Paraguay,group_or_knockout,False,0.18,78.9,25.6,89.0,clear,49.82,194.92,draw,Mexico City,Mexico,1986-06-07
380,1986,Northern Ireland,Spain,group_or_knockout,True,0.0,52.0,19.8,58.2,cloudy,52.02,135.02,B_win,Guadalajara,Mexico,1986-06-07
381,1986,Poland,Portugal,group_or_knockout,True,0.0,59.4,16.8,78.7,hot,47.62,137.39,A_win,Monterrey,Mexico,1986-06-07
382,1986,Denmark,Uruguay,group_or_knockout,True,0.0,75.0,36.9,62.2,clear,60.82,189.06,A_win,Nezahualcóyotl,Mexico,1986-06-08
383,1986,Germany,Scotland,group_or_knockout,True,0.0,37.2,25.0,71.2,cloudy,52.02,173.59,A_win,Querétaro,Mexico,1986-06-08
384,1986,Iraq,Belgium,group_or_knockout,True,0.0,41.7,18.6,62.5,clear,52.02,143.22,B_win,Toluca,Mexico,1986-06-08
385,1986,Hungary,France,group_or_knockout,True,0.0,37.2,28.5,79.9,hot,52.02,143.74,B_win,León,Mexico,1986-06-09
386,1986,Russia,Canada,group_or_knockout,True,0.0,47.7,22.3,58.9,clear,49.82,209.51,A_win,Irapuato,Mexico,1986-06-09
387,1986,Argentina,Bulgaria,group_or_knockout,True,0.0,63.7,21.5,65.9,clear,49.82,199.75,A_win,Mexico City,Mexico,1986-06-10
388,1986,South Korea,Italy,group_or_knockout,True,0.0,64.8,26.4,63.9,cloudy,56.42,184.29,B_win,Puebla,Mexico,1986-06-10
389,1986,England,Poland,group_or_knockout,True,0.0,61.6,15.2,53.4,rain,52.02,240.56,A_win,Monterrey,Mexico,1986-06-11
390,1986,Mexico,Iraq,group_or_knockout,False,0.18,39.6,25.1,64.5,rain,47.62,122.13,A_win,Mexico City,Mexico,1986-06-11
391,1986,Paraguay,Belgium,group_or_knockout,True,0.0,28.0,34.5,93.8,cloudy,54.22,244.08,draw,Toluca,Mexico,1986-06-11
392,1986,Portugal,Morocco,group_or_knockout,True,0.0,58.7,25.8,53.7,rain,54.22,180.36,B_win,Guadalajara,Mexico,1986-06-11
393,1986,Algeria,Spain,group_or_knockout,True,0.0,51.9,20.7,64.7,clear,52.02,371.49,B_win,Monterrey,Mexico,1986-06-12
394,1986,Northern Ireland,Brazil,group_or_knockout,True,0.0,64.0,20.0,78.1,clear,52.02,106.46,B_win,Guadalajara,Mexico,1986-06-12
395,1986,Denmark,Germany,group_or_knockout,True,0.0,67.1,20.5,76.2,clear,49.82,117.38,A_win,Querétaro,Mexico,1986-06-13
396,1986,Scotland,Uruguay,group_or_knockout,True,0.0,59.8,21.5,58.2,clear,45.42,145.94,draw,Nezahualcóyotl,Mexico,1986-06-13
397,1986,Mexico,Bulgaria,group_or_knockout,False,0.18,67.9,20.7,19.9,clear,49.82,159.12,A_win,Mexico City,Mexico,1986-06-15
398,1986,Russia,Belgium,group_or_knockout,True,0.0,61.0,28.5,66.3,cloudy,60.82,300.05,B_win,León,Mexico,1986-06-15
